Word,Subt_freq,Film_freq,FREQlow,Cdlow,SUBTLWF,Lg10WF,SUBTLCD,Lg10CD,Dom_PoS_SUBTLEX,Freq_dom_PoS_SUBTLEX,Percentage_dom_PoS,All_PoS,PoS_freqs,Verb_freq
moneygrubbing,3,3,3,3,0.06,0.6021,0.04,0.6021,adjective,2.0,0.67,adjective.verb,2.1,1
mongrelized,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
mongrelizing,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
monkeyed,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
monkeyshines,11,9,10,8,0.22,1.0792,0.11,1.0,noun,10.0,0.91,noun.verb,10.1,1
mooed,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
mooncalf,3,2,2,1,0.06,0.6021,0.02,0.4771,noun,2.0,0.67,noun.verb,2.1,1
moonface,3,2,3,2,0.06,0.6021,0.02,0.4771,noun,2.0,0.67,noun.verb,2.1,1
moonscapes,2,1,2,1,0.04,0.4771,0.01,0.301,verb,1.0,0.5,verb.noun,1.1,1
moonshining,4,2,3,2,0.08,0.6990000000000001,0.02,0.4771,adjective,3.0,0.75,adjective.verb,3.1,1
moonwalking,1,1,0,0,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
moralizes,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
mortifies,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
mothballing,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
moulage,3,3,3,3,0.06,0.6021,0.04,0.6021,noun,2.0,0.67,noun.verb,2.1,1
moussing,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
moustachioed,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
muckrake,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
mudpack,2,2,1,1,0.04,0.4771,0.02,0.4771,verb,1.0,0.5,verb.noun,1.1,1
muleteer,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
mulish,3,3,3,3,0.06,0.6021,0.04,0.6021,adjective,2.0,0.67,adjective.verb,2.1,1
mumming,2,2,1,1,0.04,0.4771,0.02,0.4771,verb,1.0,0.5,verb.name,1.1,1
mumped,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
musclebound,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
musses,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
mynheer,7,2,0,0,0.14,0.9031,0.02,0.4771,name,6.0,0.86,name.verb,6.1,1
mythmaking,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
narceine,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
narcotize,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
narking,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
nauseates,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
neaten,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
nebbish,5,5,5,5,0.1,0.7782,0.06,0.7782,adjective,4.0,0.8,adjective.verb,4.1,1
nebbishes,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
necrotized,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
needlepoints,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
needn,334,266,328,261,6.55,2.525,3.17,2.4265,verb,1.0,0.5,verb.noun,1.1,1
negroish,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
nertz,2,2,1,1,0.04,0.4771,0.02,0.4771,verb,1.0,0.5,verb.name,1.1,1
nerving,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
newscasting,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
nibbing,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
nicknaming,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
nitch,11,3,1,1,0.22,1.0792,0.04,0.6021,name,9.0,0.82,name.verb.noun,9.1.1,1
nitrating,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
nobble,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
nobbling,1,1,0,0,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
noising,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
nonpaid,2,1,2,1,0.04,0.4771,0.01,0.301,verb,1.0,0.5,verb.adjective,1.1,1
nonsingle,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
noonish,1,1,0,0,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
nosebag,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
nosedives,2,2,2,2,0.04,0.4771,0.02,0.4771,verb,1.0,0.5,verb.noun,1.1,1
noshing,2,2,2,2,0.04,0.4771,0.02,0.4771,verb,1.0,0.5,verb.noun,1.1,1
notating,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
nowhat,1,1,0,0,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
nuddle,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
numbskulls,3,3,3,3,0.06,0.6021,0.04,0.6021,noun,2.0,0.67,noun.verb,2.1,1
numskull,8,8,8,8,0.16,0.9542,0.1,0.9542,noun,7.0,0.88,noun.verb,7.1,1
nuzzles,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
oaring,1,1,0,0,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
obtrude,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
obtunded,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
ogress,1,1,0,0,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
ohing,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
oilskins,1,1,0,0,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
oinks,2,2,2,2,0.04,0.4771,0.02,0.4771,verb,1.0,0.5,verb.noun,1.1,1
omadhaun,1,1,0,0,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
oohed,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
opinioned,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
oscillograph,1,1,0,0,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
ostracizing,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
outact,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
outbids,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
outboxed,1,1,0,0,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
outfacing,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
outgeneraled,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
outgun,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
outhitting,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
outjump,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
outmaneuvering,1,1,0,0,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
outmode,5,1,5,1,0.1,0.7782,0.01,0.301,noun,4.0,0.8,noun.verb,4.1,1
outmoding,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
outplaying,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
outraced,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
outrange,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
outreaching,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
outsail,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
outseam,1,1,0,0,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
outshooting,1,1,0,0,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
outsmell,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
outsmoked,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
outstays,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
outswim,2,2,1,1,0.04,0.4771,0.02,0.4771,verb,1.0,0.5,verb.name,1.1,1
outtalks,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
outthought,2,1,1,1,0.04,0.4771,0.01,0.301,verb,1.0,0.5,verb.name,1.1,1
outworked,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
ovated,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
overachieves,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
overanalyzed,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
overawe,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
overbalanced,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
overblowing,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
overburnt,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
overcivilized,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
overclose,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
overcomplicating,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
overdramatized,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
overdramatizing,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
overdress,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
overdrink,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
overeats,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
overemphasised,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
overexerting,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
overexpose,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
overfunctioning,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
overhalf,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
overmastering,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
overmatch,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
overpraise,1,1,0,0,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
overprice,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
oversalt,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
overstand,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
overstimulating,2,2,2,2,0.04,0.4771,0.02,0.4771,verb,1.0,0.5,verb.adjective,1.1,1
overstuff,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
overtill,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
overtip,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
overtrain,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
overweighted,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
overwet,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
overworks,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
oxidises,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
oxygenized,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
oyes,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
palavering,2,1,2,1,0.04,0.4771,0.01,0.301,verb,1.0,0.5,verb.noun,1.1,1
palled,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
palliating,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
palpitate,2,2,2,2,0.04,0.4771,0.02,0.4771,verb,1.0,0.5,verb.noun,1.1,1
palpitates,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
palter,5,3,2,2,0.1,0.7782,0.04,0.6021,noun,2.0,0.4,noun.name.verb,2.2.1,1
papooses,2,2,2,2,0.04,0.4771,0.02,0.4771,verb,1.0,0.5,verb.noun,1.1,1
parallelled,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
parboil,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
parleyed,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
pasteurizing,2,2,2,2,0.04,0.4771,0.02,0.4771,verb,1.0,0.5,verb.noun,1.1,1
peabrain,3,3,3,3,0.06,0.6021,0.04,0.6021,noun,2.0,0.67,noun.verb,2.1,1
peculated,2,1,1,1,0.04,0.4771,0.01,0.301,verb,1.0,0.5,verb.adjective,1.1,1
pederast,4,3,4,3,0.08,0.6990000000000001,0.04,0.6021,noun,3.0,0.75,noun.verb,3.1,1
peeving,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
pelter,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
pelvises,4,3,4,3,0.08,0.6990000000000001,0.04,0.6021,noun,3.0,0.75,noun.verb,3.1,1
pencilling,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
pennied,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
perfusing,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
perjures,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
peroxided,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
perseverate,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
perspires,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
peruses,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
petrifies,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
pettling,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
philosophise,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
philosophising,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
philosophizes,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
phonied,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
piddled,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
piffling,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
pikestaff,2,1,1,1,0.04,0.4771,0.01,0.301,verb,1.0,0.5,verb.noun,1.1,1
pilgrimaging,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
pillages,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
pilled,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
pinfeathers,2,2,2,2,0.04,0.4771,0.02,0.4771,verb,1.0,0.5,verb.noun,1.1,1
pintsize,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
pipping,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
piquing,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
pirouetted,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
pishes,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
pishposh,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
pithing,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
planished,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
planishes,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
plasticise,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
poetesses,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
politicked,1,1,0,0,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
pollinates,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
polygraphed,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
pongs,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
popgun,11,8,11,8,0.22,1.0792,0.1,0.9542,noun,10.0,0.91,noun.verb,10.1,1
portaging,1,1,0,0,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
postdates,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
potholing,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
pouff,1,1,0,0,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
poundcake,3,3,2,2,0.06,0.6021,0.04,0.6021,verb,1.0,0.33,verb.noun.name,1.1.1,1
powermonger,2,2,1,1,0.04,0.4771,0.02,0.4771,verb,1.0,0.5,verb.noun,1.1,1
pranged,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
pranging,2,2,2,2,0.04,0.4771,0.02,0.4771,verb,1.0,0.5,verb.noun,1.1,1
pranking,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
pratfall,3,3,2,2,0.06,0.6021,0.04,0.6021,noun,2.0,0.67,noun.verb,2.1,1
predecease,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
predigests,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
predilect,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
preens,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
premeditate,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
preoccupies,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
preprogram,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
presoak,3,3,3,3,0.06,0.6021,0.04,0.6021,noun,2.0,0.67,noun.verb,2.1,1
pressurizes,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
prettifying,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
prewarn,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
primped,2,2,1,1,0.04,0.4771,0.02,0.4771,verb,1.0,0.5,verb.adjective,1.1,1
primps,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
profanes,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
profaning,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
prognosticated,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
pronate,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
prosecting,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
psammead,3,1,0,0,0.06,0.6021,0.01,0.301,noun,2.0,0.67,noun.verb,2.1,1
psychoanalysing,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
psychoanalyzed,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
psychologize,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
ptomaine,7,5,7,5,0.14,0.9031,0.06,0.7782,noun,6.0,0.86,noun.verb,6.1,1
puling,2,1,2,1,0.04,0.4771,0.01,0.301,verb,1.0,0.5,verb.adjective,1.1,1
pumicing,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
pureblood,5,1,5,1,0.1,0.7782,0.01,0.301,noun,4.0,0.8,noun.verb,4.1,1
purveying,1,1,0,0,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
pussyfooted,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
putrefied,4,4,4,4,0.08,0.6990000000000001,0.05,0.6990000000000001,adjective,3.0,0.75,adjective.verb,3.1,1
puttered,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
quag,1,1,0,0,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
quarterbacked,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
quibbled,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
quintuplicated,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
radicalizing,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
radiogram,9,4,8,4,0.18,1.0,0.05,0.6990000000000001,noun,8.0,0.89,noun.verb,8.1,1
ramose,1,1,0,0,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
ramrods,3,3,3,3,0.06,0.6021,0.04,0.6021,noun,2.0,0.67,noun.verb,2.1,1
randomise,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
randomises,1,1,0,0,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
rappelled,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
rassled,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
ratfink,3,2,2,1,0.06,0.6021,0.02,0.4771,noun,2.0,0.67,noun.verb,2.1,1
rattlebrained,2,2,2,2,0.04,0.4771,0.02,0.4771,verb,1.0,0.5,verb.adjective,1.1,1
ravels,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
rawhiding,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
razzed,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
reaccumulate,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
reacquainting,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
readdicted,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
reaffix,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
rearguing,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
rearms,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
reassimilated,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
reassuming,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
reaumur,3,1,0,0,0.06,0.6021,0.01,0.301,name,2.0,0.67,name.verb,2.1,1
reawakens,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
rebandage,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
rebused,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
rebute,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
recapitulating,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
recarpet,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
recatalog,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
rechecks,1,1,0,0,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
rechristen,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
recompensated,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
recomposed,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
reconciliated,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
reconnoitered,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
reconnoitering,3,3,3,3,0.06,0.6021,0.04,0.6021,verb,1.0,0.33,verb.noun.adjective,1.1.1,1
reconnoitring,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
reconstitutes,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
recook,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
recooked,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
recrossed,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
recrossing,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
recrystallizing,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
recuperates,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
recusing,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
redate,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
redbaiting,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
reddens,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
redock,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
redream,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
reeding,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
reedit,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
reeducated,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
reembarked,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
reenlarged,1,1,1,1,0.02,0.301,0.01,0.301,verb,1.0,1.0,verb,1,1
