Word,Subt_freq,Film_freq,FREQlow,Cdlow,SUBTLWF,Lg10WF,SUBTLCD,Lg10CD,Dom_PoS_SUBTLEX,Freq_dom_PoS_SUBTLEX,Percentage_dom_PoS,All_PoS,PoS_freqs,Adjective_freq
laborsaving,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
laboursome,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
laciest,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
lassoed,4,4,4,4,0.08,0.6990000000000001,0.05,0.6990000000000001,verb,3.0,0.75,verb.adjective,3.1,1
lawyerlike,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
leeched,4,4,4,4,0.08,0.6990000000000001,0.05,0.6990000000000001,verb,3.0,0.75,verb.adjective,3.1,1
lefter,1,1,0,0,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
legioned,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
lesed,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
letchy,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
lethean,1,1,0,0,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
ligamental,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
lightful,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
lightsome,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
limpest,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
limpy,3,2,1,1,0.06,0.6021,0.02,0.4771,name,2.0,0.67,name.adjective,2.1,1
lionhearted,4,2,3,2,0.08,0.6990000000000001,0.02,0.4771,verb,2.0,0.5,verb.name.adjective,2.1.1,1
lipless,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
liquorish,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
lissome,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
lithophytic,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
loather,2,2,1,1,0.04,0.4771,0.02,0.4771,name,1.0,0.5,name.adjective,1.1,1
loonier,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
lousier,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
lowborn,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
loyalest,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
lycanthropic,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
lymphomatoid,1,1,0,0,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
maddish,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
majestical,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
malcontented,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
mammillary,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
manful,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
mangiest,1,1,0,0,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
manless,1,1,0,0,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
manlier,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
mannerless,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
manoeuvering,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
marbleised,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
martialled,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
matricidal,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
medicinable,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
melanosome,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
mepacrine,3,1,3,1,0.06,0.6021,0.01,0.301,noun,2.0,0.67,noun.adjective,2.1,1
mercurochrome,13,12,1,1,0.25,1.1461,0.14,1.1139,noun,7.0,0.54,noun.name.adjective,7.5.1,1
metalloid,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
metastasised,2,2,2,2,0.04,0.4771,0.02,0.4771,verb,1.0,0.5,verb.adjective,1.1,1
metropolite,1,1,0,0,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
mettlesome,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
microbiotic,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
microcellular,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
midaxillary,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
minable,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
mirthless,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
miscalled,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
misfile,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
misfortunate,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
mislike,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
mistless,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
mockable,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
modester,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
monomaniacal,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
monsterlike,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
moodiest,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
moonier,1,1,0,0,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
motherlike,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
mothproof,1,1,0,0,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
mothy,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
mullioned,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
murkiest,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
muscly,2,2,2,2,0.04,0.4771,0.02,0.4771,adverb,1.0,0.5,adverb.adjective,1.1,1
mutative,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
naggy,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
nakedest,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
nanoid,2,1,2,1,0.04,0.4771,0.01,0.301,noun,1.0,0.5,noun.adjective,1.1,1
neckless,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
necrophagous,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
necrophiliac,12,8,11,7,0.24,1.1139,0.1,0.9542,noun,11.0,0.92,noun.adjective,11.1,1
necrophilic,1,1,0,0,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
nectarous,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
needleful,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
nethermost,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
neurasthenic,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
neuroanatomic,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
neuropharmacological,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
nightless,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
nipponese,1,1,0,0,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
noachian,1,1,0,0,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
nonaccidental,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
nonadaptive,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
nonaddictive,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
nonagenarian,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
nonanalytical,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
noncaloric,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
noncatastrophic,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
noncognitive,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
noncommunicative,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
noncontextual,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
noncorporeal,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
nondenial,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
nondrinking,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
nonexperimental,1,1,0,0,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
nonfocal,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
nonhumorous,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
nonluminous,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
nonmailable,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
nonmechanical,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
nonofficial,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
nonpaid,2,1,2,1,0.04,0.4771,0.01,0.301,verb,1.0,0.5,verb.adjective,1.1,1
nonpractical,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
nonprescribed,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
nonrestricted,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
nonrevolutionary,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
nonromantic,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
nonserious,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
nonterrestrial,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
nonvenereal,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
nosier,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
nosiest,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
notarised,4,4,4,4,0.08,0.6990000000000001,0.05,0.6990000000000001,verb,3.0,0.75,verb.adjective,3.1,1
nubbly,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
nursy,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
obscenest,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
observative,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
odiferous,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
odontoid,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
odontological,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
oftenest,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
openest,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
orchidaceous,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
ornerier,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
orthoscopic,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
osirian,1,1,0,0,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
osseocartilaginous,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
osteological,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
outmanned,6,6,6,6,0.12,0.8451,0.07,0.8451,verb,5.0,0.83,verb.adjective,5.1,1
outmate,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
outproducing,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
overambitious,1,1,0,0,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
overattentive,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
overbred,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
overcareful,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
overdecorated,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
overdependent,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
overeasy,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
overindulgent,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
overjoyous,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
overkeen,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
overparted,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
overpresumptuous,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
overreactive,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
overready,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
overspecialized,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
overstimulating,2,2,2,2,0.04,0.4771,0.02,0.4771,verb,1.0,0.5,verb.adjective,1.1,1
painty,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
palpating,3,3,3,3,0.06,0.6021,0.04,0.6021,verb,2.0,0.67,verb.adjective,2.1,1
pancaked,4,4,4,4,0.08,0.6990000000000001,0.05,0.6990000000000001,verb,3.0,0.75,verb.adjective,3.1,1
papilionaceous,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
paradidymal,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
paranoidal,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
paraphysical,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
patricidal,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
pecksniffian,1,1,0,0,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
peculated,2,1,1,1,0.04,0.4771,0.01,0.301,verb,1.0,0.5,verb.adjective,1.1,1
pedunculated,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
peopler,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
percussional,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
perdy,60,4,0,0,1.18,1.7853,0.05,0.6990000000000001,noun,35.0,0.66,noun.name.adjective,35.17.1,1
perfectest,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
perfectible,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
periaortic,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
perique,1,1,0,0,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
peritonsillar,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
periumbilical,2,2,1,1,0.04,0.4771,0.02,0.4771,name,1.0,0.5,name.adjective,1.1,1
perjurious,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
perkier,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
peskier,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
pettier,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
pettiest,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
pettifogging,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
phattest,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
phlegmy,2,2,2,2,0.04,0.4771,0.02,0.4771,adjective,1.0,1.0,adjective,1,1
phoniest,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
photosynthesize,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
physiognomic,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
pickaninny,7,6,7,6,0.14,0.9031,0.07,0.8451,noun,6.0,0.86,noun.adjective,6.1,1
pickier,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
pigeonhearted,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
pilgrimatic,1,1,0,0,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
pinheaded,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
pinkest,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
pirouetting,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
pistolier,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
playacting,10,10,9,9,0.2,1.0414,0.12,1.0414,verb,6.0,0.6,verb.noun.name.adjective,6.2.1.1,1
plenipotent,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
pleny,3,2,3,2,0.06,0.6021,0.02,0.4771,noun,2.0,0.67,noun.adjective,2.1,1
ploesti,1,1,0,0,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
pomaded,1,1,0,0,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
poncey,5,5,5,5,0.1,0.7782,0.06,0.7782,noun,4.0,0.8,noun.adjective,4.1,1
popsy,5,1,0,0,0.1,0.7782,0.01,0.301,noun,2.0,0.4,noun.name.adjective,2.2.1,1
portative,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
posher,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
postcentral,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
postpubescent,1,1,0,0,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
practive,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
precautious,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
preconcerted,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
preconstructed,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
predatorial,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
preglacial,1,1,0,0,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
pregnable,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
prepupal,1,1,0,0,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
presential,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
presexual,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
pressureless,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
presternal,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
preventible,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
previsible,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
priapic,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
priapismic,1,1,0,0,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
primped,2,2,1,1,0.04,0.4771,0.02,0.4771,verb,1.0,0.5,verb.adjective,1.1,1
probational,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
prochemical,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
procreant,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
proctological,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
prognathic,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
protistic,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
protonic,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
protoplastic,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
pseudopsychological,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
psychobiological,1,1,0,0,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
psychosensory,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
pulchritudinous,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
puling,2,1,2,1,0.04,0.4771,0.01,0.301,verb,1.0,0.5,verb.adjective,1.1,1
pultaceous,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
pulverising,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
punier,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
puniest,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
purgatorial,1,1,0,0,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
pushiest,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
pygal,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
quadratical,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
quadratus,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
quadrigeminal,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
quadrupedal,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
quainter,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
questionless,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
quinoid,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
quirkier,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
quivery,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
rabbeted,3,1,3,1,0.06,0.6021,0.01,0.301,verb,2.0,0.67,verb.adjective,2.1,1
racialistic,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
rafty,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
rageful,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
rainiest,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
raspier,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
ratlike,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
rattlebrained,2,2,2,2,0.04,0.4771,0.02,0.4771,verb,1.0,0.5,verb.adjective,1.1,1
raveled,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
ravelled,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
rebaptized,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
reconciliatory,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
reconnoitering,3,3,3,3,0.06,0.6021,0.04,0.6021,verb,1.0,0.33,verb.noun.adjective,1.1.1,1
recutting,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
redeal,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
refallen,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
regretable,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
reinjured,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
remailing,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
reprehending,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
reshipped,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
resistible,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
resurging,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
reverberatory,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
rightest,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
rimy,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
ringless,1,1,1,1,0.02,0.301,0.01,0.301,adjective,1.0,1.0,adjective,1,1
