Word,Subt_freq,Film_freq,All_PoS,PoS_freqs,Noun_freq,Web_freq
truelove,5,5,name.noun,3.2,2,62265.0
marmoset,3,3,noun.verb,2.1,2,62254.0
buddie,2,2,noun,2,2,62204.0
cheapness,2,2,noun,2,2,62163.0
gye,2,1,noun,2,2,62054.0
rewound,4,4,verb.noun,2.2,2,62049.0
altiplano,2,1,noun,2,2,62024.0
salmons,2,2,noun,2,2,62018.0
flannels,2,2,noun,2,2,61850.0
liveries,2,2,noun,2,2,61722.0
evolvement,2,2,noun,2,2,61678.0
anatomist,3,3,noun,2,2,61671.0
deprivations,2,2,noun,2,2,61670.0
tecum,2,1,noun,2,2,61624.0
crois,3,3,noun,2,2,61383.0
snowmobilers,2,1,noun,2,2,61318.0
classism,2,2,noun,2,2,61262.0
moonglow,9,5,name.verb.noun,4.3.2,2,61243.0
colonizers,2,2,noun,2,2,61207.0
hardscrabble,2,2,noun,2,2,61202.0
displease,22,22,verb.noun,20.2,2,61186.0
floodgate,2,2,noun,2,2,61029.0
culls,2,1,noun,2,2,61020.0
arrestee,2,2,noun,2,2,61007.0
begot,7,5,verb.noun,5.2,2,60965.0
nawab,2,2,noun,2,2,60939.0
terrariums,2,2,noun,2,2,60908.0
daguerreotype,4,3,verb.noun,2.2,2,60848.0
smirks,3,3,noun.verb,2.1,2,60646.0
solitudes,2,2,noun,2,2,60635.0
transgenders,2,2,noun,2,2,60512.0
wassail,2,2,noun,2,2,60392.0
scap,3,1,noun.name,2.1,2,60381.0
skydivers,2,2,noun,2,2,60380.0
redecorate,52,46,verb.noun.adjective,49.2.1,2,60366.0
papists,2,2,noun,2,2,60311.0
verus,2,2,noun,2,2,60219.0
rivulets,2,2,noun,2,2,59991.0
encasement,2,2,noun,2,2,59864.0
mastoid,5,3,adjective.noun,3.2,2,59616.0
bumblebees,2,2,noun,2,2,59511.0
splatters,2,2,noun,2,2,59461.0
inviolability,2,2,noun,2,2,59438.0
syzygy,2,1,noun,2,2,59333.0
oii,2,2,noun,2,2,59295.0
materialization,2,2,noun,2,2,59294.0
cynosure,2,2,noun,2,2,59288.0
expansionism,2,2,noun,2,2,59278.0
radicchio,2,2,noun,2,2,59246.0
entreaty,2,2,noun,2,2,59181.0
invitee,2,2,noun,2,2,59112.0
orderliness,2,2,noun,2,2,58931.0
afterthoughts,2,2,noun,2,2,58921.0
pretexts,2,2,noun,2,2,58906.0
snoozer,2,2,noun,2,2,58803.0
caprices,2,2,noun,2,2,58641.0
contrail,2,2,noun,2,2,58507.0
pluton,2,2,noun,2,2,58341.0
chinaware,2,2,noun,2,2,58281.0
dichromate,2,1,noun,2,2,58218.0
misidentification,2,2,noun,2,2,58204.0
smokestacks,2,1,noun,2,2,58150.0
altarpiece,2,2,noun,2,2,58140.0
simulacrum,3,3,noun,2,2,58083.0
canvasback,2,1,noun,2,2,58040.0
cottonwoods,2,2,noun,2,2,57916.0
conjugations,2,2,noun,2,2,57913.0
spectres,2,2,noun,2,2,57879.0
wingtips,2,2,noun,2,2,57850.0
refitting,7,6,verb.noun,5.2,2,57838.0
brushfire,2,2,noun,2,2,57744.0
fishmeal,2,2,noun,2,2,57670.0
whippets,2,1,noun,2,2,57614.0
muntz,19,4,name.verb.noun,15.2.2,2,57546.0
azazel,22,2,name.verb.noun,16.4.2,2,57444.0
reliquary,2,1,noun,2,2,57438.0
synovitis,2,2,noun,2,2,57359.0
couche,2,2,noun,2,2,57345.0
axilla,2,2,noun,2,2,57239.0
wariness,2,2,noun,2,2,57214.0
wisher,2,1,noun,2,2,57206.0
prescience,2,2,noun,2,2,57158.0
pepperidge,6,3,name.noun,4.2,2,57157.0
magnates,2,1,noun,2,2,57151.0
novelette,2,2,noun,2,2,57127.0
armouries,2,2,noun,2,2,57114.0
ripcord,2,2,noun,2,2,57037.0
crossbreed,2,2,noun,2,2,56980.0
goatskin,3,2,noun.name,2.1,2,56974.0
adrenalectomy,2,1,noun,2,2,56971.0
culottes,2,2,noun,2,2,56811.0
rusts,4,4,verb.noun,2.2,2,56788.0
rivulet,2,2,noun,2,2,56766.0
grizzle,2,2,noun,2,2,56622.0
shoemakers,1,1,noun,2,2,56590.0
undersides,2,1,noun,2,2,56502.0
paddleball,2,1,noun,2,2,56438.0
agos,2,2,noun,2,2,56432.0
orthopedists,2,2,noun,2,2,56397.0
solan,12,2,name.noun,10.2,2,56393.0
variola,3,2,noun.name,2.1,2,56388.0
laminectomy,2,2,noun,2,2,56381.0
downpours,2,2,noun,2,2,56297.0
bostonians,2,2,noun,2,2,56278.0
playbooks,2,2,noun,2,2,56068.0
headdresses,2,2,noun,2,2,55965.0
shipbuilder,2,2,noun,2,2,55827.0
humanness,2,2,noun,2,2,55792.0
rennet,2,1,noun,2,2,55784.0
pasteboard,2,2,noun,2,2,55696.0
catarrh,2,1,noun,2,2,55681.0
etcher,2,1,noun,2,2,55678.0
bromides,2,2,noun,2,2,55661.0
holdouts,2,2,noun,2,2,55614.0
toxicologists,2,2,noun,2,2,55604.0
sensationalist,2,2,noun,2,2,55534.0
ileus,2,1,noun,2,2,55520.0
juntas,2,2,noun,2,2,55481.0
renegotiating,7,6,verb.noun,5.2,2,55481.0
sluggers,2,2,noun,2,2,55481.0
plasm,2,1,noun,2,2,55404.0
slobbering,29,28,verb.adjective.noun,24.3.2,2,55356.0
wro,2,2,noun,2,2,55240.0
typewriting,3,3,noun.verb,2.1,2,55239.0
passings,2,2,noun,2,2,55104.0
retakes,4,4,verb.noun,2.2,2,55054.0
kail,6,2,name.noun.verb,3.2.1,2,55051.0
carpel,2,2,noun,2,2,54980.0
entrer,2,2,noun,2,2,54973.0
stutters,15,13,verb.noun,13.2,2,54854.0
baying,13,12,verb.noun,10.2,2,54820.0
disembarkation,2,2,noun,2,2,54726.0
mesosphere,2,2,noun,2,2,54657.0
segues,3,3,noun.verb,2.1,2,54612.0
sherpas,3,3,noun.name,2.1,2,54537.0
mainspring,2,2,noun,2,2,54497.0
bingos,2,1,noun,2,2,54378.0
whirligig,2,2,noun,2,2,54373.0
limiteds,2,2,noun,2,2,54352.0
devastator,3,1,noun.name,2.1,2,54295.0
substrata,2,2,noun,2,2,54261.0
persuaders,2,2,noun,2,2,54230.0
chroniclers,2,2,noun,2,2,54134.0
blotters,2,2,noun,2,2,54016.0
otoscope,2,2,noun,2,2,53972.0
suctioning,6,6,verb.noun,4.2,2,53920.0
flubs,3,2,noun.verb,2.1,2,53909.0
throu,2,2,noun,2,2,53883.0
maws,3,3,noun.verb,2.1,2,53782.0
assman,3,3,noun.name,2.1,2,53775.0
fallibility,2,2,noun,2,2,53713.0
profanities,2,2,noun,2,2,53682.0
heeling,3,3,noun.verb,2.1,2,53663.0
priapism,2,2,noun,2,2,53647.0
barabbas,7,4,name.noun,5.2,2,53603.0
pontifex,2,2,noun,2,2,53546.0
wackiness,2,2,noun,2,2,53432.0
marketeer,2,2,noun,2,2,53289.0
maestra,3,3,noun.name,2.1,2,53240.0
braes,5,3,noun.name.verb,2.2.1,2,53166.0
ricinus,2,1,noun,2,2,53144.0
trills,5,5,verb.noun,3.2,2,53015.0
berbers,2,1,noun,2,2,53010.0
quatrain,2,2,noun,2,2,52994.0
risus,2,2,noun,2,2,52968.0
tanneries,2,1,noun,2,2,52955.0
pummeling,2,2,noun,2,2,52931.0
foretelling,3,3,noun.verb,2.1,2,52908.0
peristalsis,2,2,noun,2,2,52829.0
pattee,2,1,noun,2,2,52798.0
plebeian,9,5,adjective.noun,7.2,2,52716.0
tyros,4,2,noun.name,2.2,2,52703.0
cloudburst,2,2,noun,2,2,52572.0
slipway,2,1,noun,2,2,52532.0
blasphemies,2,2,noun,2,2,52530.0
persuasiveness,2,2,noun,2,2,52414.0
cavorting,16,13,verb.noun,14.2,2,52399.0
faintness,2,2,noun,2,2,52378.0
unemploy,2,2,noun,2,2,52240.0
popery,2,2,noun,2,2,52224.0
breezeway,2,2,noun,2,2,52195.0
tugboats,2,2,noun,2,2,52077.0
journos,2,1,noun,2,2,52074.0
overflight,2,1,noun,2,2,52004.0
flagstones,2,2,noun,2,2,51973.0
unreason,2,2,noun,2,2,51880.0
sunburns,2,2,noun,2,2,51860.0
crepuscule,2,1,noun,2,2,51852.0
intermingle,5,5,verb.noun,3.2,2,51816.0
alkalosis,2,2,noun,2,2,51613.0
scotties,2,1,noun,2,2,51546.0
alcoves,2,2,noun,2,2,51389.0
cordiality,2,2,noun,2,2,51375.0
wannabees,2,2,noun,2,2,51347.0
hardhats,2,2,noun,2,2,51345.0
oropharynx,2,1,noun,2,2,51326.0
yardsticks,2,2,noun,2,2,51231.0
crunchers,2,2,noun,2,2,51166.0
papules,2,2,noun,2,2,51093.0
outcroppings,2,2,noun,2,2,50977.0
parol,3,1,noun.verb,2.1,2,50960.0
charioteer,2,2,noun,2,2,50894.0
geomancy,2,1,noun,2,2,50838.0
lops,7,1,name.noun,4.2,2,50739.0
steamships,2,2,noun,2,2,50724.0
muckraker,2,2,noun,2,2,50668.0
autumns,2,2,noun,2,2,50647.0
springers,2,2,noun,2,2,50645.0
rapacity,2,2,noun,2,2,50601.0
cosmologies,2,1,noun,2,2,50591.0
taipan,3,3,noun.name,2.1,2,50549.0
hebraic,2,2,noun,2,2,50524.0
rustics,2,2,noun,2,2,50436.0
paintbrushes,3,3,noun.verb,2.1,2,50416.0
peplum,2,1,noun,2,2,50339.0
vison,2,2,noun,2,2,50332.0
huckster,3,3,noun.name,2.1,2,50298.0
paresis,2,2,noun,2,2,50254.0
footfall,2,2,noun,2,2,50252.0
shuttlecocks,2,1,noun,2,2,50225.0
dugouts,2,2,noun,2,2,50159.0
reloader,2,1,noun,2,2,50138.0
avulsion,2,2,noun,2,2,50124.0
fishhook,2,2,noun,2,2,50104.0
foreclosing,7,6,verb.noun,5.2,2,50091.0
penology,2,2,noun,2,2,50071.0
chicha,5,1,name.noun,3.2,2,50025.0
coveting,15,13,verb.noun.name,12.2.1,2,49978.0
muckle,40,6,name.verb.noun,33.5.2,2,49954.0
gowans,2,1,noun,2,2,49844.0
baggers,2,2,noun,2,2,49833.0
understeer,2,1,noun,2,2,49830.0
toupees,2,2,noun,2,2,49632.0
kusa,6,1,name.noun,4.2,2,49613.0
rathe,14,2,name.noun.verb,11.2.1,2,49569.0
ridiculousness,2,2,noun,2,2,49560.0
changeovers,2,2,noun,2,2,49547.0
lollypop,2,2,noun,2,2,49518.0
jibes,4,3,verb.noun,2.2,2,49492.0
moping,65,59,verb.noun.adjective,61.2.2,2,49439.0
kingpins,3,2,noun.name,2.1,2,49412.0
blare,20,16,verb.noun,18.2,2,49365.0
hybrida,2,1,noun,2,2,49303.0
roughs,4,4,verb.noun,2.2,2,49184.0
coelacanth,2,1,noun,2,2,49158.0
entwine,8,7,verb.noun,6.2,2,49145.0
kops,2,2,noun,2,2,49049.0
rawness,2,2,noun,2,2,48835.0
inheritor,2,2,noun,2,2,48697.0
scuttling,17,9,verb.adjective.noun,10.5.2,2,48619.0
minge,2,2,noun,2,2,48616.0
biplanes,2,2,noun,2,2,48605.0
grazers,2,2,noun,2,2,48574.0
tucuman,8,1,name.noun,6.2,2,48555.0
freebase,5,4,verb.noun,3.2,2,48511.0
atelectasis,2,2,noun,2,2,48504.0
byword,2,2,noun,2,2,48491.0
bailo,2,1,noun,2,2,48456.0
spellbinder,2,2,noun,2,2,48425.0
superimposition,2,2,noun,2,2,48394.0
shrewdness,2,2,noun,2,2,48375.0
bassoons,2,2,noun,2,2,48350.0
anachronisms,2,2,noun,2,2,48315.0
tonguing,5,5,verb.noun,3.2,2,48287.0
dills,2,2,noun,2,2,48131.0
commensal,2,1,noun,2,2,48113.0
dampeners,2,2,noun,2,2,48105.0
loll,5,4,verb.noun,3.2,2,48041.0
warmongering,6,5,verb.noun.adjective,3.2.1,2,47970.0
gunslingers,5,4,noun.name,2.2,2,47960.0
dragsters,2,2,noun,2,2,47922.0
torticollis,2,2,noun,2,2,47839.0
marcato,10,2,name.noun,8.2,2,47806.0
foetuses,2,2,noun,2,2,47780.0
sideswipe,2,2,noun,2,2,47765.0
papillons,2,2,noun,2,2,47730.0
technocrat,2,1,noun,2,2,47720.0
humorists,2,2,noun,2,2,47656.0
bemusement,2,2,noun,2,2,47639.0
rhymer,2,2,noun,2,2,47608.0
dogwoods,2,2,noun,2,2,47542.0
sympathisers,2,2,noun,2,2,47460.0
nightcrawlers,2,2,noun,2,2,47413.0
roustabout,2,2,noun,2,2,47413.0
delphiniums,2,2,noun,2,2,47363.0
greenness,2,2,noun,2,2,47347.0
sphenoid,6,6,adjective.noun,4.2,2,47321.0
aureole,2,2,noun,2,2,47319.0
igitur,2,1,noun,2,2,47282.0
urbanites,2,2,noun,2,2,47259.0
flyte,15,1,name.noun,13.2,2,47235.0
boof,19,3,name.verb.noun,9.8.2,2,47185.0
demagoguery,2,2,noun,2,2,47133.0
bulwarks,2,2,noun,2,2,47121.0
maoris,9,1,name.noun,7.2,2,47093.0
dissimilarities,2,2,noun,2,2,47080.0
unfaithfulness,2,2,noun,2,2,47079.0
disorient,4,4,noun.adjective,2.2,2,47070.0
booboo,2,2,noun,2,2,46927.0
bisect,2,2,noun,2,2,46896.0
funfair,3,3,noun.verb,2.1,2,46871.0
hotpot,2,2,noun,2,2,46847.0
wavey,6,1,name.noun,4.2,2,46745.0
bosporus,3,2,noun.name,2.1,2,46722.0
balladeer,3,3,noun.name,2.1,2,46667.0
scratchers,2,2,noun,2,2,46581.0
acetabulum,2,1,noun,2,2,46555.0
debriefings,3,3,noun,2,2,46535.0
ascetics,2,2,noun,2,2,46508.0
shoreside,2,2,noun,2,2,46467.0
guffaw,3,3,noun.verb,2.1,2,46384.0
animosities,2,2,noun,2,2,46340.0
tackler,2,1,noun,2,2,46305.0
gunwale,2,1,noun,2,2,46127.0
lordosis,2,2,noun,2,2,46102.0
clerking,15,14,verb.noun,13.2,2,46075.0
paroxysm,2,2,noun,2,2,46028.0
petrolatum,2,2,noun,2,2,46024.0
danglers,2,2,noun,2,2,45996.0
scourges,2,2,noun,2,2,45983.0
afterwords,2,1,noun,2,2,45904.0
scrounging,21,19,verb.noun,19.2,2,45900.0
retros,5,3,name.noun,3.2,2,45873.0
nailhead,2,1,noun,2,2,45869.0
dorsi,2,2,noun,2,2,45857.0
treater,2,2,noun,2,2,45835.0
maffia,4,3,noun.name,2.2,2,45776.0
californicus,2,2,noun,2,2,45747.0
stevedore,2,2,noun,2,2,45675.0
bangalow,2,2,noun,2,2,45663.0
peepshows,2,1,noun,2,2,45611.0
rearm,8,6,verb.noun,6.2,2,45604.0
neutralisation,2,2,noun,2,2,45514.0
grandsire,3,3,noun.verb,2.1,2,45386.0
cornu,2,2,noun,2,2,45380.0
cortege,2,2,noun,2,2,45364.0
monoplane,2,2,noun,2,2,45241.0
gastrocnemius,2,2,noun,2,2,45193.0
sugi,3,2,noun,2,2,45154.0
macaroon,5,5,name.noun,3.2,2,45114.0
quakerism,2,1,noun,2,2,45114.0
scrapyard,2,2,noun,2,2,45071.0
loggin,3,2,noun.name,2.1,2,45041.0
recidivist,2,2,noun,2,2,45016.0
utopianism,2,1,noun,2,2,44999.0
hulks,2,2,noun,2,2,44989.0
insincerity,2,2,noun,2,2,44890.0
bunter,2,1,noun,2,2,44756.0
hoho,4,3,noun.name,2.1,2,44727.0
doby,5,1,name.noun,3.2,2,44697.0
chiasm,2,2,noun,2,2,44677.0
dorsalis,2,2,noun,2,2,44556.0
survivals,2,2,noun,2,2,44553.0
canari,6,5,name.noun,4.2,2,44465.0
kibbles,6,6,name.noun,4.2,2,44424.0
spleens,2,2,noun,2,2,44367.0
toboggans,2,2,noun,2,2,44343.0
boff,19,10,verb.noun,17.2,2,44323.0
whiteheads,2,2,noun,2,2,44320.0
sorbets,2,2,noun,2,2,43954.0
sleighs,2,2,noun,2,2,43947.0
salvos,2,2,noun,2,2,43900.0
trocar,2,1,noun,2,2,43758.0
notepaper,2,2,noun,2,2,43739.0
assizes,2,2,noun,2,2,43737.0
rightists,2,2,noun,2,2,43710.0
trichloride,3,2,noun.verb,2.1,2,43638.0
bolas,4,4,name.noun,3.2,2,43633.0
diphthongs,2,2,noun,2,2,43620.0
peacoat,2,2,noun,2,2,43572.0
bouffant,3,3,noun.adjective,2.1,2,43483.0
czarist,2,2,noun,2,2,43141.0
bullfrogs,2,2,noun,2,2,43096.0
shoguns,2,1,noun,2,2,43063.0
marathoner,2,2,noun,2,2,43020.0
seethe,5,3,verb.noun,3.2,2,42974.0
fazenda,9,1,name.noun,7.2,2,42887.0
grandiosity,2,2,noun,2,2,42879.0
corrosives,2,1,noun,2,2,42875.0
coddling,12,11,verb.noun,10.2,2,42843.0
achondroplasia,2,2,noun,2,2,42722.0
cowpoke,2,2,noun,2,2,42709.0
hucksters,2,2,noun,2,2,42669.0
creem,4,1,noun.name,2.2,2,42632.0
paydays,3,3,noun.name,2.1,2,42569.0
lightweights,2,2,noun,2,2,42540.0
katydid,3,2,noun.name,2.1,2,42351.0
disinclination,2,2,noun,2,2,42295.0
kidskin,2,1,noun,2,2,42250.0
gitana,3,1,noun.name,2.1,2,42237.0
chesser,2,2,noun,2,2,42207.0
stunners,2,1,noun,2,2,42156.0
resounds,4,4,verb.noun,2.2,2,42101.0
mesquita,4,1,noun.name,2.2,2,42029.0
enunciate,7,7,verb.noun,5.2,2,41987.0
bluebottle,3,3,noun.name,2.1,2,41879.0
shags,4,4,verb.noun,2.2,2,41829.0
polygamist,2,2,noun,2,2,41809.0
marchioness,2,1,noun,2,2,41712.0
baseness,2,2,noun,2,2,41658.0
octopi,2,2,noun,2,2,41655.0
undercoating,5,5,noun.verb.name.adjective,2.1.1.1,2,41633.0
desaturation,2,1,noun,2,2,41566.0
ringtail,3,1,noun.verb,2.1,2,41459.0
soldiery,2,2,noun,2,2,41422.0
ordinaire,3,3,noun.name,2.1,2,41394.0
nebraskans,2,2,noun,2,2,41371.0
cellists,2,2,noun,2,2,41357.0
colloquialisms,2,2,noun,2,2,41356.0
pippins,2,2,noun,2,2,41309.0
unhip,3,3,noun.verb,2.1,2,41188.0
fibbers,2,2,noun,2,2,41126.0
remoulade,2,2,noun,2,2,41076.0
bulbar,2,2,noun,2,2,41064.0
draftsmen,2,2,noun,2,2,41047.0
earplug,3,3,noun.verb,2.1,2,40931.0
goofiness,2,2,noun,2,2,40910.0
mutuals,2,2,noun,2,2,40883.0
slackness,2,2,noun,2,2,40831.0
overlock,2,1,noun,2,2,40796.0
naughtiness,2,2,noun,2,2,40746.0
deciliter,2,2,noun,2,2,40739.0
wainscot,2,2,noun,2,2,40701.0
outsold,3,3,noun.verb,2.1,2,40687.0
knowns,3,3,noun.verb,2.1,2,40485.0
rashness,3,3,noun.name,2.1,2,40327.0
wogs,2,2,noun,2,2,40320.0
egging,11,9,verb.noun,9.2,2,40251.0
megillah,2,2,noun,2,2,40198.0
picketers,2,2,noun,2,2,40194.0
footfalls,2,1,noun,2,2,40149.0
flexors,2,1,noun,2,2,40130.0
counterweights,2,2,noun,2,2,40125.0
seatings,2,2,noun,2,2,39937.0
basileus,10,2,name.noun,8.2,2,39867.0
diethylamide,2,2,noun,2,2,39782.0
veldt,3,3,noun.name,2.1,2,39718.0
barbwire,2,2,noun,2,2,39698.0
yus,2,1,noun,2,2,39686.0
quicks,2,1,noun,2,2,39682.0
everyway,2,2,noun,2,2,39639.0
standee,2,2,noun,2,2,39385.0
dragger,2,1,noun,2,2,39362.0
amandine,2,1,noun,2,2,39348.0
lassitude,2,2,noun,2,2,39294.0
yachtsmen,2,1,noun,2,2,39274.0
spinet,2,2,noun,2,2,39194.0
baedeker,1,1,noun,2,2,39070.0
housel,2,2,noun,2,2,39007.0
workingmen,2,1,noun,2,2,38987.0
frijoles,2,2,noun,2,2,38912.0
dripper,2,1,noun,2,2,38880.0
extravaganzas,2,2,noun,2,2,38820.0
tagliatelle,2,2,noun,2,2,38790.0
smegma,3,2,noun,2,2,38673.0
succinylcholine,3,1,noun.verb,2.1,2,38654.0
centimes,2,2,noun,2,2,38649.0
humbleness,2,2,noun,2,2,38403.0
clifftop,2,2,noun,2,2,38350.0
snooks,5,4,name.noun,3.2,2,38267.0
pentangle,2,1,noun,2,2,38262.0
swindles,2,2,noun,2,2,38228.0
titbits,3,3,noun.verb,2.1,2,38224.0
snowblowers,2,1,noun,2,2,38162.0
treys,2,2,noun,2,2,38021.0
pretentiousness,2,2,noun,2,2,38004.0
stratagems,2,2,noun,2,2,37932.0
yardbird,7,2,name.noun,5.2,2,37909.0
golfs,2,2,noun,2,2,37851.0
retch,15,4,name.verb.noun,10.3.2,2,37821.0
hobbles,4,4,verb.noun,2.2,2,37814.0
pastis,5,4,name.noun,3.2,2,37605.0
preciousness,2,2,noun,2,2,37578.0
treebeard,9,3,name.noun,7.2,2,37552.0
stumper,2,2,noun,2,2,37530.0
splotches,2,2,noun,2,2,37272.0
lyssa,4,1,noun.name,2.2,2,37254.0
heterosis,2,1,noun,2,2,37189.0
vocalizing,11,8,verb.noun,9.2,2,37143.0
plugger,2,2,noun,2,2,37134.0
pepino,3,2,noun.name,2.1,2,37041.0
guidepost,2,2,noun,2,2,36974.0
infarctions,2,2,noun,2,2,36962.0
ostinato,2,1,noun,2,2,36961.0
lineaments,2,2,noun,2,2,36902.0
meowing,17,11,verb.name.noun,10.5.2,2,36872.0
tilter,2,2,noun,2,2,36860.0
dipsy,21,5,adjective.name.noun,11.8.2,2,36821.0
stammers,13,11,verb.noun,11.2,2,36763.0
manumission,2,2,noun,2,2,36684.0
harpists,2,2,noun,2,2,36656.0
peridotite,2,1,noun,2,2,36589.0
mulligans,3,3,noun.name,2.1,2,36508.0
sitch,2,2,noun,2,2,36507.0
tangelo,2,2,noun,2,2,36478.0
excretions,2,2,noun,2,2,36462.0
praseodymium,2,2,noun,2,2,36443.0
otosclerosis,2,2,noun,2,2,36319.0
batwing,2,2,noun,2,2,36267.0
meows,21,15,verb.noun,19.2,2,36149.0
occiput,2,2,noun,2,2,36135.0
dabba,2,2,noun,2,2,36124.0
wantonness,2,2,noun,2,2,36108.0
magnetos,2,1,noun,2,2,36106.0
firefights,3,3,noun.verb,2.1,2,36091.0
aroon,11,1,name.noun,9.2,2,36090.0
porkers,2,1,noun,2,2,36058.0
chiggers,2,2,noun,2,2,36040.0
countertransference,2,1,noun,2,2,36031.0
marmalades,2,2,noun,2,2,35979.0
waffler,2,1,noun,2,2,35964.0
expendables,2,2,noun,2,2,35938.0
woodcarver,2,2,noun,2,2,35927.0
protuberance,2,1,noun,2,2,35925.0
frontiersmen,2,1,noun,2,2,35800.0
deadheads,3,3,noun,2,2,35683.0
scrumpy,2,2,noun,2,2,35614.0
blights,3,3,noun.verb,2.1,2,35553.0
stayer,2,2,noun,2,2,35536.0
nicety,2,2,noun,2,2,35448.0
witticisms,2,2,noun,2,2,35439.0
brownouts,2,2,noun,2,2,35427.0
shivaree,2,2,noun,2,2,35401.0
nolle,2,1,noun,2,2,35349.0
whelk,2,2,noun,2,2,35122.0
jabbering,26,25,verb.noun.adjective,22.2.2,2,35069.0
raki,2,2,noun,2,2,35060.0
chevrolets,3,3,noun.name,2.1,2,35057.0
interservice,2,2,noun,2,2,34941.0
douma,2,1,noun,2,2,34906.0
washstand,2,2,noun,2,2,34902.0
tumulus,2,1,noun,2,2,34898.0
godchild,2,2,noun,2,2,34801.0
spanker,3,2,noun.name,2.1,2,34796.0
hailstone,2,1,noun,2,2,34754.0
cack,2,2,noun,2,2,34636.0
impasto,2,2,noun,2,2,34581.0
showmen,2,2,noun,2,2,34564.0
nicaraguans,2,2,noun,2,2,34544.0
gloaming,4,4,noun.name.adjective,2.1.1,2,34518.0
toughs,2,2,noun,2,2,34484.0
ravager,2,1,noun,2,2,34424.0
hovercrafts,2,2,noun,2,2,34421.0
gobblers,2,2,noun,2,2,34376.0
ricers,2,1,noun,2,2,34240.0
tidiness,2,2,noun,2,2,34234.0
springboards,2,2,noun,2,2,34023.0
swats,4,4,verb.noun,2.2,2,33987.0
kindergartner,2,2,noun,2,2,33936.0
spectroscope,2,2,noun,2,2,33920.0
pressie,2,2,noun,2,2,33864.0
cueball,2,2,noun,2,2,33839.0
hellhound,3,3,noun.verb,2.1,2,33791.0
deviancy,2,2,noun,2,2,33786.0
neckerchief,2,2,noun,2,2,33706.0
farthings,2,2,noun,2,2,33670.0
grumblings,2,2,noun,2,2,33642.0
primordium,2,1,noun,2,2,33637.0
borates,2,1,noun,2,2,33602.0
binging,4,3,verb.noun,2.2,2,33560.0
ifrit,2,1,noun,2,2,33557.0
cinematograph,2,1,noun,2,2,33540.0
everywoman,2,2,noun,2,2,33506.0
sepoy,2,2,noun,2,2,33499.0
hottentot,2,2,noun,2,2,33429.0
brooder,2,2,noun,2,2,33417.0
sidewinders,3,3,noun.name,2.1,2,33349.0
servitor,2,1,noun,2,2,33347.0
hobgoblins,2,2,noun,2,2,33346.0
temblor,2,1,noun,2,2,33342.0
handhold,3,2,noun.verb,2.1,2,33234.0
flitter,3,3,noun.name,2.1,2,33174.0
nubbin,4,3,noun.name,2.2,2,33127.0
escarole,2,2,noun,2,2,33122.0
breastplates,2,1,noun,2,2,33112.0
stylet,2,2,noun,2,2,33106.0
aesir,2,1,noun,2,2,33093.0
pellagra,3,3,noun.name,2.1,2,33088.0
largeness,2,2,noun,2,2,33065.0
sandbank,2,2,noun,2,2,33064.0
plainness,2,2,noun,2,2,33027.0
mimsy,3,2,noun.name,2.1,2,33001.0
intrepidity,2,2,noun,2,2,32951.0
goading,6,5,verb.noun,4.2,2,32939.0
affectations,2,2,noun,2,2,32926.0
matza,2,2,noun,2,2,32856.0
snafus,2,2,noun,2,2,32817.0
chugalug,5,5,verb.noun,3.2,2,32794.0
preciso,2,1,noun,2,2,32794.0
nosegay,2,2,noun,2,2,32791.0
horatius,6,3,name.noun,4.2,2,32652.0
johnnies,17,11,name.noun,15.2,2,32586.0
mummery,2,2,noun,2,2,32558.0
latissimus,2,2,noun,2,2,32556.0
firebomb,4,4,verb.noun,2.2,2,32542.0
diminishment,2,2,noun,2,2,32516.0
kindliness,2,2,noun,2,2,32447.0
documentarian,3,3,noun.adjective,2.1,2,32445.0
enlistments,2,2,noun,2,2,32431.0
retching,19,16,verb.noun.adjective,16.2.1,2,32424.0
filberts,2,2,noun,2,2,32416.0
bustles,3,2,noun.verb,2.1,2,32338.0
matlow,6,1,name.noun,4.2,2,32298.0
characterisations,2,2,noun,2,2,32281.0
asafoetida,2,1,noun,2,2,32270.0
scrimmages,2,2,noun,2,2,32268.0
perspicacity,2,2,noun,2,2,32212.0
woolens,2,2,noun,2,2,32197.0
mezcal,2,1,noun,2,2,32123.0
vire,5,1,name.noun,3.2,2,32072.0
bringers,2,2,noun,2,2,32066.0
beachcombers,2,2,noun,2,2,31991.0
swerves,4,4,verb.noun,2.2,2,31990.0
hairlines,2,2,noun,2,2,31892.0
ruddle,7,1,name.noun,5.2,2,31830.0
preferment,2,2,noun,2,2,31666.0
planchet,17,1,verb.name.noun,9.6.2,2,31584.0
croaks,18,18,verb.noun.name,15.2.1,2,31490.0
custodianship,2,2,noun,2,2,31460.0
kneeler,2,2,noun,2,2,31433.0
lyonnaise,3,2,noun.verb,2.1,2,31371.0
photoplay,4,3,noun.name,2.2,2,31358.0
crossbeam,2,2,noun,2,2,31269.0
thwaite,13,1,name.noun,11.2,2,31016.0
nyet,29,16,verb.noun.name,26.2.1,2,30988.0
cutaways,2,2,noun,2,2,30934.0
variegation,2,1,noun,2,2,30918.0
beveling,3,3,noun.verb,2.1,2,30900.0
glasswork,2,2,noun,2,2,30849.0
montagnard,2,1,noun,2,2,30724.0
windstorms,2,2,noun,2,2,30692.0
thermoses,2,1,noun,2,2,30678.0
