Word,Subt_freq,Film_freq,All_PoS,PoS_freqs,Verb_freq,Web_freq
gagged,43,39,verb.adjective,42.1,42,2422197.0
brew,128,91,noun.verb.name,83.42.3,42,2382584.0
sealing,46,38,verb.noun,42.4,42,2380108.0
fuss,364,324,noun.verb,322.42,42,1475395.0
diminish,42,42,verb,42,42,1415066.0
smear,111,90,noun.verb,69.42,42,1289528.0
paddling,46,37,verb.noun.adjective,42.2.2,42,1265200.0
widen,42,40,verb,42,42,1178278.0
aches,77,64,verb.noun,42.33,42,1116644.0
unzip,42,39,verb.name,42.1,42,1014009.0
restrained,56,51,verb.adjective,42.14,42,1009965.0
disagreed,42,42,verb,42,42,918431.0
repaid,42,37,verb,42,42,915240.0
overloaded,52,49,verb.adjective,42.10,42,904957.0
dries,48,47,verb.noun,42.6,42,894704.0
illuminate,42,38,verb,42,42,881857.0
hijack,79,42,verb.noun,42.37,42,866886.0
flung,44,39,verb.adjective,42.2,42,838045.0
surfaced,43,40,verb.name,42.1,42,816989.0
ridicule,100,84,noun.verb,58.42,42,735827.0
rectify,42,38,verb,42,42,718616.0
unveiling,52,43,verb.noun,42.10,42,593479.0
congratulated,42,35,verb,42,42,554293.0
revel,41,38,verb,42,42,546018.0
teased,48,43,verb.adjective,42.6,42,486402.0
pinning,43,40,verb.noun,42.1,42,404893.0
snows,65,50,verb.noun.name,42.22.2,42,350890.0
jerked,42,41,verb,42,42,342767.0
wasn,21984,6747,noun.verb.name,66.42.3,42,325755.0
resigning,42,37,verb,42,42,304898.0
robs,46,41,verb.name,42.5,42,290924.0
staking,42,39,verb,42,42,280806.0
darned,113,95,adjective.verb,71.42,42,273769.0
tricking,44,37,verb.noun.adjective,42.1.1,42,206514.0
scolded,42,35,verb,42,42,175152.0
refuel,43,33,verb,42,42,154235.0
pestering,43,41,verb.adjective,42.1,42,86596.0
hounding,43,40,verb.adjective,42.1,42,74177.0
hitchhike,48,40,verb.noun,42.6,42,46526.0
radio,3936,1624,noun.verb.name,3855.41.15,41,113285624.0
drug,2306,1093,noun.verb,2262.41,41,79424420.0
feature,298,234,noun.verb,257.41,41,64288914.0
tracks,854,583,noun.verb,811.41,41,24002303.0
determining,53,52,verb.adjective,41.12,41,12507793.0
tail,1219,821,noun.verb,1178.41,41,10557843.0
browsing,52,42,verb.noun,41.11,41,10442630.0
exercises,175,137,noun.verb,134.41,41,10346676.0
situated,42,38,verb.adjective,41.1,41,10177869.0
streaming,48,42,verb.adjective.noun,41.6.1,41,9413174.0
occurring,41,37,verb,41,41,6273414.0
performs,41,36,verb,41,41,6125810.0
rebound,142,108,noun.verb,100.41,41,5540042.0
gage,128,28,name.verb.noun,82.41.5,41,5201723.0
converting,41,36,verb,41,41,4991724.0
disclosed,41,34,verb,41,41,4827564.0
recognizing,41,41,verb,41,41,3853300.0
cue,397,293,noun.verb,357.41,41,3810147.0
validate,41,38,verb,41,41,3715972.0
screened,41,37,verb,41,41,3350332.0
tango,274,117,noun.verb.name,224.41.7,41,2727306.0
staging,99,87,noun.verb,58.41,41,2385972.0
triggers,73,68,verb.noun,41.31,41,2372243.0
researched,41,36,verb,41,41,2362534.0
expresses,41,39,verb,41,41,2030197.0
discriminate,41,38,verb,41,41,1659114.0
instituted,41,40,verb,41,41,1570486.0
decode,55,40,verb.noun,41.14,41,1566785.0
coincide,40,40,verb,41,41,1548922.0
activating,44,38,verb.name.adjective,41.2.1,41,1430694.0
subpoena,113,87,noun.verb,71.41,41,1386235.0
assembling,41,39,verb,41,41,1212486.0
progressing,41,39,verb,41,41,1182520.0
coax,41,36,verb.noun,41.1,41,1132263.0
astounding,66,57,verb.adjective.noun.name,41.21.2.1,41,1021601.0
cripple,194,146,noun.verb.name,148.41.2,41,1018899.0
toasted,67,63,verb.adjective,41.27,41,881930.0
infested,48,44,verb.adjective,41.6,41,862499.0
uttered,41,40,verb,41,41,814010.0
booted,42,37,verb.adjective,41.1,41,784230.0
skips,42,35,verb.noun,41.4,41,555853.0
partake,49,41,verb.noun,41.8,41,528425.0
outlawed,45,40,verb.adjective,41.4,41,493039.0
intervened,41,40,verb,41,41,484086.0
eyeing,41,39,verb,41,41,453009.0
clouded,48,45,verb.adjective,41.7,41,437827.0
stumped,61,58,verb.adjective,41.20,41,402232.0
scooped,45,40,verb.adjective,41.4,41,341961.0
serialize,41,15,verb,41,41,303385.0
pout,55,48,verb.noun.name,41.13.1,41,295935.0
subdue,41,36,verb,41,41,285479.0
smacking,44,38,verb.noun,41.3,41,282851.0
outnumber,39,37,verb,41,41,267922.0
pardoned,41,37,verb,41,41,226936.0
shagging,54,31,verb.adjective.noun,41.8.5,41,226486.0
annulled,42,31,verb.adjective,41.1,41,179030.0
atone,43,33,verb.noun,41.2,41,152901.0
torched,44,39,verb.adjective,41.3,41,133733.0
prancing,46,41,verb.name.adjective.noun,41.2.2.1,41,133599.0
resuscitate,44,33,verb.name.noun,41.2.1,41,125444.0
wails,45,36,verb.noun,41.4,41,102509.0
clobbered,43,37,verb.noun.adjective,41.1.1,41,98294.0
dozed,41,40,verb,41,41,91195.0
hemorrhaging,69,61,verb.noun.name,41.27.1,41,69234.0
amputate,44,40,verb.noun,41.4,41,38766.0
chickenshit,85,60,noun.verb,42.41,41,18744.0
york,7069,2077,name.verb,7003.40,40,181556155.0
true,12921,5312,adjective.adverb.verb.noun,12772.100.40.3,40,96269550.0
housing,207,162,noun.verb,167.40,40,57790060.0
bin,274,167,noun.verb.name,231.40.2,40,57076312.0
bottom,2546,1778,noun.adjective.verb.name,1924.579.40.2,40,45598411.0
detail,989,737,noun.verb,949.40,40,45494334.0
pain,4995,2568,noun.verb,4938.40,40,42182798.0
measures,268,223,noun.verb,228.40,40,39937049.0
sporting,159,128,adjective.verb.noun,90.40.29,40,24320042.0
bands,274,176,noun.verb,236.40,40,20842378.0
wolf,1034,376,noun.name.verb,925.67.40,40,13001992.0
devil,2108,1172,noun.verb.name,2048.40.7,40,12869511.0
coat,2146,1272,noun.verb.name,2097.40.1,40,12207355.0
obtaining,40,37,verb,40,40,8683426.0
integrate,40,31,verb,40,40,7547193.0
outlined,40,38,verb,40,40,6879767.0
authorised,46,40,verb.adjective,40.6,40,4945027.0
illustrate,40,39,verb,40,40,4841953.0
bargaining,106,79,noun.verb,65.40,40,4588171.0
tasting,94,69,noun.verb.adjective,46.40.7,40,3603798.0
sponsoring,40,38,verb,40,40,2989475.0
boo,596,302,interjection.noun.verb,476.77.40,40,2884230.0
repairing,42,42,verb.noun,40.2,40,2601383.0
kat,142,28,name.verb.noun,73.40.29,40,2581765.0
discarded,62,57,verb.adjective,40.22,40,2287290.0
correcting,41,40,verb.adjective,40.1,40,1876523.0
compensated,40,36,verb,40,40,1828676.0
exiting,48,42,verb.adjective.noun,40.6.1,40,1455185.0
relocated,41,37,verb.adjective,40.1,40,1394184.0
sod,94,73,noun.verb.name,47.40.6,40,1207500.0
doesn,32435,7549,noun.verb.name,90.40.7,40,1101832.0
objected,40,39,verb,40,40,1014217.0
dazzle,51,43,verb.noun,40.11,40,1000224.0
gazing,41,36,verb,40,40,983196.0
disrupted,43,42,verb.adjective,40.3,40,958043.0
bowed,41,38,verb.adjective,40.1,40,915747.0
behaves,40,38,verb,40,40,900721.0
mort,128,40,name.verb.noun,68.40.15,40,862532.0
plugging,41,36,verb.adjective,40.1,40,846392.0
powering,40,32,verb,40,40,753767.0
wetting,42,39,verb.noun,40.2,40,713009.0
bubbling,56,51,verb.adjective,40.16,40,544616.0
snorting,47,36,verb.name.adjective.noun,40.3.3.1,40,391187.0
arming,57,39,verb.adjective.noun,40.14.3,40,368059.0
shorted,40,39,verb,40,40,330490.0
zing,60,37,verb.noun.name.adjective,40.12.7.1,40,329159.0
duped,40,35,verb,40,40,319795.0
meddling,69,60,verb.noun.adjective,40.18.11,40,313075.0
foretold,40,32,verb,40,40,270307.0
rewrote,41,22,verb.noun,40.1,40,267831.0
deport,40,31,verb,40,40,259896.0
shits,113,90,noun.verb,76.40,40,238365.0
danke,58,29,verb.name.noun,40.16.2,40,210504.0
sweeten,40,39,verb,40,40,186636.0
slinging,40,35,verb,40,40,157429.0
eavesdrop,40,39,verb,40,40,146438.0
drowns,40,38,verb,40,40,145168.0
handcuff,52,50,verb.noun,40.12,40,137624.0
pooped,64,56,verb.adjective.name,40.22.1,40,115429.0
sneezes,44,32,verb.noun,40.4,40,96734.0
fantasizing,41,35,verb.noun,40.1,40,91000.0
douse,41,35,verb,40,40,82837.0
deserting,41,41,verb.adjective,40.1,40,77401.0
buzzes,62,40,verb.noun.name,40.21.1,40,74224.0
puked,43,39,verb.adjective.name,40.2.1,40,69085.0
hassling,40,37,verb,40,40,49411.0
stiffed,47,41,verb.adjective,40.7,40,44911.0
barkeep,50,44,verb.noun.name,40.8.1,40,40946.0
further,2690,1813,adverb.adjective.verb.noun,1328.1317.39.1,39,109528141.0
studies,477,364,noun.verb,437.39,39,108024858.0
bill,6041,1868,name.noun.verb,3714.2273.39,39,98494166.0
advertising,379,235,noun.verb,339.39,39,90210309.0
fashion,957,640,noun.verb.name,914.39.4,39,43883676.0
contest,958,500,noun.verb,918.39,39,20857011.0
cooper,887,214,name.verb.noun,835.39.12,39,12476378.0
incorporate,39,39,verb,39,39,7280657.0
tunes,195,148,noun.verb,156.39,39,6610108.0
coupled,39,38,verb,39,39,6560131.0
identifies,39,37,verb,39,39,6540017.0
flavor,255,211,noun.verb.name,214.39.1,39,6222543.0
worm,516,271,noun.verb.name,471.39.5,39,5782079.0
blessing,495,400,noun.verb,455.39,39,3970512.0
regulate,39,38,verb,39,39,3900971.0
aligned,40,36,verb.adjective,39.1,39,3630260.0
handicapped,136,101,adjective.verb,97.39,39,2779103.0
taps,130,80,noun.verb,89.39,39,2690265.0
swamp,458,204,noun.verb,417.39,39,2575587.0
attained,40,37,verb.adjective,39.1,39,2473688.0
dynamite,515,279,noun.verb.name,471.39.4,39,2019294.0
paw,159,112,noun.verb.name,118.39.2,39,2004599.0
latch,98,73,noun.verb.name,56.39.4,39,1777882.0
duplicated,42,32,verb.adjective,39.2,39,1698585.0
diffuse,50,40,verb.adjective,39.11,39,1665383.0
boast,54,52,verb.noun,39.15,39,1239080.0
composing,48,37,verb.noun,39.9,39,1193544.0
leaps,68,60,verb.noun,39.29,39,1070198.0
shovel,349,252,noun.verb,309.39,39,1031406.0
withdrawing,40,39,verb.adjective,39.1,39,986264.0
caf,31,19,noun.verb.name,285.39.36,39,929033.0
flagged,46,40,verb.adjective,39.7,39,904026.0
convene,39,37,verb,39,39,861206.0
overturned,51,50,verb.adjective,39.11,39,854788.0
keyed,39,33,verb,39,39,795167.0
sprang,39,38,verb,39,39,754483.0
remanded,40,36,verb,39,39,702500.0
cancelling,39,31,verb,39,39,684137.0
interferes,40,39,verb,39,39,660376.0
cools,37,33,verb,39,39,659994.0
recapture,41,39,verb.noun,39.2,39,637003.0
ravaged,44,40,verb.adjective,39.5,39,615867.0
overflowing,41,41,verb.adjective,39.2,39,573925.0
hijacking,73,49,verb.noun.adjective,39.32.2,39,568873.0
trample,41,38,verb.noun,39.2,39,525057.0
worshipping,39,34,verb,39,39,517494.0
dashing,115,99,adjective.verb,73.39,39,470775.0
decaf,122,95,noun.verb,83.39,39,456390.0
wield,39,29,verb,39,39,419233.0
fiddling,43,38,verb.adjective,39.4,39,405701.0
coerced,43,35,verb.adjective.name,39.2.1,39,360223.0
retreating,48,35,verb.adjective,39.9,39,347361.0
swelled,39,37,verb,39,39,308324.0
oozing,47,42,verb.adjective.noun.name,39.4.3.1,39,285552.0
liquidate,39,31,verb,39,39,268159.0
twirling,46,38,verb.adjective,39.7,39,255161.0
mistaking,43,39,verb.noun,39.4,39,205841.0
smashes,42,40,verb.noun,39.3,39,193543.0
ditching,40,36,verb.noun,39.1,39,188782.0
pucker,45,44,verb.noun,39.6,39,183384.0
reek,46,42,verb.noun.name,39.6.1,39,172458.0
chirping,50,40,verb.noun.name,39.5.5,39,170184.0
ails,39,33,verb,39,39,157786.0
buries,39,34,verb,39,39,153598.0
yanking,40,36,verb.noun,39.1,39,112745.0
outsmart,39,37,verb,39,39,108638.0
stank,39,37,verb,39,39,100733.0
aced,39,36,verb,39,39,100569.0
radioed,39,34,verb,39,39,72046.0
snores,46,42,verb.noun,39.7,39,58669.0
disrespecting,40,30,verb.noun,39.1,39,43919.0
thread,263,210,noun.verb,225.38,38,167518537.0
programming,160,111,noun.verb,122.38,38,50630393.0
cock,580,313,noun.verb,540.38,38,37573028.0
smart,4909,2793,adjective.name.verb.noun,4646.213.38.7,38,36636558.0
exact,1154,948,adjective.verb,1116.38,38,22304937.0
blocks,765,608,noun.verb,721.38,38,19884255.0
heating,137,122,noun.verb,99.38,38,17363382.0
judges,426,275,noun.verb,387.38,38,10917393.0
tan,439,280,noun.adjective.verb.name,251.144.38.5,38,9747576.0
amend,38,36,verb,38,38,7806844.0
furnished,62,60,verb.adjective,38.24,38,7186113.0
lasting,120,110,adjective.verb,82.38,38,6487026.0
coordinated,55,54,verb.adjective,38.17,38,5174649.0
rave,129,89,noun.verb,91.38,38,2747392.0
satisfies,38,37,verb,38,38,2712485.0
attracting,58,45,verb.adjective,38.20,38,2549806.0
resides,38,36,verb,38,38,2520118.0
tagging,46,40,verb.adjective.noun.name,38.5.2.1,38,2374392.0
favored,49,45,verb.adjective,38.11,38,1990643.0
banning,53,26,verb.name.noun,38.11.4,38,1732027.0
annoyed,175,149,adjective.verb,137.38,38,1620937.0
spills,41,36,verb.noun,38.3,38,1561773.0
disciplined,88,78,adjective.verb,50.38,38,1313063.0
rewriting,41,37,verb.noun.name,38.2.1,38,1160587.0
tod,139,19,name.verb.noun,88.38.12,38,1130210.0
diverted,39,37,verb.adjective,38.1,38,1088982.0
prioritize,38,34,verb,38,38,946919.0
protested,38,38,verb,38,38,872878.0
squish,53,35,verb.adjective.noun.name,38.10.4.1,38,872292.0
lament,49,24,verb.noun,38.11,38,868477.0
tackled,38,36,verb,38,38,836117.0
unveil,38,29,verb,38,38,730688.0
justifies,38,36,verb,38,38,684608.0
mislead,38,35,verb,38,38,643671.0
primed,38,36,verb,38,38,635804.0
swirling,46,40,verb.adjective,38.8,38,622196.0
deviate,38,36,verb,38,38,621562.0
rescheduled,39,38,verb.adjective,38.1,38,611319.0
reckoned,38,35,verb,38,38,607006.0
vanishes,38,38,verb,38,38,604002.0
enslaved,41,38,verb.adjective,38.3,38,511814.0
escalated,40,37,verb.adjective,38.1,38,445663.0
rejoicing,45,38,verb.adjective.noun,38.6.1,38,419630.0
shelled,39,31,verb.adjective,38.1,38,386610.0
rearranged,38,37,verb,38,38,378584.0
relaxes,38,37,verb,38,38,356768.0
bagging,43,38,verb.adjective.noun,38.3.2,38,339054.0
toot,80,47,verb.noun.name,38.26.16,38,335690.0
wither,47,44,verb.noun.name,38.6.3,38,335215.0
ridiculed,39,36,verb.adjective,38.1,38,318321.0
cramping,45,43,verb.noun.adjective,38.6.1,38,314088.0
disgraced,83,77,adjective.verb,45.38,38,305056.0
couldn,17336,6284,noun.verb.name,72.38.14,38,299830.0
stoked,37,28,verb,38,38,299039.0
hinting,38,34,verb,38,38,295098.0
traumatized,59,54,verb.adjective.name,38.20.1,38,285408.0
rots,44,43,verb.noun,38.6,38,274227.0
sniffed,38,31,verb,38,38,268185.0
defuse,38,30,verb,38,38,247134.0
betrays,38,36,verb,38,38,232516.0
groping,45,43,verb.noun,38.7,38,222356.0
jeopardizing,40,38,verb.noun,38.1,38,197056.0
belittle,37,33,verb,38,38,167035.0
reroute,43,36,verb.noun,38.5,38,144691.0
wallowing,41,33,verb.noun.adjective,38.2.1,38,125133.0
partied,40,34,verb.name,38.2,38,120683.0
putz,120,92,noun.verb.name,80.38.2,38,117076.0
booing,51,37,verb.noun.name.adjective,38.6.5.2,38,102329.0
conniving,51,49,verb.adjective,38.13,38,102139.0
incriminate,38,32,verb,38,38,81224.0
outsmarted,38,33,verb,38,38,25012.0
updated,67,63,verb.adjective,37.30,37,109504766.0
names,2746,1793,noun.verb,2733.37,37,71918906.0
integrated,55,41,verb.adjective,37.18,37,37600088.0
seat,4018,2443,noun.verb,3978.37,37,29066336.0
soil,397,291,noun.verb.name,357.37.3,37,23949346.0
gun,10873,2976,noun.verb,10813.37,37,22834049.0
wow,8160,3377,interjection.verb.noun.name,8050.37.27.2,37,19778779.0
excel,37,33,verb,37,37,14133468.0
harbor,562,322,noun.verb.name,517.37.6,37,14117675.0
emerging,62,57,verb.adjective,37.25,37,13504049.0
aims,60,50,verb.noun,37.22,37,12555862.0
permits,142,86,noun.verb,105.37,37,11453109.0
bowling,545,274,noun.verb,508.37,37,9997649.0
advocate,113,96,noun.verb.name,75.37.1,37,7767184.0
centered,49,44,verb.adjective,37.12,37,5823521.0
impaired,43,40,verb.adjective,37.7,37,5607542.0
exceeds,37,35,verb,37,37,4999388.0
piercing,70,58,verb.adjective,37.33,37,4346261.0
coded,76,58,adjective.verb,39.37,37,4330278.0
executing,39,34,verb.noun.adjective,37.1.1,37,3703273.0
redirect,48,40,verb.adjective,37.11,37,3408086.0
dove,284,133,noun.name.verb,197.50.37,37,3253560.0
eliminates,37,34,verb,37,37,2910830.0
populated,56,48,verb.adjective,37.19,37,2751529.0
siding,68,57,verb.noun,37.31,37,2490194.0
safeguard,48,46,verb.noun,37.11,37,2484174.0
docking,108,63,noun.verb.name,63.37.8,37,2416176.0
flashes,135,110,noun.verb,98.37,37,2293952.0
leaks,112,100,noun.verb,75.37,37,2214133.0
binds,38,37,verb.noun,37.1,37,2193939.0
lighted,56,49,verb.adjective,37.19,37,2031416.0
diminished,63,57,verb.adjective,37.26,37,1943681.0
authenticated,39,32,verb.adjective,37.2,37,1922327.0
paved,45,40,verb.adjective,37.8,37,1914582.0
noodles,309,118,noun.verb.name,242.37.28,37,1635016.0
routed,37,36,verb,37,37,1604615.0
offending,56,54,verb.adjective.noun,37.16.3,37,1569179.0
embracing,41,38,verb.noun,37.4,37,1560166.0
replicate,37,30,verb,37,37,1534588.0
hunts,60,54,verb.noun,37.23,37,1310081.0
hinder,37,31,verb,37,37,1272772.0
revoke,37,33,verb,37,37,1266673.0
gathers,37,37,verb,37,37,1192558.0
ceases,37,36,verb,37,37,1191983.0
pounded,44,43,verb.adjective,37.7,37,855854.0
fingered,39,37,verb.adjective,37.2,37,785042.0
reassuring,72,67,verb.adjective,37.35,37,697307.0
basing,38,33,verb.noun,37.1,37,669209.0
deactivated,38,32,verb.adjective,37.1,37,533780.0
hasten,37,32,verb,37,37,529792.0
tweaked,37,36,verb,37,37,525365.0
entrust,37,36,verb,37,37,503276.0
overtake,37,32,verb,37,37,498189.0
squatting,39,36,verb.noun,37.2,37,365592.0
goof,113,70,noun.verb.name,55.37.21,37,352334.0
poaching,47,35,verb.noun.name.adjective,37.5.4.1,37,344299.0
indulging,38,37,verb.adjective,37.1,37,336157.0
baiting,37,33,verb,37,37,326177.0
dribble,68,56,verb.noun,37.32,37,322187.0
enchant,19,16,verb,37,37,300839.0
spied,37,35,verb,37,37,294373.0
aggravate,37,35,verb,37,37,282794.0
bargained,37,37,verb,37,37,279936.0
rapping,48,35,verb.name.adjective.noun,37.4.4.2,37,271010.0
postponing,38,35,verb.adjective,37.1,37,244649.0
scurry,40,28,verb.noun,37.3,37,240322.0
tamed,41,36,verb.adjective,37.4,37,239956.0
reminisce,37,31,verb,37,37,230633.0
oink,55,22,verb.noun.name,37.13.5,37,214048.0
majored,37,34,verb,37,37,193766.0
winked,37,32,verb,37,37,188798.0
repulsed,41,39,verb.adjective,37.4,37,173121.0
impound,85,64,noun.verb.name,46.37.1,37,171737.0
waltzing,43,39,verb.name.noun,37.3.2,37,154418.0
baptize,37,28,verb,37,37,150859.0
reprogram,38,25,verb.noun,37.1,37,131509.0
tormenting,37,37,verb,37,37,119307.0
jettison,37,20,verb,37,37,97607.0
bawling,43,40,verb.noun,37.4,37,80687.0
exonerate,36,31,verb,37,37,79452.0
pawned,38,31,verb.adjective,37.1,37,48202.0
bushed,37,34,verb,37,37,35470.0
bossing,40,33,verb.noun.adjective,37.2.1,37,26407.0
shacked,38,35,verb.adjective,37.1,37,15533.0
station,4033,2099,noun.verb,3985.36,36,61892291.0
ing,83,66,verb.adjective.noun,36.11.6,36,17637606.0
pleasure,4118,2545,noun.verb,4070.36,36,16798232.0
cited,38,36,verb.adjective,36.2,36,11195944.0
grill,227,181,noun.verb,191.36,36,10254124.0
spots,527,400,noun.verb,491.36,36,10109662.0
achieving,37,37,verb.noun,36.1,36,8773550.0
characterized,36,35,verb,36,36,5965898.0
yen,312,99,noun.verb.name,265.36.4,36,5792863.0
compute,36,27,verb,36,36,5101135.0
seals,139,96,noun.verb,103.36,36,4958012.0
construed,36,36,verb,36,36,3415805.0
billed,36,31,verb,36,36,3318960.0
enlarged,54,50,verb.adjective,36.18,36,3290258.0
duct,160,110,noun.verb.name,121.36.1,36,2931962.0
flock,237,162,noun.verb,201.36,36,2585098.0
inspected,36,33,verb,36,36,2545315.0
violates,38,38,verb.noun,36.2,36,2178320.0
predicts,36,25,verb,36,36,2042913.0
altering,36,34,verb,36,36,1914894.0
singled,36,35,verb,36,36,1894034.0
pong,82,34,noun.verb,46.36,36,1753774.0
emerges,36,35,verb,36,36,1722457.0
wheeled,41,39,verb.adjective,36.4,36,1635339.0
dashed,46,42,verb.adjective,36.10,36,1611726.0
sails,164,113,noun.verb,128.36,36,1601569.0
wrinkle,96,81,noun.verb,60.36,36,1551149.0
swat,196,105,noun.name.verb,87.73.36,36,1474739.0
acknowledging,36,34,verb,36,36,1387381.0
possessing,36,35,verb,36,36,1344167.0
slew,67,51,verb.noun.name,36.27.4,36,1336497.0
attaches,35,35,verb,36,36,1187711.0
plow,96,73,noun.verb.name,59.36.1,36,1128101.0
dipping,66,60,verb.noun.adjective,36.17.13,36,1102643.0
loot,181,136,noun.verb.name,143.36.2,36,1066250.0
consumes,36,31,verb,36,36,799880.0
stroking,37,31,verb.noun,36.1,36,703857.0
sift,38,34,verb.noun,36.2,36,651805.0
chuckle,81,66,noun.verb.name,44.36.1,36,631276.0
reunite,36,33,verb,36,36,565367.0
escalate,36,34,verb,36,36,543764.0
vive,38,26,verb.unclassified,36.2,36,516213.0
nodding,42,36,verb.adjective,36.6,36,498441.0
appreciating,36,36,verb,36,36,486016.0
nicknamed,36,35,verb,36,36,459166.0
incapacitated,48,41,verb.adjective,36.13,36,428940.0
steered,36,35,verb,36,36,409302.0
humbled,46,33,verb.adjective,36.10,36,394224.0
obeying,37,37,verb.adjective,36.1,36,387442.0
bruise,165,132,noun.verb,128.36,36,384157.0
splashing,56,47,verb.noun,36.20,36,364304.0
depress,36,34,verb,36,36,358559.0
cooperated,36,34,verb,36,36,337062.0
toasting,42,38,verb.noun,36.6,36,333093.0
clothe,42,37,verb.noun,36.6,36,308351.0
botched,58,53,verb.adjective,36.22,36,303572.0
resurrect,36,33,verb,36,36,292648.0
cranking,37,27,verb.name,36.1,36,279588.0
scheming,50,46,verb.adjective,36.14,36,242178.0
punctured,46,42,verb.adjective,36.10,36,216312.0
evict,36,35,verb,36,36,211591.0
squint,51,44,verb.noun,36.15,36,200402.0
gossiping,38,37,verb.noun,36.2,36,190267.0
courted,36,26,verb,36,36,161147.0
terrorizing,37,32,verb.adjective,36.1,36,152400.0
peeked,36,33,verb,36,36,147575.0
despises,36,30,verb,36,36,120092.0
hustled,36,30,verb,36,36,93283.0
sweated,36,32,verb,36,36,81713.0
horsing,36,34,verb,36,36,47943.0
leadeth,36,22,verb,36,36,45918.0
scalped,39,27,verb.adjective,36.3,36,45707.0
eloped,36,29,verb,36,36,42704.0
horseshit,116,97,noun.verb,80.36,36,39947.0
hyperventilating,40,37,verb.name.noun,36.3.1,36,36360.0
blabbing,39,35,verb.noun,36.3,36,34232.0
court,5137,1839,noun.verb.name,5089.35.14,35,127719981.0
survey,227,153,noun.verb,192.35,35,62994830.0
lists,198,149,noun.verb,163.35,35,58249254.0
father,28279,5446,noun.verb.name,28090.35.26,35,48580528.0
auction,454,203,noun.verb,419.35,35,44619724.0
tests,1197,777,noun.verb,1161.35,35,42336117.0
attribute,45,43,verb.noun,35.10,35,15839012.0
vacuum,294,208,noun.verb,258.35,35,14316397.0
affiliated,40,35,verb.adjective,35.5,35,10583504.0
butts,292,232,noun.verb.name,256.35.1,35,8968856.0
anchor,378,188,noun.verb,343.35,35,8633382.0
honors,211,163,noun.verb,177.35,35,7724703.0
lightning,721,360,noun.verb.name,681.35.4,35,7615712.0
spice,270,161,noun.verb.name,233.35.2,35,7120274.0
scam,313,225,noun.verb,277.35,35,4311808.0
serviced,35,33,verb,35,35,3243448.0
pains,269,231,noun.verb,234.35,35,2717960.0
grazing,58,48,verb.adjective.noun,35.15.8,35,2493989.0
undergoing,35,35,verb,35,35,2464782.0
owing,63,56,verb.preposition.adjective,35.22.6,35,2399321.0
characterize,35,32,verb,35,35,2107717.0
ironing,75,60,noun.verb,40.35,35,2009586.0
bullying,50,43,verb.noun,35.14,35,1948806.0
reformed,58,54,verb.adjective,35.23,35,1921880.0
puff,227,168,noun.verb.name,187.35.5,35,1895753.0
chatter,238,185,noun.verb,202.35,35,1773184.0
adrenaline,168,128,noun.verb.name,126.35.6,35,1708838.0
revert,35,34,verb,35,35,1600125.0
bleach,118,71,noun.verb,84.35,35,1544694.0
jailed,44,43,verb.adjective,35.9,35,1322095.0
starred,36,29,verb.adjective,35.1,35,1214232.0
anchored,36,35,verb,35,35,1153474.0
flowed,35,30,verb,35,35,1121468.0
forging,40,37,verb.noun,35.4,35,1113430.0
bret,459,9,name.verb.noun,418.35.6,35,1103761.0
inhaled,36,34,verb.adjective,35.1,35,984613.0
subtitled,39,39,verb.adjective,35.3,35,920644.0
marches,71,58,noun.verb,37.35,35,885498.0
intoxicated,52,50,verb.adjective.name,35.13.2,35,794218.0
frat,160,98,noun.verb.name,108.35.16,35,784114.0
exited,38,35,verb.adjective,35.3,35,771601.0
jing,106,18,name.verb,71.35,35,747756.0
bewitched,75,40,adjective.verb.name,36.35.4,35,699295.0
inquiring,49,44,verb.adjective,35.14,35,665555.0
suppressing,35,29,verb,35,35,623167.0
stalks,55,42,verb.noun,35.20,35,600494.0
revolve,35,32,verb,35,35,576832.0
defying,35,29,verb,35,35,575443.0
baffled,47,44,verb.adjective,35.12,35,533868.0
caged,83,68,adjective.verb,48.35,35,511070.0
overwhelm,35,34,verb,35,35,510702.0
storming,41,37,verb.noun.adjective,35.3.3,35,488160.0
descends,35,29,verb,35,35,444734.0
stirs,35,31,verb,35,35,426699.0
averted,35,35,verb,35,35,377577.0
conflicted,47,40,verb.adjective.name,35.10.2,35,354894.0
fronting,36,29,verb.noun,35.1,35,324162.0
impaled,37,25,verb.adjective,35.2,35,287083.0
urinating,35,30,verb,35,35,255567.0
mowed,36,33,verb.adjective,35.1,35,250292.0
haggle,37,28,verb.noun,35.1,35,243239.0
neutralized,37,32,verb.name.adjective,35.1.1,35,236440.0
buttoned,38,32,verb.adjective.name,35.2.1,35,221584.0
niggers,306,137,noun.verb.name,265.35.5,35,216128.0
retrace,35,35,verb,35,35,205030.0
signore,56,23,verb.name.noun,35.14.6,35,202821.0
paralysed,46,34,verb.adjective,35.11,35,178491.0
shoveling,40,37,verb.adjective.noun,35.3.2,35,163368.0
squirming,36,36,verb.adjective,35.1,35,161652.0
mortified,51,45,verb.adjective.name,35.11.5,35,151758.0
prowling,37,35,verb.name.adjective,35.1.1,35,132105.0
mauled,37,31,verb.adjective,35.2,35,112146.0
harping,36,32,verb.noun,35.1,35,106845.0
amuses,35,30,verb.noun,35.1,35,95912.0
copping,36,32,verb.adjective,35.1,35,68636.0
itches,61,52,verb.noun,35.25,35,63992.0
