Word,Subt_freq,Film_freq,All_PoS,PoS_freqs,Verb_freq,Web_freq
backfires,14,13,verb,14,14,113733.0
dishonour,23,13,verb.noun,14.9,14,113265.0
gutting,15,12,verb.noun,14.1,14,107588.0
grat,29,2,verb.name.noun,14.10.4,14,106406.0
arouses,14,12,verb,14,14,101853.0
trembles,14,13,verb,14,14,96831.0
boozing,18,17,verb.noun.adjective,14.3.1,14,95464.0
molting,19,16,verb.adjective.noun,14.4.1,14,93820.0
swill,49,39,noun.verb.name,34.14.1,14,92032.0
dolt,27,26,verb.noun,14.13,14,87178.0
burping,24,21,verb.noun.adjective,14.5.5,14,83595.0
doodling,18,17,verb.noun.adjective,14.3.1,14,82156.0
rationed,17,15,verb.adjective,14.3,14,82128.0
jogs,17,17,verb.noun,14.3,14,80442.0
yodel,43,22,noun.verb.name,20.14.9,14,74408.0
rehired,15,10,verb.adjective,14.1,14,69856.0
slandered,14,11,verb,14,14,67880.0
enrage,14,9,verb,14,14,67710.0
rhymed,15,13,verb.adjective,14.1,14,66327.0
overcooked,16,15,verb.adjective,14.2,14,65366.0
buggered,14,10,verb,14,14,63105.0
faints,17,15,verb.noun,14.3,14,62729.0
spooning,20,14,verb.noun.name.adjective,14.3.2.1,14,62286.0
requisitioned,15,14,verb.adjective,14.1,14,60966.0
sullied,15,14,verb.adjective,14.1,14,59339.0
cavorting,16,13,verb.noun,14.2,14,52399.0
embezzled,16,15,verb.adjective,14.2,14,52285.0
sodomized,16,15,verb.adjective,14.2,14,51048.0
titrate,16,14,verb.noun.adjective,14.1.1,14,49426.0
bulldoze,14,12,verb,14,14,49313.0
sobers,14,14,verb,14,14,49243.0
morg,47,6,name.verb.noun,28.14.5,14,43314.0
overstep,14,13,verb,14,14,42430.0
trespassed,16,15,verb.adjective,14.2,14,39151.0
vandalizing,15,14,verb.noun,14.1,14,38686.0
trussed,14,13,verb,14,14,35310.0
overstayed,14,14,verb,14,14,33864.0
overcompensating,14,12,verb,14,14,32973.0
oversimplifying,14,10,verb,14,14,29767.0
schlep,25,18,verb.noun,14.10,14,27556.0
patronise,14,12,verb,14,14,27153.0
fixating,14,10,verb,14,14,27091.0
clacking,14,10,verb,14,14,26636.0
smooching,18,15,verb.noun,14.4,14,26132.0
besmirch,15,14,verb.noun,14.1,14,25454.0
outflank,14,13,verb,14,14,24518.0
skulk,15,14,verb,14,14,24018.0
quirt,45,2,name.verb.noun,29.14.2,14,20725.0
barfed,14,13,verb,14,14,19503.0
yech,14,14,verb,14,14,18641.0
meleager,41,1,name.verb.noun,16.14.3,14,17339.0
whod,2,1,verb.noun.name,14.6.1,14,16044.0
anesthetize,14,13,verb,14,14,15959.0
cawing,21,10,verb.name.noun,14.6.1,14,15415.0
carjacked,16,14,verb.adjective,14.2,14,14141.0
transfuse,15,8,verb.noun,14.1,14,13174.0
books,3456,1783,noun.verb,3444.13,13,347710184.0
net,793,541,noun.adjective.verb,580.108.13,13,116883588.0
weight,1850,1296,noun.verb,1836.13,13,90506560.0
clothing,553,429,noun.verb,540.13,13,72455943.0
band,2724,1122,noun.verb.name,2705.13.1,13,68569061.0
evening,6155,2803,noun.verb,6134.13,13,33705304.0
forecast,96,74,noun.verb,83.13,13,29637380.0
parks,190,126,noun.name.verb,161.17.13,13,25974927.0
border,876,462,noun.verb,861.13,13,23234399.0
implemented,14,12,verb.adjective,13.1,13,19164127.0
bonds,340,212,noun.verb.name,327.13.4,13,15431252.0
motorcycle,455,243,noun.verb,440.13,13,15081508.0
jokes,1040,700,noun.verb,1024.13,13,14622894.0
damages,203,150,noun.verb,190.13,13,13463452.0
nike,51,24,name.verb.noun,25.13.12,13,12009663.0
voices,793,515,noun.verb,778.13,13,11129180.0
excluding,26,24,verb.preposition,13.13,13,10062992.0
fingering,18,15,verb.noun,13.5,13,9463805.0
scroll,116,48,noun.verb,103.13,13,8741548.0
hints,83,69,noun.verb,70.13,13,8393784.0
farming,82,70,noun.verb.adjective,66.13.3,13,7844515.0
eyed,38,21,adjective.verb.name,24.13.1,13,7613901.0
hedge,79,58,noun.verb,66.13,13,4041429.0
noting,13,13,verb,13,13,3925386.0
crib,316,212,noun.verb.name,296.13.5,13,3847659.0
clutter,48,34,noun.verb.name,30.13.5,13,3648587.0
ich,47,23,unclassified.verb.noun,33.13.2,13,3571980.0
tarot,61,26,noun.verb.name,45.13.3,13,3561389.0
scattering,17,15,verb.noun,13.4,13,3485873.0
selects,13,13,verb,13,13,3362986.0
employing,14,14,verb.adjective,13.1,13,3208979.0
probing,40,37,adjective.verb,27.13,13,3113887.0
validated,14,14,verb.adjective,13.1,13,2926787.0
stimulating,120,108,adjective.verb,106.13,13,2923056.0
lag,75,60,noun.verb,62.13,13,2776554.0
illuminated,18,15,verb.adjective,13.5,13,2678843.0
biased,47,36,adjective.verb,34.13,13,2657852.0
exporting,16,15,verb.noun,13.3,13,2584899.0
mastering,13,13,verb,13,13,2419592.0
cumming,13,4,verb,13,13,2403813.0
impacted,26,24,verb.adjective,13.13,13,2352224.0
acknowledges,13,12,verb,13,13,2321868.0
winters,144,77,name.noun.verb,66.65.13,13,2260458.0
constituted,16,16,verb.adjective,13.3,13,2251515.0
empowering,22,22,verb.adjective,13.9,13,2224072.0
organising,14,14,verb.noun,13.1,13,2173646.0
paving,22,17,verb.noun,13.9,13,2169814.0
pleasing,79,70,adjective.verb,66.13,13,2123373.0
widening,14,14,verb.adjective,13.1,13,2006534.0
declines,13,12,verb,13,13,1981620.0
oversized,47,44,adjective.verb,34.13,13,1933333.0
tanned,31,27,adjective.verb,18.13,13,1915011.0
writ,88,61,noun.verb,75.13,13,1883109.0
dispensing,15,15,verb.noun,13.2,13,1882818.0
factoring,14,14,verb.noun,13.1,13,1868521.0
mans,26,18,noun.name.verb,46.14.13,13,1841660.0
syndicated,21,19,verb.adjective,13.8,13,1840789.0
restricting,13,13,verb,13,13,1817556.0
plaster,134,104,noun.verb,121.13,13,1811197.0
complying,14,14,verb.noun,13.1,13,1810426.0
complied,13,11,verb,13,13,1750883.0
asserts,13,12,verb,13,13,1716692.0
voicemail,52,43,noun.verb,38.13,13,1649324.0
evidenced,13,12,verb,13,13,1643586.0
veto,46,20,noun.verb,33.13,13,1621850.0
starch,69,58,noun.verb.name,51.13.4,13,1617686.0
graft,84,49,noun.verb,71.13,13,1576259.0
raffle,93,38,noun.verb,80.13,13,1541879.0
quantify,13,11,verb,13,13,1512122.0
pairing,24,20,verb.noun,13.10,13,1486812.0
expended,14,14,verb.adjective,13.1,13,1473940.0
glaze,45,41,noun.verb,32.13,13,1431525.0
braking,23,16,verb.adjective.name,13.8.2,13,1378811.0
snare,39,31,noun.verb,26.13,13,1311615.0
revising,14,14,verb.noun,13.1,13,1311172.0
secures,13,10,verb,13,13,1301645.0
paused,13,12,verb,13,13,1297918.0
astronaut,202,99,noun.verb.name,182.13.5,13,1272333.0
recessed,16,15,verb.adjective,13.3,13,1237194.0
hamper,72,60,noun.verb.name,58.13.1,13,1203919.0
hawking,43,38,name.verb.adjective,28.13.2,13,1194571.0
lures,23,22,verb.noun,13.10,13,1164163.0
emitting,13,12,verb,13,13,1110155.0
accompanies,13,13,verb,13,13,1090972.0
bolster,16,15,verb.noun,13.3,13,1079347.0
startling,70,66,adjective.verb,57.13,13,1071701.0
puzzled,70,63,adjective.verb,57.13,13,1064761.0
ratchet,38,19,noun.verb.name,19.13.6,13,1049663.0
refrigerated,21,21,verb.adjective,13.8,13,1009532.0
echoed,13,10,verb,13,13,983286.0
hemorrhage,87,72,noun.verb.name,72.13.2,13,978574.0
sighting,79,65,noun.verb,66.13,13,947441.0
reproducing,13,13,verb,13,13,944694.0
slime,141,106,noun.verb.name,127.13.1,13,869502.0
infused,13,13,verb,13,13,864069.0
remodeled,14,14,verb.adjective,13.1,13,857096.0
scissor,18,16,verb.noun,13.5,13,849814.0
goggle,27,8,verb.noun.name,13.13.1,13,837713.0
deepen,13,13,verb,13,13,827936.0
flicker,35,34,noun.verb.name,21.13.1,13,813276.0
donates,13,12,verb,13,13,786994.0
restructure,13,13,verb,13,13,784872.0
interlock,18,15,verb.noun,13.5,13,775135.0
coincides,13,13,verb,13,13,744261.0
collapses,44,35,noun.verb,30.13,13,723452.0
foraging,14,13,verb.noun,13.1,13,715284.0
justifying,13,10,verb,13,13,702637.0
puzzling,34,31,adjective.verb,22.13,13,699889.0
spake,13,12,verb,13,13,688769.0
polled,13,11,verb,13,13,677955.0
groundhog,76,21,noun.name.verb,46.17.13,13,670464.0
embodies,13,13,verb,13,13,662953.0
unmask,14,11,verb.noun,13.1,13,659195.0
contradicts,13,13,verb,13,13,650946.0
hyped,16,14,verb.adjective,13.3,13,648758.0
rescues,21,17,verb.noun,13.8,13,644336.0
mountaineer,62,22,name.verb.noun,41.13.4,13,639387.0
compensating,18,16,verb.adjective,13.6,13,626448.0
overridden,13,9,verb,13,13,621423.0
transplanted,14,12,verb.adjective,13.1,13,619060.0
upholding,13,13,verb,13,13,615713.0
hails,22,20,verb.noun,13.8,13,590036.0
renovate,13,13,verb,13,13,583168.0
taming,20,19,verb.noun.adjective,13.6.1,13,570317.0
evokes,13,9,verb,13,13,562522.0
piped,13,12,verb,13,13,560993.0
cred,15,13,verb.adjective,13.2,13,549898.0
revitalize,13,11,verb,13,13,541413.0
decaying,36,34,adjective.verb,23.13,13,535123.0
fumbles,16,16,verb.noun,13.3,13,521802.0
refueling,20,14,verb.adjective.noun,13.6.1,13,521240.0
hoot,133,120,noun.verb.name,117.13.2,13,520039.0
fabricating,13,13,verb,13,13,514366.0
waging,14,14,verb,13,13,510771.0
regress,15,11,verb,13,13,507903.0
redeeming,29,26,adjective.verb,15.13,13,507693.0
misrepresented,14,14,verb.adjective,13.1,13,498201.0
precipitated,12,12,verb,13,13,493058.0
injuring,13,13,verb,13,13,492971.0
incarnate,22,21,verb.adjective,13.9,13,483674.0
fermented,28,21,adjective.verb,15.13,13,478759.0
criticizes,14,13,verb,13,13,471713.0
reinvent,13,12,verb,13,13,470325.0
awol,117,85,noun.name.verb,53.51.13,13,462384.0
patrolled,14,14,verb.adjective,13.1,13,436904.0
spelt,13,10,verb,13,13,431427.0
proclaims,13,13,verb,13,13,422527.0
retracted,14,12,verb.name,13.1,13,422209.0
frequented,13,13,verb,13,13,419434.0
discredited,19,19,verb.adjective,13.6,13,419394.0
spud,47,20,noun.verb.name,22.13.11,13,416363.0
fouling,13,12,verb,13,13,387085.0
mutter,22,17,verb.name.noun,13.4.2,13,386744.0
karst,16,1,verb.name.noun,13.2.1,13,381676.0
shivers,31,30,noun.verb,18.13,13,378012.0
pulsating,22,19,verb.adjective.noun.name,13.5.3.1,13,375165.0
bunt,41,20,name.verb.noun,16.13.11,13,374480.0
hoke,37,3,name.verb.noun,20.13.4,13,373790.0
confounded,54,41,adjective.verb,40.13,13,339653.0
disrupts,13,13,verb,13,13,339419.0
skilling,65,2,name.verb.noun,51.13.1,13,338418.0
unzipped,13,12,verb,13,13,335943.0
insulate,14,12,verb.name,13.1,13,335018.0
standup,40,30,noun.verb,27.13,13,332780.0
tailgating,15,8,verb.noun.name,13.1.1,13,329274.0
preempt,13,13,verb,13,13,328500.0
scrutinized,13,12,verb,13,13,327475.0
predisposed,14,13,verb.adjective,13.1,13,324627.0
realises,13,13,verb,13,13,319690.0
degrades,12,12,verb,13,13,314464.0
numbing,23,21,verb.adjective.noun,13.7.3,13,308782.0
imitated,14,14,verb.adjective,13.1,13,296474.0
reassess,13,11,verb,13,13,294075.0
unraveling,13,13,verb,13,13,291462.0
erupts,13,13,verb,13,13,288455.0
prophesy,13,13,verb,13,13,285877.0
intensifies,13,12,verb,13,13,282548.0
impeached,27,8,adjective.verb,14.13,13,281777.0
auctioning,14,13,verb.adjective,13.1,13,281572.0
alienating,26,24,verb.adjective,13.13,13,280452.0
sniping,13,11,verb,13,13,279032.0
mired,13,13,verb,13,13,276967.0
smote,13,10,verb,13,13,276278.0
heaped,13,13,verb,13,13,272836.0
fatigued,24,22,verb.adjective,13.11,13,271996.0
tightens,13,13,verb,13,13,267989.0
scoped,13,12,verb,13,13,263031.0
decommissioned,15,12,verb.adjective,13.2,13,258746.0
wean,13,11,verb,13,13,255995.0
preaches,13,12,verb,13,13,251010.0
deflate,13,11,verb,13,13,245571.0
trumped,15,15,verb.adjective,13.3,13,244775.0
conceiving,13,12,verb,13,13,243033.0
worsens,13,12,verb,13,13,242383.0
chirp,30,15,verb.noun.name,13.10.7,13,240510.0
dimmed,13,11,verb,13,13,240448.0
prospered,13,12,verb,13,13,238396.0
aborting,13,11,verb,13,13,230222.0
unleashes,13,12,verb,13,13,227989.0
petitioning,12,12,verb,13,13,224349.0
hemmed,15,14,verb.adjective,13.2,13,220531.0
hissed,13,11,verb,13,13,219599.0
sheared,18,15,verb.adjective.name,13.3.2,13,217649.0
deviated,22,20,verb.adjective,13.9,13,209854.0
entombed,14,14,verb.adjective,13.1,13,199114.0
mouthwash,49,40,noun.verb,36.13,13,198480.0
dosed,15,9,verb.adjective,13.2,13,197560.0
ignites,13,13,verb,13,13,194315.0
begat,16,7,verb.noun,13.3,13,191296.0
enamored,17,15,verb.adjective,13.4,13,190024.0
overcharged,14,12,verb.name,13.1,13,183400.0
encroaching,15,12,verb.adjective,13.2,13,181852.0
commuted,18,14,verb.adjective,13.5,13,179252.0
ingesting,14,12,verb.noun,13.1,13,179084.0
rapped,13,12,verb,13,13,178981.0
dishing,13,13,verb,13,13,178563.0
flexed,13,11,verb,13,13,178374.0
hunched,13,13,verb,13,13,175656.0
rereading,15,14,verb.noun,13.2,13,174016.0
perp,111,77,noun.verb.name,90.13.6,13,171143.0
colonize,13,10,verb,13,13,168321.0
stymied,14,13,verb.name,13.1,13,167178.0
slitting,13,13,verb.noun,13.1,13,166048.0
plying,13,12,verb,13,13,161002.0
pimped,13,13,verb,13,13,160095.0
dislodge,13,13,verb,13,13,156158.0
savoring,13,11,verb,13,13,151546.0
dislodged,15,13,verb.adjective,13.2,13,147631.0
reuniting,14,12,verb.noun,13.1,13,144124.0
chiseled,19,16,verb.adjective,13.6,13,143768.0
blanked,13,8,verb,13,13,143684.0
glimpsed,14,13,verb.adjective,13.1,13,138811.0
repudiate,13,12,verb,13,13,138183.0
recites,13,12,verb,13,13,135238.0
chugging,15,15,verb.name.adjective,13.1.1,13,132720.0
jibe,18,7,verb.noun,13.5,13,130926.0
chapped,19,15,verb.adjective,13.6,13,130445.0
extradite,13,13,verb,13,13,129097.0
rerouting,13,11,verb,13,13,127930.0
misdiagnosed,13,12,verb,13,13,126568.0
undid,13,12,verb,13,13,126166.0
persuades,13,11,verb,13,13,124707.0
buffed,15,15,verb.adjective,13.2,13,122100.0
jousting,26,19,verb.noun.adjective.name,13.7.5.1,13,120068.0
tarred,15,14,verb.name.adjective,13.1.1,13,119846.0
consoled,13,13,verb,13,13,118433.0
frazzled,23,20,verb.adjective,13.10,13,117529.0
persecuting,13,13,verb,13,13,116799.0
misconstrued,15,14,verb.adjective,13.2,13,111123.0
boatswain,23,11,verb.noun.name.adjective,13.6.2.2,13,110994.0
wagered,15,15,verb.adjective,13.2,13,109750.0
broached,13,9,verb,13,13,107935.0
skimp,13,12,verb,13,13,107336.0
smooch,24,16,verb.noun,13.11,13,106896.0
disapproves,13,12,verb,13,13,105629.0
prided,13,13,verb,13,13,103201.0
rewiring,17,11,verb.noun,13.4,13,103157.0
ejecting,13,8,verb,13,13,103016.0
moonwalk,32,11,noun.verb,19.13,13,102169.0
hobble,18,12,verb.noun,13.5,13,100403.0
chomping,14,13,verb.noun,13.1,13,96150.0
depresses,13,13,verb,13,13,94040.0
poops,17,15,verb.noun,13.4,13,93165.0
misquoted,14,13,verb.adjective,13.1,13,91391.0
crowed,13,7,verb,13,13,89886.0
flitting,13,12,verb,13,13,88812.0
uther,54,3,name.verb.noun,37.13.4,13,86416.0
scamper,13,12,verb,13,13,86062.0
mincing,14,11,verb.noun,13.1,13,85813.0
devours,13,10,verb,13,13,85577.0
pummel,13,9,verb,13,13,84779.0
squandering,14,13,verb.noun,13.1,13,84082.0
masterminded,13,13,verb,13,13,83654.0
stakeout,100,61,noun.verb.name,85.13.1,13,80837.0
eluding,13,13,verb,13,13,79912.0
corked,13,12,verb,13,13,79875.0
berate,13,13,verb,13,13,76121.0
niobe,37,3,name.verb.noun,23.13.1,13,76076.0
patronized,13,13,verb.adjective,13.1,13,75504.0
doling,20,18,verb.name,13.7,13,66431.0
twiddling,13,13,verb,13,13,63162.0
heckle,16,15,verb.noun.name,13.2.1,13,62734.0
mistreat,15,14,verb.noun.name,13.1.1,13,59256.0
burps,21,19,verb.noun,13.8,13,57385.0
stutters,15,13,verb.noun,13.2,13,54854.0
urinated,14,12,verb.adjective,13.1,13,52392.0
rechecked,13,12,verb,13,13,51570.0
wakened,13,13,verb,13,13,51238.0
shoplifted,14,13,verb.name,13.1,13,50521.0
overestimating,13,13,verb,13,13,50452.0
flinching,13,11,verb,13,13,50375.0
ogling,14,14,verb.noun,13.1,13,49971.0
swatted,13,11,verb,13,13,46111.0
clerking,15,14,verb.noun,13.2,13,46075.0
sprucing,14,12,verb.noun,13.1,13,45453.0
squishing,15,10,verb.noun.adjective,13.1.1,13,44961.0
pilfering,18,17,verb.noun,13.5,13,42842.0
ransack,14,13,verb.noun,13.1,13,42435.0
perspiring,13,12,verb,13,13,41677.0
dimwit,38,31,noun.verb.name,22.13.3,13,40044.0
waylaid,13,13,verb,13,13,40032.0
waggle,20,10,verb.noun.name,13.5.2,13,39755.0
impersonated,13,13,verb,13,13,39178.0
misbehaved,13,12,verb,13,13,38862.0
detonates,17,15,verb.noun,13.4,13,33256.0
cosign,13,11,verb,13,13,31205.0
disrobe,14,13,verb.noun,13.1,13,30822.0
misjudge,13,13,verb,13,13,30591.0
sunup,59,44,noun.verb.name,42.13.3,13,30047.0
trifled,13,13,verb,13,13,28304.0
pixilated,15,3,verb.name,13.2,13,24348.0
slayed,15,15,verb.adjective,13.2,13,24145.0
blabbering,14,11,verb.noun,13.1,13,23895.0
pedes,96,43,name.verb,83.13,13,22083.0
tiptoeing,13,13,verb,13,13,21666.0
jube,67,1,name.verb.noun,46.13.8,13,20755.0
buttering,14,13,verb.noun,13.1,13,20626.0
mussed,16,13,verb.adjective,13.3,13,20226.0
freeloading,18,16,verb.adjective.noun,13.4.1,13,19816.0
disinherit,14,10,verb,13,13,14475.0
games,2287,1441,noun.verb,2283.12,12,305930896.0
club,5038,2156,noun.name.verb,4959.19.12,12,132428495.0
files,1358,699,noun.verb,1345.12,12,125524478.0
yellow,1724,1019,adjective.noun.name.verb,1602.64.33.12,12,82024459.0
lines,1960,1348,noun.verb,1950.12,12,76806341.0
season,1605,1000,noun.verb,1585.12,12,76445684.0
appropriate,657,577,adjective.verb,644.12,12,69671201.0
documents,478,312,noun.verb,466.12,12,64437323.0
horse,4737,1577,noun.verb.name,4695.12.3,12,58453720.0
pool,2396,1200,noun.verb,2381.12,12,53046994.0
awards,247,158,noun.verb,235.12,12,50973666.0
quotes,61,52,noun.verb,49.12,12,48490497.0
manufacturing,86,72,noun.verb,74.12,12,40781457.0
fuel,876,386,noun.verb,859.12,12,39148291.0
samples,442,311,noun.verb.name,429.12.1,12,29689694.0
arms,3050,1883,noun.verb,3027.12,12,27432921.0
deluxe,98,80,noun.adjective.verb.name,62.15.12.8,12,18085596.0
highlights,88,76,noun.verb.name,75.12.1,12,17000297.0
thumbs,238,178,noun.verb,226.12,12,11202045.0
mart,97,58,noun.name.verb,49.34.12,12,10193683.0
governing,28,22,adjective.verb,16.12,12,9689657.0
ranges,33,30,noun.verb,21.12,12,9432991.0
clouds,511,382,noun.verb,499.12,12,8913052.0
flame,461,323,noun.verb.name,440.12.8,12,8527495.0
regulated,18,16,verb.adjective,12.6,12,7811167.0
welsh,60,47,adjective.verb.noun.name,40.12.4.4,12,7346867.0
thumb,603,404,noun.verb,591.12,12,7284386.0
ver,30,23,noun.verb.name,13.12.3,12,7150746.0
ensures,12,12,verb,12,12,6794220.0
accent,621,447,noun.verb,609.12,12,6036395.0
qualifying,35,19,adjective.verb.noun,17.12.6,12,5958210.0
blanket,662,480,noun.verb,650.12,12,5457762.0
dwelling,68,58,noun.verb,56.12,12,4629441.0
incorporating,12,10,verb,12,12,4445305.0
timeout,26,19,noun.verb.name,13.12.1,12,4305584.0
coloured,80,49,adjective.verb,68.12,12,3867584.0
fencing,70,49,noun.verb,58.12,12,3434739.0
blinds,109,82,noun.verb,97.12,12,3326896.0
brushes,72,57,noun.verb,60.12,12,3317239.0
mack,363,124,name.noun.verb,330.16.12,12,3243085.0
urges,93,69,noun.verb,80.12,12,3054809.0
neighboring,38,36,adjective.verb,26.12,12,2909095.0
importing,18,17,verb.noun.adjective,12.4.1,12,2862094.0
ack,29,15,name.verb.noun,15.12.2,12,2852879.0
boasts,16,15,verb.noun,12.4,12,2817353.0
armour,86,60,noun.verb,74.12,12,2813708.0
acclaimed,20,20,verb.adjective,12.8,12,2790613.0
overlay,31,26,noun.verb,19.12,12,2783154.0
constrained,12,12,verb,12,12,2683009.0
blends,14,13,verb.noun,12.2,12,2560019.0
preface,28,24,noun.verb,16.12,12,2461709.0
meds,242,158,noun.verb.name,224.12.5,12,2449826.0
averaging,14,13,verb.noun,12.2,12,2387410.0
crate,209,126,noun.verb,197.12,12,2336818.0
appropriated,13,12,verb.name,12.1,12,2330545.0
hoop,137,93,noun.verb.name,121.12.3,12,2310001.0
congrats,91,83,noun.verb.name,74.12.4,12,2013725.0
flavored,25,19,verb.adjective.name,12.12.1,12,1895495.0
damp,149,132,adjective.verb.noun,135.12.3,12,1877710.0
endeavour,30,23,noun.verb,18.12,12,1863290.0
blooms,35,28,noun.verb,23.12,12,1729847.0
temper,582,444,noun.verb,569.12,12,1717493.0
poo,102,57,noun.interjection.verb,68.22.12,12,1589025.0
amounted,12,12,verb,12,12,1561483.0
lube,35,28,noun.verb.name,19.12.3,12,1540706.0
inhibited,23,20,verb.adjective,12.11,12,1476480.0
steward,140,78,noun.verb.name,126.12.1,12,1452024.0
referencing,13,12,verb.adjective,12.1,12,1439923.0
redesigned,15,12,verb.name,12.3,12,1436962.0
reinforcing,14,14,verb.noun.adjective,12.1.1,12,1359602.0
forage,16,13,verb.noun,12.4,12,1343473.0
beagle,64,21,name.noun.verb,27.25.12,12,1303392.0
locust,44,17,noun.verb.name,20.12.12,12,1302839.0
rallies,41,38,noun.verb,29.12,12,1276149.0
specialise,12,11,verb,12,12,1200116.0
convoy,181,77,noun.verb,169.12,12,1134689.0
footing,52,50,noun.verb,40.12,12,1112584.0
communicates,13,12,verb,12,12,1106439.0
haste,106,79,noun.verb,96.12,12,1059853.0
crotch,140,113,noun.verb.name,123.12.5,12,1039119.0
winch,69,44,noun.verb,56.12,12,1016374.0
incubated,12,11,verb,12,12,963849.0
harms,14,14,verb.noun,12.6,12,954384.0
pertain,14,11,verb.noun,12.2,12,951882.0
zoned,18,17,verb.adjective,12.6,12,923678.0
shortening,17,15,verb.noun,12.4,12,917061.0
uniting,15,14,verb.adjective,12.3,12,900891.0
germs,154,114,noun.verb.name,140.12.1,12,888353.0
flied,13,6,verb.adjective,12.1,12,858118.0
condemns,12,12,verb,12,12,840158.0
culminating,12,12,verb,12,12,767216.0
dismantling,20,19,verb.noun,12.8,12,763308.0
subdued,32,32,adjective.verb,20.12,12,762612.0
profiled,13,13,verb.adjective,12.1,12,744294.0
isolating,21,19,verb.adjective.noun,12.7.2,12,743612.0
pollack,47,12,name.verb.noun,29.12.5,12,736042.0
esteemed,75,70,adjective.verb,63.12,12,725524.0
intensify,12,11,verb,12,12,723310.0
shrug,20,17,verb.noun,12.8,12,720506.0
propagated,12,8,verb,12,12,715547.0
earmarked,12,11,verb,12,12,712693.0
overlooks,13,12,verb,12,12,705194.0
grinned,12,11,verb,12,12,700875.0
reloading,13,13,verb.noun,12.1,12,699248.0
widened,14,13,verb.adjective,12.2,12,698758.0
bookworm,37,33,noun.verb.name,24.12.1,12,669719.0
sculpting,19,15,verb.noun,12.7,12,665551.0
inducted,12,11,verb,12,12,664860.0
bankroll,56,48,noun.verb,44.12,12,663777.0
subtracting,12,11,verb,12,12,644955.0
disregarded,12,12,verb,12,12,644203.0
caving,31,20,noun.verb,19.12,12,637293.0
secreted,12,11,verb,12,12,637230.0
marinated,18,16,verb.adjective.name,12.5.1,12,632251.0
kelp,63,21,noun.name.verb,32.19.12,12,625965.0
publicize,12,12,verb,12,12,617593.0
marginalized,13,13,verb.adjective,12.1,12,605950.0
licorice,44,35,noun.verb.name,28.12.4,12,603489.0
reclaiming,12,12,verb,12,12,589446.0
reputed,32,27,adjective.verb,20.12,12,587127.0
gasped,12,11,verb,12,12,572887.0
stuffs,34,24,noun.verb,23.12,12,568879.0
downsizing,13,13,verb.noun,12.1,12,568766.0
foreclosed,13,12,verb.adjective,12.1,12,561139.0
tumbled,12,11,verb,12,12,539245.0
anointed,38,20,adjective.verb.name,25.12.1,12,535681.0
fingerprinting,16,13,verb.noun.adjective,12.3.1,12,525484.0
overheating,19,17,verb.noun,12.7,12,515689.0
groaned,12,12,verb,12,12,502066.0
exemplifies,12,10,verb,12,12,496379.0
ogle,19,13,verb.name.noun,12.6.1,12,493507.0
countered,12,11,verb,12,12,489682.0
burrow,28,26,noun.verb.name,14.12.2,12,487085.0
disallowed,12,6,verb,12,12,483932.0
errands,195,157,noun.verb,183.12,12,480940.0
resorted,12,12,verb,12,12,477124.0
overshadowed,12,12,verb,12,12,466037.0
flanking,20,18,verb.adjective,12.8,12,462730.0
dissolving,17,15,verb.adjective,12.5,12,460927.0
crippling,37,35,adjective.verb,25.12,12,442891.0
marshmallow,77,58,noun.verb.name,54.12.11,12,435955.0
inoculated,14,10,verb.adjective,12.2,12,429207.0
digress,12,11,verb,12,12,419880.0
rattlesnake,86,56,noun.verb.name,62.12.11,12,415865.0
suffices,12,7,verb,12,12,412507.0
lubricated,18,14,verb.adjective,12.6,12,383404.0
sketched,12,12,verb,12,12,381858.0
moonshine,49,34,noun.verb.name,34.12.3,12,374270.0
rusted,36,32,adjective.verb,24.12,12,372521.0
breaching,13,11,verb.noun,12.1,12,371021.0
snob,111,86,noun.verb.name,94.12.3,12,363501.0
overgrown,49,47,adjective.verb.name,36.12.1,12,359873.0
recoup,12,10,verb,12,12,353144.0
applauds,12,9,verb,12,12,350445.0
scrimmage,40,28,noun.verb,28.12,12,347623.0
errand,204,168,noun.verb,191.12,12,346755.0
salutes,19,18,verb.noun,12.7,12,344792.0
consigned,12,11,verb,12,12,342101.0
sanctified,20,14,verb.adjective.name,12.6.1,12,338642.0
campaigned,12,11,verb,12,12,334640.0
lockup,69,57,noun.verb,57.12,12,329124.0
stifling,17,16,verb.adjective,12.5,12,319707.0
objecting,14,12,verb.noun.name,12.1.1,12,313049.0
lengthen,12,12,verb,12,12,311303.0
dawning,38,27,noun.verb.adjective,16.12.10,12,309187.0
sandwiched,12,10,verb,12,12,308169.0
grueling,34,33,adjective.verb.noun,20.12.2,12,303292.0
deterred,12,11,verb,12,12,300298.0
sleaze,39,38,noun.verb,27.12,12,297276.0
toppled,12,12,verb,12,12,289200.0
shoplifting,78,60,noun.verb.name,65.12.1,12,268139.0
seizes,12,11,verb,12,12,267285.0
fortify,12,11,verb,12,12,261545.0
baffles,19,15,verb.noun,12.7,12,261121.0
fumbling,15,15,verb.adjective.noun,12.2.1,12,260190.0
rears,17,17,verb.noun,12.5,12,260073.0
tooting,19,16,verb.noun.adjective,12.5.2,12,257942.0
impeding,12,12,verb,12,12,256703.0
skyrocketing,12,12,verb,12,12,254876.0
penalize,12,12,verb,12,12,251851.0
plummeted,12,12,verb,12,12,245691.0
