gun,10873,2976,10548,2928,"213,20","4,0364","35,48","3,4738"
middle,4549,2957,4154,2785,"89,20","3,6580","35,25","3,4710"
human,6363,2931,5908,2827,"124,76","3,8037","34,94","3,4672"
wake,5366,2929,3870,2474,"105,22","3,7297","34,92","3,4669"
month,4854,2895,4782,2866,"95,18","3,6862","34,51","3,4618"
table,5387,2889,5136,2826,"105,63","3,7314","34,44","3,4609"
simple,4555,2861,4169,2706,"89,31","3,6586","34,11","3,4567"
secret,5585,2847,4969,2688,"109,51","3,7471","33,94","3,4545"
personal,4675,2828,4488,2762,"91,67","3,6699","33,71","3,4516"
blow,4976,2826,4475,2660,"97,57","3,6970","33,69","3,4513"
short,4367,2823,4033,2707,"85,63","3,6403","33,66","3,4509"
dream,6798,2809,6418,2729,"133,29","3,8324","33,49","3,4487"
evening,6155,2803,5716,2681,"120,69","3,7893","33,42","3,4478"
happening,4618,2792,4601,2789,"90,55","3,6645","33,29","3,4461"
clothes,5158,2790,5060,2761,"101,14","3,7126","33,26","3,4458"
win,6867,2788,6649,2753,"134,65","3,8368","33,24","3,4454"
cover,4808,2782,4247,2569,"94,27","3,6821","33,17","3,4445"
road,5709,2766,5043,2567,"111,94","3,7566","32,98","3,4420"
kiss,6179,2739,5294,2483,"121,16","3,7910","32,65","3,4378"
surprise,4534,2738,3954,2556,"88,90","3,6566","32,64","3,4376"
forever,4529,2737,4119,2648,"88,80","3,6561","32,63","3,4374"
floor,5132,2732,5030,2699,"100,63","3,7104","32,57","3,4366"
standing,3994,2702,3712,2588,"78,31","3,6015","32,21","3,4318"
music,7734,2699,6912,2508,"151,65","3,8885","32,18","3,4314"
charge,4559,2675,4201,2554,"89,39","3,6590","31,89","3,4275"
state,5500,2669,3976,2195,"107,84","3,7404","31,82","3,4265"
count,4588,2655,3618,2421,"89,96","3,6617","31,65","3,4242"
Daddy,9439,2645,2455,1238,"185,08","3,9750","31,53","3,4226"
lunch,5310,2637,4997,2561,"104,12","3,7252","31,44","3,4213"
future,5278,2631,5099,2607,"103,49","3,7226","31,37","3,4203"
dark,4519,2629,4110,2496,"88,61","3,6551","31,34","3,4200"
paper,5271,2626,4995,2557,"103,35","3,7220","31,31","3,4195"
team,7528,2623,6765,2473,"147,61","3,8767","31,27","3,4190"
present,4562,2622,4340,2544,"89,45","3,6593","31,26","3,4188"
report,5508,2621,5109,2527,"108,00","3,7411","31,25","3,4186"
mess,3985,2614,3856,2560,"78,14","3,6005","31,16","3,4175"
hospital,6334,2611,5727,2472,"124,20","3,8017","31,13","3,4170"
return,4676,2611,4311,2508,"91,69","3,6700","31,13","3,4170"
afternoon,4666,2597,4410,2505,"91,49","3,6690","30,96","3,4146"
weird,5156,2597,4836,2513,"101,10","3,7124","30,96","3,4146"
difference,4066,2593,4045,2583,"79,73","3,6093","30,91","3,4140"
fix,4426,2576,4091,2463,"86,78","3,6461","30,71","3,4111"
pain,4995,2568,4767,2516,"97,94","3,6986","30,62","3,4098"
war,8912,2546,7448,2218,"174,75","3,9500","30,35","3,4060"
pleasure,4118,2545,3711,2365,"80,75","3,6148","30,34","3,4059"
shit,24207,2531,17852,2321,"474,65","4,3840","30,17","3,4035"
million,6145,2528,6091,2519,"120,49","3,7886","30,14","3,4029"
law,5932,2517,5421,2413,"116,31","3,7733","30,01","3,4011"
lead,4246,2517,4021,2426,"83,25","3,6281","30,01","3,4011"
bag,4796,2508,4600,2458,"94,04","3,6810","29,90","3,3995"
situation,4207,2505,4138,2488,"82,49","3,6241","29,86","3,3990"
age,4039,2499,3772,2388,"79,20","3,6064","29,79","3,3979"
sex,7761,2490,7147,2392,"152,18","3,8900","29,69","3,3964"
blue,5222,2487,3736,2106,"102,39","3,7179","29,65","3,3959"
walking,3826,2470,3559,2368,"75,02","3,5829","29,45","3,3929"
calm,4541,2466,2998,1948,"89,04","3,6572","29,40","3,3922"
dance,7550,2465,6993,2378,"148,04","3,8780","29,39","3,3920"
deep,3896,2454,3285,2263,"76,39","3,5907","29,26","3,3901"
class,5985,2445,5569,2353,"117,35","3,7771","29,15","3,3885"
seat,4018,2443,3943,2416,"78,78","3,6041","29,12","3,3881"
window,4386,2442,4287,2410,"86,00","3,6422","29,11","3,3879"
message,4667,2424,4509,2392,"91,51","3,6691","28,90","3,3847"
history,4280,2416,3908,2307,"83,92","3,6315","28,80","3,3833"
building,5078,2411,4690,2305,"99,57","3,7058","28,74","3,3824"
quit,4595,2408,3798,2088,"90,10","3,6624","28,71","3,3818"
service,4076,2407,3427,2188,"79,92","3,6103","28,70","3,3817"
smell,4240,2396,3961,2308,"83,14","3,6275","28,56","3,3797"
voice,4394,2396,4207,2340,"86,16","3,6430","28,56","3,3797"
record,4365,2395,4265,2365,"85,59","3,6401","28,55","3,3795"
bother,3436,2383,3399,2370,"67,37","3,5362","28,41","3,3773"
killing,3965,2381,3694,2296,"77,75","3,5984","28,39","3,3769"
information,4557,2373,4449,2344,"89,35","3,6588","28,29","3,3755"
offer,3810,2371,3740,2342,"74,71","3,5810","28,27","3,3751"
favor,3609,2370,3569,2366,"70,76","3,5575","28,25","3,3749"
fool,4556,2370,4311,2308,"89,33","3,6587","28,25","3,3749"
trip,4202,2366,4055,2343,"82,39","3,6236","28,21","3,3742"
box,4577,2353,4355,2296,"89,75","3,6607","28,05","3,3718"
hide,3554,2348,3208,2224,"69,69","3,5508","27,99","3,3709"
share,3545,2346,3399,2296,"69,51","3,5497","27,97","3,3705"
earth,5074,2339,2773,1703,"99,49","3,7054","27,89","3,3692"
boss,6339,2333,5071,2216,"124,29","3,8021","27,81","3,3681"
speaking,3565,2326,2507,1775,"69,90","3,5522","27,73","3,3668"
buddy,5247,2321,4328,2189,"102,88","3,7200","27,67","3,3659"
Goodbye,5942,2268,2106,1294,"116,51","3,7740","27,04","3,3558"
ground,3696,2265,3572,2223,"72,47","3,5678","27,00","3,3553"
respect,3644,2265,3476,2226,"71,45","3,5617","27,00","3,3553"
driving,3780,2264,3627,2207,"74,12","3,5776","26,99","3,3551"
private,3874,2257,3215,2108,"75,96","3,5883","26,91","3,3537"
listening,3205,2252,3098,2192,"62,84","3,5060","26,85","3,3528"
beginning,3219,2242,3142,2207,"63,12","3,5079","26,73","3,3508"
system,4667,2240,4500,2200,"91,51","3,6691","26,70","3,3504"
bar,4385,2220,3980,2091,"85,98","3,6421","26,47","3,3465"
mention,3033,2211,2985,2184,"59,47","3,4820","26,36","3,3448"
position,3676,2191,3613,2171,"72,08","3,5655","26,12","3,3408"
dress,4447,2186,4328,2134,"87,20","3,6482","26,06","3,3398"
carry,3361,2181,2973,2003,"65,90","3,5266","26,00","3,3389"
plenty,3178,2181,2704,1961,"62,31","3,5023","26,00","3,3389"
accident,4146,2180,4061,2166,"81,29","3,6177","25,99","3,3387"
list,4110,2176,4045,2151,"80,59","3,6139","25,94","3,3379"
notice,3022,2170,2833,2069,"59,25","3,4804","25,87","3,3367"
doubt,3205,2165,3141,2130,"62,84","3,5060","25,81","3,3357"
key,4430,2165,4165,2099,"86,86","3,6465","25,81","3,3357"
kick,3744,2163,3238,2006,"73,41","3,5735","25,79","3,3353"
area,3821,2159,3663,2099,"74,92","3,5823","25,74","3,3345"
joke,3724,2158,3649,2134,"73,02","3,5711","25,73","3,3343"
club,5038,2156,3698,1745,"98,78","3,7023","25,70","3,3339"
upstairs,3607,2155,3327,2044,"70,73","3,5573","25,69","3,3336"
idiot,3377,2147,3112,2032,"66,22","3,5287","25,60","3,3320"
store,4178,2145,4040,2095,"81,92","3,6211","25,57","3,3316"
