Word,FREQcount,CDcount,FREQlow,Cdlow,SUBTLWF,Lg10WF,SUBTLCD,Lg10CD,Dom_PoS_SUBTLEX,Freq_dom_PoS_SUBTLEX,Percentage_dom_PoS,All_PoS_SUBTLEX,All_freqs_SUBTLEX,Noun_freq
profit,559,430,530,419,10.96,2.7482,5.13,2.6345,Noun,472.0,0.84,Noun.Verb.Name,472.85.2,472
alliance,465,190,174,115,9.12,2.6684,2.27,2.281,Noun,471.0,1.0,Noun,471,471
dynamite,515,279,420,250,10.1,2.7126,3.33,2.4472,Noun,471.0,0.92,Noun.Verb.Name,471.39.4,471
knight,1365,342,426,189,26.76,3.1355,4.08,2.5353,Name,885.0,0.65,Name.Noun.Verb,885.471.7,471
worm,516,271,430,260,10.12,2.7135,3.23,2.4346,Noun,471.0,0.91,Noun.Verb.Name,471.39.5,471
jam,690,461,592,413,13.53,2.8395,5.5,2.6646,Noun,470.0,0.68,Noun.Verb,470.220,470
web,470,288,324,195,9.22,2.673,3.43,2.4609,Noun,470.0,1.0,Noun,470,470
cliff,1100,381,383,272,21.57,3.0418,4.54,2.5821,Name,629.0,0.57,Name.Noun,629.469,469
horror,468,335,416,312,9.18,2.6712,3.99,2.5263,Noun,469.0,1.0,Noun,469,469
root,534,382,473,357,10.47,2.7284,4.55,2.5832,Noun,469.0,0.88,Noun.Verb.Name,469.64.1,469
tournament,464,157,409,140,9.1,2.6675,1.87,2.1987,Noun,469.0,1.0,Noun,469,469
bonus,469,336,445,323,9.2,2.6721,4.01,2.5276,Noun,466.0,1.0,Noun,466,466
impact,480,357,462,347,9.41,2.6821,4.26,2.5539,Noun,466.0,0.97,Noun.Verb,466.15,466
ladder,472,313,430,304,9.25,2.6749,3.73,2.4969,Noun,466.0,0.99,Noun.Name.Verb,466.3.1,466
poet,470,274,425,263,9.22,2.673,3.27,2.4393,Noun,466.0,0.99,Noun.Name,466.3,466
ape,493,173,387,168,9.67,2.6937,2.06,2.2405,Noun,464.0,0.94,Noun.Verb.Name,464.22.7,464
bacon,605,399,461,341,11.86,2.7825,4.76,2.6021,Noun,464.0,0.77,Noun.Name,464.140,464
conclusion,465,404,455,397,9.12,2.6684,4.82,2.6075,Noun,464.0,1.0,Noun,464,464
penalty,464,307,449,301,9.1,2.6675,3.66,2.4886,Noun,464.0,1.0,Noun,464,464
photograph,579,407,566,400,11.35,2.7634,4.85,2.6107,Noun,464.0,0.8,Noun.Verb,464.114,464
photographer,465,288,427,272,9.12,2.6684,3.43,2.4609,Noun,464.0,1.0,Noun,464,464
burden,501,391,462,383,9.82,2.7007,4.66,2.5933,Noun,463.0,0.92,Noun.Verb.Name,463.33.5,463
kindness,460,349,439,341,9.02,2.6637,4.16,2.5441,Noun,463.0,1.0,Noun,463,463
population,464,364,434,338,9.1,2.6675,4.34,2.5623,Noun,463.0,1.0,Noun.Name,463.1,463
recovery,464,341,421,315,9.1,2.6675,4.07,2.534,Noun,463.0,1.0,Noun,463,463
discipline,462,335,419,315,9.06,2.6656,3.99,2.5263,Noun,462.0,1.0,Noun,462,462
profession,461,380,452,374,9.04,2.6646,4.53,2.5809,Noun,461.0,1.0,Noun,461,461
maniac,479,351,434,339,9.39,2.6812,4.18,2.5465,Noun,460.0,0.96,Noun.Name,460.17,460
cargo,459,238,421,221,9.0,2.6628,2.84,2.3784,Noun,459.0,1.0,Noun,459,459
terror,459,319,371,293,9.0,2.6628,3.8,2.5051,Noun,459.0,1.0,Noun,459,459
certificate,458,297,444,288,8.98,2.6618,3.54,2.4742,Noun,458.0,1.0,Noun,458,458
focus,1499,1073,1253,939,29.39,3.1761,12.79,3.031,Verb,1039.0,0.69,Verb.Noun,1039.458,458
massage,565,356,542,344,11.08,2.7528,4.24,2.5527,Noun,458.0,0.81,Noun.Verb,458.107,458
mill,486,191,350,154,9.53,2.6875,2.28,2.2833,Noun,458.0,0.94,Noun.Name.Verb,458.27.1,458
potential,960,748,925,729,18.82,2.9827,8.92,2.8745,Adjective,502.0,0.52,Adjective.Noun,502.458,458
swing,1325,857,1064,755,25.98,3.1225,10.22,2.9335,Verb,867.0,0.65,Verb.Noun,867.458,458
comment,654,489,630,472,12.82,2.8162,5.83,2.6902,Noun,457.0,0.7,Noun.Verb,457.196,457
appetite,456,389,450,384,8.94,2.6599,4.64,2.5911,Noun,456.0,1.0,Noun,456,456
coffin,461,255,428,245,9.04,2.6646,3.04,2.4082,Noun,456.0,1.0,Noun,456,456
blast,825,598,661,513,16.18,2.917,7.13,2.7774,Noun,455.0,0.55,Noun.Verb,455.369,455
blessing,495,400,480,394,9.71,2.6955,4.77,2.6031,Noun,455.0,0.92,Noun.Verb,455.39,455
breast,457,316,424,299,8.96,2.6609,3.77,2.5011,Noun,455.0,1.0,Noun.Verb,455.1,455
novel,513,297,504,293,10.06,2.711,3.54,2.4742,Noun,455.0,0.89,Noun.Adjective,455.58,455
technique,456,357,441,349,8.94,2.6599,4.26,2.5539,Noun,455.0,1.0,Noun,455,455
weakness,454,385,451,383,8.9,2.658,4.59,2.5866,Noun,454.0,1.0,Noun,454,454
feed,2162,1474,1945,1394,42.39,3.3351,17.57,3.1688,Verb,1708.0,0.79,Verb.Noun,1708.453,453
oven,453,331,429,316,8.88,2.6571,3.95,2.5211,Noun,452.0,1.0,Noun,452,452
review,755,531,677,478,14.8,2.8785,6.33,2.7259,Noun,452.0,0.6,Noun.Verb.Name,452.297.4,452
sum,523,358,419,339,10.25,2.7193,4.27,2.5551,Noun,452.0,0.88,Noun.Verb.Name,452.61.1,452
hint,469,400,456,396,9.2,2.6721,4.77,2.6031,Noun,451.0,0.96,Noun.Verb,451.17,451
journal,453,271,294,187,8.88,2.6571,3.23,2.4346,Noun,451.0,1.0,Noun.Name,451.1,451
storage,452,326,412,307,8.86,2.6561,3.89,2.5145,Noun,451.0,1.0,Noun.Name,451.1,451
fork,450,316,390,285,8.82,2.6542,3.77,2.5011,Noun,449.0,1.0,Noun,449,449
hunter,936,385,430,273,18.35,2.9717,4.59,2.5866,Name,509.0,0.53,Name.Noun,509.449,449
reunion,450,270,433,263,8.82,2.6542,3.22,2.433,Noun,449.0,1.0,Noun.Name,449.1,449
creek,454,241,192,136,8.9,2.658,2.87,2.3838,Noun,448.0,0.99,Noun.Name,448.4,448
deed,475,273,444,267,9.31,2.6776,3.25,2.4378,Noun,448.0,1.0,Noun,448,448
shore,1013,455,503,344,19.86,3.006,5.42,2.659,Name,503.0,0.5,Name.Noun.Verb,503.448.64,448
lipstick,449,331,414,315,8.8,2.6532,3.95,2.5211,Noun,447.0,1.0,Noun,447,447
proposal,448,324,438,318,8.78,2.6522,3.86,2.5119,Noun,447.0,1.0,Noun,447,447
hurricane,447,178,370,151,8.76,2.6513,2.12,2.2529,Noun,445.0,1.0,Noun,445,445
infection,446,296,433,294,8.75,2.6503,3.53,2.4728,Noun,445.0,1.0,Noun,445,445
visitor,446,372,429,363,8.75,2.6503,4.43,2.5717,Noun,445.0,1.0,Noun,445,445
flash,783,578,609,502,15.35,2.8943,6.89,2.7627,Noun,444.0,0.57,Noun.Verb.Adjective.Name,444.214.123.2,444
mankind,447,334,413,317,8.76,2.6513,3.98,2.525,Noun,444.0,1.0,Noun,444,444
shrimp,444,246,384,215,8.71,2.6484,2.93,2.3927,Noun,444.0,1.0,Noun,444,444
throne,441,232,428,229,8.65,2.6454,2.77,2.3674,Noun,444.0,1.0,Noun,444,444
flu,444,255,423,248,8.71,2.6484,3.04,2.4082,Noun,442.0,1.0,Noun.Name,442.1,442
snack,466,348,427,326,9.14,2.6693,4.15,2.5428,Noun,442.0,0.95,Noun.Verb,442.25,442
balloon,442,261,422,257,8.67,2.6464,3.11,2.4183,Noun,441.0,1.0,Noun,441,441
cemetery,443,273,393,242,8.69,2.6474,3.25,2.4378,Noun,441.0,1.0,Noun,441,441
chemistry,442,299,400,282,8.67,2.6464,3.56,2.4771,Noun,441.0,1.0,Noun,441,441
down,76004,8161,73713,8147,1490.27,4.8808,97.29,3.9118,Adverb,70578.0,0.93,Adverb.Preposition.Noun.Adjective.Verb.Name,70578.4311.441.261.167.130,441
fame,441,325,349,267,8.65,2.6454,3.87,2.5132,Noun,440.0,1.0,Noun.Name,440.1,440
flame,461,323,413,301,9.04,2.6646,3.85,2.5105,Noun,440.0,0.96,Noun.Verb.Name,440.12.8,440
motorcycle,455,243,410,231,8.92,2.659,2.9,2.3874,Noun,440.0,0.97,Noun.Verb,440.13,440
chart,483,339,464,331,9.47,2.6848,4.04,2.5315,Noun,439.0,0.91,Noun.Verb,439.44,439
document,515,319,496,305,10.1,2.7126,3.8,2.5051,Noun,439.0,0.85,Noun.Verb,439.76,439
sink,863,646,817,615,16.92,2.9365,7.7,2.8109,Noun,438.0,0.51,Noun.Verb.Name,438.424.1,438
symbol,438,335,432,329,8.59,2.6425,3.99,2.5263,Noun,438.0,1.0,Noun,438,438
deer,444,245,383,215,8.71,2.6484,2.92,2.3909,Noun,437.0,0.99,Noun.Name,437.6,437
diary,458,235,398,213,8.98,2.6618,2.8,2.3729,Noun,437.0,0.94,Noun.Name,437.26,437
goddess,447,221,314,185,8.76,2.6513,2.63,2.3464,Noun,437.0,0.98,Noun.Name,437.9,437
pace,488,337,344,280,9.57,2.6893,4.02,2.5289,Noun,437.0,0.9,Noun.Verb,437.51,437
principal,701,366,470,320,13.75,2.8463,4.36,2.5647,Noun,437.0,0.63,Noun.Adjective.Name,437.256.5,437
standing,3994,2702,3712,2588,78.31,3.6015,32.21,3.4318,Verb,3546.0,0.89,Verb.Noun.Adjective,3546.437.6,437
tension,436,356,411,339,8.55,2.6405,4.24,2.5527,Noun,436.0,1.0,Noun,436,436
waiting,10767,4980,10338,4897,211.12,4.0321,59.37,3.6973,Verb,10248.0,0.95,Verb.Noun.Adjective,10248.436.77,436
grip,494,399,477,391,9.69,2.6946,4.76,2.6021,Noun,435.0,0.88,Noun.Verb,435.59,435
candidate,434,277,406,263,8.51,2.6385,3.3,2.444,Noun,434.0,1.0,Noun,434,434
curiosity,435,360,395,335,8.53,2.6395,4.29,2.5575,Noun,434.0,1.0,Noun.Name,434.1,434
gallery,434,239,385,223,8.51,2.6385,2.85,2.3802,Noun,434.0,1.0,Noun,434,434
transmission,435,264,408,249,8.53,2.6395,3.15,2.4232,Noun,434.0,1.0,Noun,434,434
invasion,434,237,390,209,8.51,2.6385,2.83,2.3766,Noun,433.0,1.0,Noun,433,433
robe,433,278,407,272,8.49,2.6375,3.31,2.4456,Noun,433.0,1.0,Noun,433,433
clay,612,215,197,139,12.0,2.7875,2.56,2.3345,Noun,432.0,0.71,Noun.Name,432.180,432
deposit,551,373,524,360,10.8,2.7419,4.45,2.5729,Noun,432.0,0.78,Noun.Verb,432.119,432
burn,2816,1641,2372,1509,55.22,3.4498,19.56,3.2154,Verb,2382.0,0.85,Verb.Noun.Name,2382.431.1,431
lamb,542,322,426,280,10.63,2.7348,3.84,2.5092,Noun,431.0,0.8,Noun.Name.Verb,431.108.2,431
resistance,431,272,289,236,8.45,2.6355,3.24,2.4362,Noun,431.0,1.0,Noun,431,431
swim,1622,844,1482,807,31.8,3.2103,10.06,2.9269,Verb,1183.0,0.73,Verb.Noun,1183.431,431
zero,1094,651,694,519,21.45,3.0394,7.76,2.8142,Number,570.0,0.52,Number.Noun.Verb.Name,570.431.83.9,431
retirement,431,326,403,310,8.45,2.6355,3.89,2.5145,Noun,430.0,1.0,Noun,430,430
scratch,961,734,836,662,18.84,2.9832,8.75,2.8663,Verb,525.0,0.55,Verb.Noun.Name,525.430.6,430
approval,428,333,423,330,8.39,2.6325,3.97,2.5237,Noun,429.0,1.0,Noun,429,429
haircut,429,320,420,314,8.41,2.6335,3.81,2.5065,Noun,429.0,1.0,Noun,429,429
phrase,464,360,460,357,9.1,2.6675,4.29,2.5575,Noun,429.0,0.93,Noun.Verb,429.34,429
alibi,426,249,417,241,8.35,2.6304,2.97,2.3979,Noun,428.0,1.0,Noun,428,428
chill,828,540,559,412,16.24,2.9186,6.44,2.7332,Noun,428.0,0.52,Noun.Verb.Adjective,428.391.7,428
cart,461,325,449,321,9.04,2.6646,3.87,2.5132,Noun,427.0,0.93,Noun.Verb,427.30,427
courtroom,427,244,422,243,8.37,2.6314,2.91,2.3892,Noun,427.0,1.0,Noun,427,427
refrigerator,427,314,416,306,8.37,2.6314,3.74,2.4983,Noun,427.0,1.0,Noun,427,427
sequence,428,200,414,195,8.39,2.6325,2.38,2.3032,Noun,427.0,1.0,Noun.Name,427.1,427
granny,430,143,106,75,8.43,2.6345,1.7,2.1584,Noun,426.0,1.0,Noun.Name,426.1,426
limo,432,257,411,249,8.47,2.6365,3.06,2.4116,Noun,426.0,0.99,Noun.Name,426.5,426
slip,1320,1043,1237,998,25.88,3.1209,12.43,3.0187,Verb,896.0,0.68,Verb.Noun,896.426,426
software,430,163,363,157,8.43,2.6345,1.94,2.2148,Noun,426.0,1.0,Noun,426,426
nickel,431,338,422,331,8.45,2.6355,4.03,2.5302,Noun,425.0,1.0,Noun,425,425
scale,485,391,469,383,9.51,2.6866,4.66,2.5933,Noun,425.0,0.88,Noun.Verb,425.59,425
civilization,425,291,394,274,8.33,2.6294,3.47,2.4654,Noun,424.0,1.0,Noun,424,424
emotion,423,341,398,330,8.29,2.6274,4.07,2.534,Noun,424.0,1.0,Noun,424,424
sympathy,426,356,400,344,8.35,2.6304,4.24,2.5527,Noun,424.0,1.0,Noun,424,424
cabinet,425,312,364,280,8.33,2.6294,3.72,2.4955,Noun,423.0,1.0,Noun.Name,423.1,423
ceiling,426,350,421,346,8.35,2.6304,4.17,2.5453,Noun,423.0,1.0,Noun,423,423
appeal,663,486,650,479,13.0,2.8222,5.79,2.6875,Noun,422.0,0.64,Noun.Verb,422.239,422
arrival,422,354,410,345,8.27,2.6263,4.22,2.5502,Noun,422.0,1.0,Noun,422,422
depth,421,261,382,245,8.25,2.6253,3.11,2.4183,Noun,422.0,1.0,Noun,422,422
philosophy,422,324,393,308,8.27,2.6263,3.86,2.5119,Noun,422.0,1.0,Noun,422,422
illusion,421,305,412,301,8.25,2.6253,3.64,2.4857,Noun,421.0,1.0,Noun,421,421
jar,424,297,413,289,8.31,2.6284,3.54,2.4742,Noun,421.0,0.99,Noun.Verb,421.3,421
residence,421,342,403,332,8.25,2.6253,4.08,2.5353,Noun,421.0,1.0,Noun,421,421
transport,571,373,504,339,11.2,2.7574,4.45,2.5729,Noun,421.0,0.74,Noun.Verb,421.150,421
inn,428,177,419,176,8.39,2.6325,2.11,2.2504,Noun,420.0,0.99,Noun.Name,420.3,420
auction,454,203,428,197,8.9,2.658,2.42,2.3096,Noun,419.0,0.92,Noun.Verb,419.35,419
congress,419,236,60,38,8.22,2.6232,2.81,2.3747,Noun,419.0,1.0,Noun,419,419
sleeping,3027,2041,2828,1937,59.35,3.4812,24.33,3.3101,Verb,2182.0,0.72,Verb.Adjective.Noun,2182.423.418,418
yacht,419,197,388,176,8.22,2.6232,2.35,2.2967,Noun,418.0,1.0,Noun,418,418
nail,951,710,846,678,18.65,2.9786,8.46,2.8519,Verb,533.0,0.56,Verb.Noun,533.417,417
swamp,458,204,363,159,8.98,2.6618,2.43,2.3118,Noun,417.0,0.91,Noun.Verb,417.39,417
fur,422,285,393,271,8.27,2.6263,3.4,2.4564,Noun,416.0,0.99,Noun.Name.Verb,416.5.1,416
conflict,444,337,424,324,8.71,2.6484,4.02,2.5289,Noun,415.0,0.93,Noun.Verb,415.29,415
perspective,419,337,409,332,8.22,2.6232,4.02,2.5289,Noun,415.0,1.0,Noun,415,415
counselor,506,308,366,252,9.92,2.705,3.67,2.49,Noun,414.0,0.83,Noun.Name,414.87,414
harmony,419,202,194,159,8.22,2.6232,2.41,2.3075,Noun,414.0,0.99,Noun.Name,414.5,414
cane,425,162,245,149,8.33,2.6294,1.93,2.2122,Noun,413.0,0.97,Noun.Verb.Name,413.11.1,413
capacity,413,332,406,329,8.1,2.617,3.96,2.5224,Noun,413.0,1.0,Noun,413,413
con,644,387,521,331,12.63,2.8096,4.61,2.5888,Noun,413.0,0.65,Noun.Verb.Name,413.201.20,413
consciousness,413,277,394,272,8.1,2.617,3.3,2.444,Noun,413.0,1.0,Noun,413,413
instrument,413,313,410,311,8.1,2.617,3.73,2.4969,Noun,413.0,1.0,Noun,413,413
messenger,411,283,359,267,8.06,2.6149,3.37,2.4533,Noun,413.0,1.0,Noun,413,413
compliment,523,461,512,451,10.25,2.7193,5.5,2.6646,Noun,411.0,0.79,Noun.Verb,411.112,411
enterprise,413,164,139,124,8.1,2.617,1.96,2.2175,Noun,411.0,1.0,Noun.Name,411.1,411
identification,409,301,369,269,8.02,2.6128,3.59,2.48,Noun,411.0,1.0,Noun,411,411
lecture,534,408,522,405,10.47,2.7284,4.86,2.6117,Noun,411.0,0.77,Noun.Verb,411.123,411
cherry,693,377,394,283,13.59,2.8414,4.49,2.5775,Noun,410.0,0.59,Noun.Name,410.283,410
exception,409,375,396,367,8.02,2.6128,4.47,2.5752,Noun,410.0,1.0,Noun,410,410
tin,441,269,270,220,8.65,2.6454,3.21,2.4314,Noun,410.0,0.94,Noun.Name.Adjective.Verb,410.22.2.1,410
tray,410,281,353,268,8.04,2.6138,3.35,2.4502,Noun,410.0,1.0,Noun.Name,410.1,410
ankle,409,286,399,278,8.02,2.6128,3.41,2.4579,Noun,409.0,1.0,Noun,409,409
reference,432,336,406,332,8.47,2.6365,4.01,2.5276,Noun,409.0,0.95,Noun.Verb.Preposition.Name,409.18.2.2,409
candle,409,291,393,279,8.02,2.6128,3.47,2.4654,Noun,408.0,1.0,Noun,408,408
drawing,817,564,757,541,16.02,2.9128,6.72,2.752,Verb,412.0,0.5,Verb.Noun,412.408,408
panties,414,261,398,255,8.12,2.618,3.11,2.4183,Noun,408.0,0.99,Noun.Name,408.4,408
bait,496,392,457,370,9.73,2.6964,4.67,2.5944,Noun,407.0,0.82,Noun.Verb,407.89,407
dock,497,307,441,289,9.75,2.6972,3.66,2.4886,Noun,407.0,0.82,Noun.Verb.Name,407.81.9,407
alpha,414,208,87,66,8.12,2.618,2.48,2.3201,Noun,406.0,0.99,Noun.Name,406.4,406
eternity,407,301,381,287,7.98,2.6107,3.59,2.48,Noun,406.0,1.0,Noun,406,406
grandson,407,246,398,242,7.98,2.6107,2.93,2.3927,Noun,406.0,1.0,Noun,406,406
piss,1203,811,1033,719,23.59,3.0806,9.67,2.9096,Verb,798.0,0.66,Verb.Noun,798.405,405
pod,408,128,285,117,8.0,2.6117,1.53,2.1106,Noun,405.0,1.0,Noun.Verb.Name,405.1.1,405
singing,2281,1194,2033,1097,44.73,3.3583,14.23,3.0774,Verb,1871.0,0.82,Verb.Noun,1871.405,405
abuse,523,409,503,396,10.25,2.7193,4.88,2.6128,Noun,404.0,0.77,Noun.Verb.Name,404.118.1,404
breeze,410,324,374,304,8.04,2.6138,3.86,2.5119,Noun,404.0,0.99,Noun.Verb.Name,404.4.2,404
debate,474,278,467,275,9.29,2.6767,3.31,2.4456,Noun,404.0,0.85,Noun.Verb,404.69,404
depression,406,304,308,244,7.96,2.6096,3.62,2.4843,Noun,404.0,1.0,Noun.Name,404.1,404
password,407,191,367,179,7.98,2.6107,2.28,2.2833,Noun,404.0,1.0,Noun,404,404
skill,404,327,399,325,7.92,2.6075,3.9,2.5159,Noun,404.0,1.0,Noun,404,404
tuna,408,244,317,206,8.0,2.6117,2.91,2.3892,Noun,404.0,1.0,Noun.Name,404.2,404
businessman,404,325,389,315,7.92,2.6075,3.87,2.5132,Noun,403.0,1.0,Noun.Name,403.1,403
footage,422,256,417,255,8.27,2.6263,3.05,2.4099,Noun,403.0,0.97,Noun.Verb,403.14,403
method,402,300,367,285,7.88,2.6053,3.58,2.4786,Noun,403.0,1.0,Noun,403,403
association,414,309,204,170,8.12,2.618,3.68,2.4914,Noun,402.0,0.97,Noun.Preposition,402.13,402
author,405,251,352,231,7.94,2.6085,2.99,2.4014,Noun,402.0,0.99,Noun.Name.Verb,402.2.1,402
formula,401,184,383,175,7.86,2.6042,2.19,2.2672,Noun,402.0,1.0,Noun,402,402
mass,880,620,712,521,17.25,2.945,7.39,2.7931,Adjective,407.0,0.47,Adjective.Noun.Name.Verb,407.402.59.2,402
sickness,405,321,390,314,7.94,2.6085,3.83,2.5079,Noun,402.0,1.0,Noun,402,402
welfare,402,267,346,251,7.88,2.6053,3.18,2.4281,Noun,402.0,1.0,Noun,402,402
saint,914,504,400,281,17.92,2.9614,6.01,2.7033,Name,511.0,0.56,Name.Noun,511.401,401
dressing,804,614,773,594,15.76,2.9058,7.32,2.7889,Verb,403.0,0.5,Verb.Noun,403.400,400
prosecution,401,207,365,195,7.86,2.6042,2.47,2.3181,Noun,400.0,1.0,Noun,400,400
embassy,397,182,233,117,7.78,2.5999,2.17,2.2625,Noun,397.0,1.0,Noun,397,397
forehead,400,336,395,331,7.84,2.6031,4.01,2.5276,Noun,397.0,1.0,Noun.Name,397.1,397
pepper,449,267,275,199,8.8,2.6532,3.18,2.4281,Noun,397.0,0.88,Noun.Name.Verb,397.47.5,397
rainbow,407,232,264,173,7.98,2.6107,2.77,2.3674,Noun,397.0,0.98,Noun.Name,397.7,397
sausage,397,226,360,206,7.78,2.5999,2.69,2.356,Noun,397.0,1.0,Noun,397,397
bubble,408,292,371,269,8.0,2.6117,3.48,2.4669,Noun,396.0,0.97,Noun.Verb.Name,396.11.1,396
institution,396,317,390,312,7.76,2.5988,3.78,2.5024,Noun,396.0,1.0,Noun,396,396
mole,411,162,316,148,8.06,2.6149,1.93,2.2122,Noun,396.0,0.97,Noun.Verb.Name,396.9.4,396
cannon,444,255,322,201,8.71,2.6484,3.04,2.4082,Noun,395.0,0.89,Noun.Name.Verb,395.42.6,395
cooperation,407,337,393,327,7.98,2.6107,4.02,2.5289,Noun,395.0,0.97,Noun.Preposition,395.11,395
principle,395,316,383,309,7.75,2.5977,3.77,2.5011,Noun,395.0,1.0,Noun,395,395
tramp,423,262,329,237,8.29,2.6274,3.12,2.42,Noun,395.0,0.94,Noun.Verb.Name,395.23.1,395
attic,400,237,379,231,7.84,2.6031,2.83,2.3766,Noun,392.0,0.98,Noun.Adjective,392.8,392
corporation,393,260,248,179,7.71,2.5955,3.1,2.4166,Noun,392.0,1.0,Noun,392,392
function,565,441,561,439,11.08,2.7528,5.26,2.6454,Noun,392.0,0.7,Noun.Verb,392.172,392
tap,752,480,653,440,14.75,2.8768,5.72,2.6821,Noun,392.0,0.52,Noun.Verb,392.359,392
bracelet,398,193,390,190,7.8,2.601,2.3,2.2878,Noun,391.0,1.0,Noun,391,391
importance,390,334,390,334,7.65,2.5922,3.98,2.525,Noun,391.0,1.0,Noun,391,391
proposition,402,310,388,299,7.88,2.6053,3.7,2.4928,Noun,391.0,0.97,Noun.Verb,391.11,391
gratitude,395,338,376,325,7.75,2.5977,4.03,2.5302,Noun,390.0,0.99,Noun.Name,390.2,390
pearl,799,304,235,118,15.67,2.9031,3.62,2.4843,Name,408.0,0.51,Name.Noun,408.390,390
pony,413,261,332,225,8.1,2.617,3.11,2.4183,Noun,390.0,0.95,Noun.Name,390.22,390
ox,397,179,306,167,7.78,2.5999,2.13,2.2553,Noun,389.0,0.98,Noun.Name,389.7,389
passage,390,291,376,283,7.65,2.5922,3.47,2.4654,Noun,389.0,1.0,Noun,389,389
recipe,388,274,379,270,7.61,2.5899,3.27,2.4393,Noun,389.0,1.0,Noun,389,389
belief,388,311,375,303,7.61,2.5899,3.71,2.4942,Noun,388.0,1.0,Noun,388,388
instinct,390,320,361,307,7.65,2.5922,3.81,2.5065,Noun,388.0,1.0,Noun,388,388
lounge,401,273,327,232,7.86,2.6042,3.25,2.4378,Noun,388.0,0.97,Noun.Verb.Name,388.10.3,388
pickup,389,292,371,283,7.63,2.5911,3.48,2.4669,Noun,388.0,1.0,Noun,388,388
administration,387,286,315,234,7.59,2.5888,3.41,2.4579,Noun,387.0,1.0,Noun,387,387
auto,391,289,289,226,7.67,2.5933,3.45,2.4624,Noun,387.0,0.99,Noun.Name,387.5,387
beating,1160,900,1111,869,22.75,3.0648,10.73,2.9547,Verb,769.0,0.66,Verb.Noun.Adjective,769.387.4,387
bush,720,403,369,273,14.12,2.8579,4.8,2.6064,Noun,386.0,0.54,Noun.Name,386.334,386
shine,1053,666,945,619,20.65,3.0228,7.94,2.8241,Verb,666.0,0.63,Verb.Noun,666.384,384
stove,387,282,377,275,7.59,2.5888,3.36,2.4518,Noun,384.0,0.99,Noun.Verb,384.3,384
trophy,385,225,364,214,7.55,2.5866,2.68,2.3541,Noun,383.0,1.0,Noun,383,383
boot,568,374,484,350,11.14,2.7551,4.46,2.574,Noun,382.0,0.67,Noun.Verb.Name,382.163.24,382
protocol,382,265,360,258,7.49,2.5832,3.16,2.4249,Noun,382.0,1.0,Noun,382,382
stream,410,294,357,270,8.04,2.6138,3.51,2.4698,Noun,382.0,0.94,Noun.Verb,382.26,382
umbrella,382,209,368,204,7.49,2.5832,2.49,2.3222,Noun,382.0,1.0,Noun,382,382
chili,382,202,225,154,7.49,2.5832,2.41,2.3075,Noun,381.0,1.0,Noun.Name,381.1,381
drum,432,270,370,241,8.47,2.6365,3.22,2.433,Noun,381.0,0.89,Noun.Verb.Name,381.45.3,381
ego,382,310,367,302,7.49,2.5832,3.7,2.4928,Noun,381.0,1.0,Noun.Name,381.1,381
violation,385,297,362,289,7.55,2.5866,3.54,2.4742,Noun,381.0,1.0,Noun,381,381
expense,380,326,376,324,7.45,2.5809,3.89,2.5145,Noun,380.0,1.0,Noun,380,380
fox,1102,409,326,197,21.61,3.0426,4.88,2.6128,Name,713.0,0.65,Name.Noun.Verb,713.380.7,380
hamburger,397,247,340,221,7.78,2.5999,2.94,2.3945,Noun,380.0,0.96,Noun.Name,380.15,380
hose,411,295,386,280,8.06,2.6149,3.52,2.4713,Noun,380.0,0.92,Noun.Verb,380.31,380
karate,386,138,304,115,7.57,2.5877,1.65,2.143,Noun,380.0,1.0,Noun.Name,380.1,380
ton,382,320,334,306,7.49,2.5832,3.81,2.5065,Noun,380.0,1.0,Noun,380,380
gesture,379,323,374,319,7.43,2.5798,3.85,2.5105,Noun,379.0,1.0,Noun,379,379
observation,380,318,354,301,7.45,2.5809,3.79,2.5038,Noun,379.0,1.0,Noun,379,379
rise,1399,1008,1162,872,27.43,3.1461,12.02,3.0039,Verb,1016.0,0.73,Verb.Noun.Name,1016.379.2,379
income,378,278,368,274,7.41,2.5786,3.31,2.4456,Noun,378.0,1.0,Noun,378,378
savings,384,305,336,281,7.53,2.5855,3.64,2.4857,Noun,378.0,0.98,Noun.Verb.Name,378.3.3,378
carriage,381,241,374,237,7.47,2.5821,2.87,2.3838,Noun,377.0,1.0,Noun,377,377
hunt,1319,712,918,622,25.86,3.1206,8.49,2.8531,Verb,588.0,0.45,Verb.Noun.Name,588.377.351,377
prescription,376,273,361,265,7.37,2.5763,3.25,2.4378,Noun,376.0,1.0,Noun,376,376
pump,645,458,550,412,12.65,2.8102,5.46,2.6618,Noun,376.0,0.59,Noun.Verb,376.266,376
rank,433,325,416,314,8.49,2.6375,3.87,2.5132,Noun,376.0,0.87,Noun.Verb.Adjective.Name,376.42.11.4,376
receipt,379,281,372,278,7.43,2.5798,3.35,2.4502,Noun,376.0,0.99,Noun.Preposition,376.3,376
tide,375,279,359,270,7.35,2.5752,3.33,2.4472,Noun,376.0,1.0,Noun,376,376
guidance,376,262,347,252,7.37,2.5763,3.12,2.42,Noun,375.0,1.0,Noun.Name,375.1,375
ink,382,276,360,267,7.49,2.5832,3.29,2.4425,Noun,375.0,0.98,Noun.Verb,375.6,375
monitor,669,472,623,450,13.12,2.8261,5.63,2.6749,Noun,375.0,0.56,Noun.Verb,375.294,375
