Word,FREQcount,CDcount,FREQlow,Cdlow,SUBTLWF,Lg10WF,SUBTLCD,Lg10CD,Dom_PoS_SUBTLEX,Freq_dom_PoS_SUBTLEX,Percentage_dom_PoS,All_PoS_SUBTLEX,All_freqs_SUBTLEX,Noun_freq
snowstorm,44,36,44,36,0.86,1.6532,0.43,1.5682,Noun,44.0,1.0,Noun,44,44
solicitation,45,30,34,25,0.88,1.6628,0.36,1.4914,Noun,44.0,1.0,Noun,44,44
spirituality,46,31,42,28,0.9,1.6721,0.37,1.5051,Noun,44.0,0.98,Noun.Name,44.1,44
toga,47,23,30,20,0.92,1.6812,0.27,1.3802,Noun,44.0,0.96,Noun.Name,44.2,44
waterfront,53,39,47,34,1.04,1.7324,0.46,1.6021,Noun,44.0,0.85,Noun.Name.Verb,44.5.3,44
activation,43,33,40,30,0.84,1.6435,0.39,1.5315,Noun,43.0,1.0,Noun,43,43
almanac,43,27,17,13,0.84,1.6435,0.32,1.4472,Noun,43.0,1.0,Noun,43,43
almond,56,41,35,26,1.1,1.7559,0.49,1.6232,Noun,43.0,0.77,Noun.Name,43.13,43
charlatan,44,38,43,37,0.86,1.6532,0.45,1.5911,Noun,43.0,1.0,Noun,43,43
cheddar,91,40,43,33,1.78,1.9638,0.48,1.6128,Name,48.0,0.53,Name.Noun,48.43,43
displacement,43,32,38,31,0.84,1.6435,0.38,1.5185,Noun,43.0,1.0,Noun,43,43
doctrine,43,26,32,20,0.84,1.6435,0.31,1.4314,Noun,43.0,1.0,Noun,43,43
dynamics,43,37,31,28,0.84,1.6435,0.44,1.5798,Noun,43.0,1.0,Noun,43,43
egghead,57,36,40,33,1.12,1.7634,0.43,1.5682,Noun,43.0,0.75,Noun.Name,43.14,43
fleece,59,29,43,23,1.16,1.7782,0.35,1.4771,Noun,43.0,0.74,Noun.Verb.Name,43.8.7,43
forearm,50,41,47,39,0.98,1.7076,0.49,1.6232,Noun,43.0,0.9,Noun.Verb,43.5,43
irrigation,43,40,40,37,0.84,1.6435,0.48,1.6128,Noun,43.0,1.0,Noun,43,43
junket,43,12,43,12,0.84,1.6435,0.14,1.1139,Noun,43.0,1.0,Noun,43,43
modification,43,36,37,30,0.84,1.6435,0.43,1.5682,Noun,43.0,1.0,Noun,43,43
newsletter,43,30,41,28,0.84,1.6435,0.36,1.4914,Noun,43.0,1.0,Noun,43,43
onset,43,40,41,38,0.84,1.6435,0.48,1.6128,Noun,43.0,1.0,Noun,43,43
parsley,43,33,38,29,0.84,1.6435,0.39,1.5315,Noun,43.0,1.0,Noun,43,43
pigsty,43,40,42,40,0.84,1.6435,0.48,1.6128,Noun,43.0,1.0,Noun,43,43
stacking,46,42,41,38,0.9,1.6721,0.5,1.6335,Noun,43.0,0.93,Noun.Verb,43.3,43
suspenders,43,37,41,36,0.84,1.6435,0.44,1.5798,Noun,43.0,1.0,Noun,43,43
teapot,44,35,38,32,0.86,1.6532,0.42,1.5563,Noun,43.0,0.98,Noun.Name,43.1,43
toenail,44,35,43,35,0.86,1.6532,0.42,1.5563,Noun,43.0,0.98,Noun.Name,43.1,43
caramel,63,46,55,41,1.24,1.8062,0.55,1.6721,Noun,42.0,0.67,Noun.Verb.Name,42.19.2,42
carnation,43,30,37,27,0.84,1.6435,0.36,1.4914,Noun,42.0,1.0,Noun,42,42
crepe,42,32,37,29,0.82,1.6335,0.38,1.5185,Noun,42.0,1.0,Noun,42,42
entree,42,24,38,23,0.82,1.6335,0.29,1.3979,Noun,42.0,1.0,Noun,42,42
eviction,43,36,37,33,0.84,1.6435,0.43,1.5682,Noun,42.0,1.0,Noun,42,42
export,65,44,60,42,1.27,1.8195,0.52,1.6532,Noun,42.0,0.7,Noun.Verb,42.18,42
frock,43,36,43,36,0.84,1.6435,0.43,1.5682,Noun,42.0,0.98,Noun.Verb,42.1,42
gale,250,66,23,20,4.9,2.3997,0.79,1.8261,Name,206.0,0.83,Name.Noun,206.42,42
giggle,87,77,85,75,1.71,1.9445,0.92,1.8921,Verb,45.0,0.52,Verb.Noun,45.42,42
mime,58,34,51,33,1.14,1.7709,0.41,1.5441,Noun,42.0,0.74,Noun.Verb,42.15,42
mobster,43,37,41,36,0.84,1.6435,0.44,1.5798,Noun,42.0,0.98,Noun.Name,42.1,42
nationality,42,38,36,34,0.82,1.6335,0.45,1.5911,Noun,42.0,1.0,Noun,42,42
olive,375,183,179,130,7.35,2.5752,2.18,2.2648,Adjective,172.0,0.46,Adjective.Name.Noun,172.159.42,42
practitioner,43,38,41,36,0.84,1.6435,0.45,1.5911,Noun,42.0,1.0,Noun,42,42
seagull,62,34,47,31,1.22,1.7993,0.41,1.5441,Noun,42.0,0.69,Noun.Name.Verb,42.12.7,42
sentencing,70,61,65,57,1.37,1.8513,0.73,1.7924,Noun,42.0,0.6,Noun.Verb.Adjective,42.19.9,42
shipyard,43,23,41,22,0.84,1.6435,0.27,1.3802,Noun,42.0,0.98,Noun.Name,42.1,42
spectacles,42,35,38,31,0.82,1.6335,0.42,1.5563,Noun,42.0,1.0,Noun,42,42
trustee,42,35,42,35,0.82,1.6335,0.42,1.5563,Noun,42.0,1.0,Noun,42,42
angina,46,37,38,32,0.9,1.6721,0.44,1.5798,Noun,41.0,0.89,Noun.Name,41.5,41
appliance,41,34,39,32,0.8,1.6232,0.41,1.5441,Noun,41.0,1.0,Noun,41,41
bunkhouse,41,25,37,23,0.8,1.6232,0.3,1.415,Noun,41.0,1.0,Noun,41,41
complexity,41,39,41,39,0.8,1.6232,0.46,1.6021,Noun,41.0,1.0,Noun,41,41
conga,42,23,38,22,0.82,1.6335,0.27,1.3802,Noun,41.0,1.0,Noun,41,41
contention,41,39,38,37,0.8,1.6232,0.46,1.6021,Noun,41.0,1.0,Noun,41,41
damn,14460,4711,7743,3458,283.53,4.1602,56.16,3.6732,Adjective,5055.0,0.35,Adjective.Verb.Interjection.Adverb.Noun.Name,5055.4774.3700.849.41.1,41
default,51,47,49,46,1.0,1.716,0.56,1.6812,Noun,41.0,0.8,Noun.Verb,41.10,41
eyelash,44,34,41,31,0.86,1.6532,0.41,1.5441,Noun,41.0,0.93,Noun.Name.Verb,41.2.1,41
following,2310,1667,2166,1590,45.29,3.3638,19.87,3.2222,Verb,1831.0,0.79,Verb.Adjective.Preposition.Noun.Adverb.Name,1831.386.41.41.9.1,41
locomotive,41,34,39,34,0.8,1.6232,0.41,1.5441,Noun,41.0,1.0,Noun,41,41
longitude,42,37,34,30,0.82,1.6335,0.44,1.5798,Noun,41.0,1.0,Noun,41,41
middleman,41,38,41,38,0.8,1.6232,0.45,1.5911,Noun,41.0,1.0,Noun,41,41
ostrich,48,33,43,32,0.94,1.6902,0.39,1.5315,Noun,41.0,0.85,Noun.Verb.Name,41.5.2,41
piracy,41,29,36,26,0.8,1.6232,0.35,1.4771,Noun,41.0,1.0,Noun,41,41
playroom,41,23,38,22,0.8,1.6232,0.27,1.3802,Noun,41.0,1.0,Noun,41,41
prune,75,62,62,52,1.47,1.8808,0.74,1.7993,Noun,41.0,0.55,Noun.Verb,41.34,41
quiche,43,25,39,23,0.84,1.6435,0.3,1.415,Noun,41.0,0.95,Noun.Name,41.2,41
skylight,43,35,37,30,0.84,1.6435,0.42,1.5563,Noun,41.0,0.95,Noun.Name,41.2,41
symmetry,41,28,38,28,0.8,1.6232,0.33,1.4624,Noun,41.0,1.0,Noun,41,41
vegetation,41,25,38,22,0.8,1.6232,0.3,1.415,Noun,41.0,1.0,Noun,41,41
voter,41,30,40,30,0.8,1.6232,0.36,1.4914,Noun,41.0,1.0,Noun,41,41
blackbird,42,20,11,9,0.82,1.6335,0.24,1.3222,Noun,40.0,0.95,Noun.Name,40.2,40
boulevard,264,170,31,27,5.18,2.4232,2.03,2.233,Name,224.0,0.85,Name.Noun,224.40,40
catalyst,40,31,40,31,0.78,1.6128,0.37,1.5051,Noun,40.0,1.0,Noun,40,40
coliseum,44,28,13,10,0.86,1.6532,0.33,1.4624,Noun,40.0,0.91,Noun.Name,40.4,40
counselling,40,30,40,30,0.78,1.6128,0.36,1.4914,Noun,40.0,1.0,Noun,40,40
eggplant,56,41,46,36,1.1,1.7559,0.49,1.6232,Noun,40.0,0.71,Noun.Verb.Name,40.15.1,40
exposition,40,23,19,13,0.78,1.6128,0.27,1.3802,Noun,40.0,1.0,Noun,40,40
infiltration,40,36,39,35,0.78,1.6128,0.43,1.5682,Noun,40.0,1.0,Noun,40,40
legislature,40,30,30,22,0.78,1.6128,0.36,1.4914,Noun,40.0,1.0,Noun,40,40
matchmaker,41,30,32,26,0.8,1.6232,0.36,1.4914,Noun,40.0,0.98,Noun.Name,40.1,40
milkshake,42,36,40,34,0.82,1.6335,0.43,1.5682,Noun,40.0,0.95,Noun.Verb,40.2,40
molecule,40,34,39,33,0.78,1.6128,0.41,1.5441,Noun,40.0,1.0,Noun,40,40
mutton,40,27,36,24,0.78,1.6128,0.32,1.4472,Noun,40.0,1.0,Noun,40,40
packaging,43,38,41,37,0.84,1.6435,0.45,1.5911,Noun,40.0,0.93,Noun.Verb,40.3,40
pagoda,56,20,27,10,1.1,1.7559,0.24,1.3222,Noun,40.0,0.74,Noun.Name,40.14,40
pancreas,40,33,36,29,0.78,1.6128,0.39,1.5315,Noun,40.0,1.0,Noun,40,40
pheasant,41,30,37,27,0.8,1.6232,0.36,1.4914,Noun,40.0,1.0,Noun,40,40
poppy,202,61,39,30,3.96,2.3075,0.73,1.7924,Name,155.0,0.78,Name.Noun.Adjective,155.40.5,40
professional,1646,1173,1530,1130,32.27,3.2167,13.98,3.0697,Adjective,1605.0,0.98,Adjective.Noun,1605.40,40
provision,40,37,39,36,0.78,1.6128,0.44,1.5798,Noun,40.0,1.0,Noun,40,40
questionnaire,40,28,39,28,0.78,1.6128,0.33,1.4624,Noun,40.0,1.0,Noun,40,40
silo,48,31,40,30,0.94,1.6902,0.37,1.5051,Noun,40.0,0.83,Noun.Name,40.8,40
solidarity,40,31,29,27,0.78,1.6128,0.37,1.5051,Noun,40.0,1.0,Noun,40,40
spec,44,42,39,37,0.86,1.6532,0.5,1.6335,Noun,40.0,0.91,Noun.Name,40.4,40
strudel,47,36,46,35,0.92,1.6812,0.43,1.5682,Noun,40.0,0.85,Noun.Verb,40.7,40
zinc,43,31,33,24,0.84,1.6435,0.37,1.5051,Noun,40.0,0.93,Noun.Name,40.3,40
apprehension,39,38,36,36,0.76,1.6021,0.45,1.5911,Noun,39.0,1.0,Noun,39,39
archaeology,39,22,31,18,0.76,1.6021,0.26,1.3617,Noun,39.0,1.0,Noun,39,39
blister,48,39,39,36,0.94,1.6902,0.46,1.6021,Noun,39.0,0.87,Noun.Verb,39.6,39
bronco,72,40,23,19,1.41,1.8633,0.48,1.6128,Noun,39.0,0.54,Noun.Name,39.33,39
cinder,39,30,35,27,0.76,1.6021,0.36,1.4914,Noun,39.0,1.0,Noun,39,39
collagen,39,32,35,29,0.76,1.6021,0.38,1.5185,Noun,39.0,1.0,Noun,39,39
consistency,39,32,39,32,0.76,1.6021,0.38,1.5185,Noun,39.0,1.0,Noun,39,39
dare,2826,1687,2717,1640,55.41,3.4513,20.11,3.2274,Verb,2798.0,0.99,Verb.Noun,2798.39,39
degradation,39,38,38,37,0.76,1.6021,0.45,1.5911,Noun,39.0,1.0,Noun,39,39
duckling,39,23,31,20,0.76,1.6021,0.27,1.3802,Noun,39.0,1.0,Noun,39,39
embryo,39,26,38,25,0.76,1.6021,0.31,1.4314,Noun,39.0,1.0,Noun,39,39
gauntlet,39,31,38,30,0.76,1.6021,0.37,1.5051,Noun,39.0,1.0,Noun,39,39
houseboat,40,22,37,21,0.78,1.6128,0.26,1.3617,Noun,39.0,0.98,Noun.Name,39.1,39
hypothermia,39,33,33,31,0.76,1.6021,0.39,1.5315,Noun,39.0,1.0,Noun,39,39
kiwi,40,23,22,17,0.78,1.6128,0.27,1.3802,Noun,39.0,1.0,Noun,39,39
outback,47,29,34,23,0.92,1.6812,0.35,1.4771,Noun,39.0,0.85,Noun.Adverb,39.7,39
pawnshop,41,26,38,24,0.8,1.6232,0.31,1.4314,Noun,39.0,0.98,Noun.Name,39.1,39
petticoat,40,33,31,27,0.78,1.6128,0.39,1.5315,Noun,39.0,0.98,Noun.Name,39.1,39
priesthood,39,29,39,29,0.76,1.6021,0.35,1.4771,Noun,39.0,1.0,Noun,39,39
progression,39,35,38,34,0.76,1.6021,0.42,1.5563,Noun,39.0,1.0,Noun,39,39
quilt,39,34,39,34,0.76,1.6021,0.41,1.5441,Noun,39.0,1.0,Noun,39,39
rainstorm,41,27,41,27,0.8,1.6232,0.32,1.4472,Noun,39.0,0.95,Noun.Verb,39.2,39
regulator,41,31,40,31,0.8,1.6232,0.37,1.5051,Noun,39.0,0.98,Noun.Name,39.1,39
semantics,39,37,24,23,0.76,1.6021,0.44,1.5798,Noun,39.0,1.0,Noun,39,39
speakerphone,45,39,45,39,0.88,1.6628,0.46,1.6021,Noun,39.0,0.91,Noun.Verb,39.4,39
stole,2711,1705,2628,1672,53.16,3.4333,20.33,3.232,Verb,2669.0,0.99,Verb.Noun,2669.39,39
veranda,39,33,39,33,0.76,1.6021,0.39,1.5315,Noun,39.0,1.0,Noun,39,39
vertigo,39,35,36,32,0.76,1.6021,0.42,1.5563,Noun,39.0,1.0,Noun,39,39
ambience,37,35,37,35,0.73,1.5798,0.42,1.5563,Noun,38.0,1.0,Noun,38,38
baseline,38,26,37,26,0.75,1.5911,0.31,1.4314,Noun,38.0,1.0,Noun,38,38
blackberry,38,27,21,14,0.75,1.5911,0.32,1.4472,Noun,38.0,1.0,Noun,38,38
briefs,42,37,41,36,0.82,1.6335,0.44,1.5798,Noun,38.0,0.9,Noun.Verb,38.4,38
circumference,38,24,20,20,0.75,1.5911,0.29,1.3979,Noun,38.0,1.0,Noun,38,38
clipboard,38,26,37,26,0.75,1.5911,0.31,1.4314,Noun,38.0,1.0,Noun,38,38
divine,594,372,438,321,11.65,2.7745,4.43,2.5717,Adjective,524.0,0.89,Adjective.Noun.Verb.Name,524.38.27.2,38
heirloom,43,35,43,35,0.84,1.6435,0.42,1.5563,Noun,38.0,0.88,Noun.Verb,38.5,38
pacemaker,38,28,38,28,0.75,1.5911,0.33,1.4624,Noun,38.0,1.0,Noun,38,38
parchment,39,31,34,27,0.76,1.6021,0.37,1.5051,Noun,38.0,0.97,Noun.Name,38.1,38
pennant,38,24,36,24,0.75,1.5911,0.29,1.3979,Noun,38.0,1.0,Noun,38,38
relish,96,82,91,80,1.88,1.9868,0.98,1.9191,Verb,58.0,0.6,Verb.Noun,58.38,38
researcher,38,33,36,33,0.75,1.5911,0.39,1.5315,Noun,38.0,1.0,Noun,38,38
rhinoceros,38,29,33,27,0.75,1.5911,0.35,1.4771,Noun,38.0,1.0,Noun,38,38
shingle,38,30,35,28,0.75,1.5911,0.36,1.4914,Noun,38.0,1.0,Noun,38,38
similarity,36,34,36,34,0.71,1.5682,0.41,1.5441,Noun,38.0,1.0,Noun,38,38
suffocation,38,32,31,27,0.75,1.5911,0.38,1.5185,Noun,38.0,1.0,Noun,38,38
tambourine,45,32,32,27,0.88,1.6628,0.38,1.5185,Noun,38.0,0.84,Noun.Name,38.7,38
taxicab,44,33,40,30,0.86,1.6532,0.39,1.5315,Noun,38.0,0.86,Noun.Verb,38.6,38
thump,99,55,81,53,1.94,2.0,0.66,1.7482,Verb,61.0,0.62,Verb.Noun,61.38,38
townhouse,38,26,36,25,0.75,1.5911,0.31,1.4314,Noun,38.0,1.0,Noun,38,38
tripod,46,31,40,27,0.9,1.6721,0.37,1.5051,Noun,38.0,0.84,Noun.Verb.Name,38.4.3,38
usher,121,69,79,57,2.37,2.0864,0.82,1.8451,Verb,83.0,0.69,Verb.Noun,83.38,38
warlord,39,25,38,25,0.76,1.6021,0.3,1.415,Noun,38.0,0.97,Noun.Name,38.1,38
wok,38,15,34,14,0.75,1.5911,0.18,1.2041,Noun,38.0,1.0,Noun,38,38
acorn,37,16,29,14,0.73,1.5798,0.19,1.2304,Noun,37.0,1.0,Noun,37,37
acupuncture,37,28,32,25,0.73,1.5798,0.33,1.4624,Noun,37.0,1.0,Noun,37,37
cartilage,37,31,36,30,0.73,1.5798,0.37,1.5051,Noun,37.0,1.0,Noun,37,37
characteristic,60,57,56,55,1.18,1.7853,0.68,1.7634,Noun,37.0,0.62,Noun.Adjective,37.23,37
classification,37,29,36,28,0.73,1.5798,0.35,1.4771,Noun,37.0,1.0,Noun,37,37
condor,60,16,8,6,1.18,1.7853,0.19,1.2304,Noun,37.0,0.63,Noun.Name,37.22,37
conservative,192,162,168,143,3.76,2.2856,1.93,2.2122,Adjective,152.0,0.8,Adjective.Noun,152.37,37
cookbook,37,31,33,28,0.73,1.5798,0.37,1.5051,Noun,37.0,1.0,Noun,37,37
crucifixion,38,27,30,20,0.75,1.5911,0.32,1.4472,Noun,37.0,0.97,Noun.Name,37.1,37
deviation,37,29,34,28,0.73,1.5798,0.35,1.4771,Noun,37.0,1.0,Noun,37,37
fennel,39,21,25,15,0.76,1.6021,0.25,1.3424,Noun,37.0,0.95,Noun.Name,37.2,37
fundraising,37,30,35,29,0.73,1.5798,0.36,1.4914,Noun,37.0,1.0,Noun,37,37
grasshopper,47,36,32,25,0.92,1.6812,0.43,1.5682,Noun,37.0,0.79,Noun.Name,37.10,37
headlight,37,31,35,30,0.73,1.5798,0.37,1.5051,Noun,37.0,1.0,Noun,37,37
leprosy,37,23,31,18,0.73,1.5798,0.27,1.3802,Noun,37.0,1.0,Noun,37,37
mantel,38,32,37,31,0.75,1.5911,0.38,1.5185,Noun,37.0,0.97,Noun.Verb,37.1,37
mariachi,42,17,36,15,0.82,1.6335,0.2,1.2553,Noun,37.0,0.88,Noun.Name.Verb,37.3.2,37
negligee,37,31,36,31,0.73,1.5798,0.37,1.5051,Noun,37.0,1.0,Noun,37,37
nymph,38,21,33,18,0.75,1.5911,0.25,1.3424,Noun,37.0,0.97,Noun.Name,37.1,37
outhouse,38,33,35,31,0.75,1.5911,0.39,1.5315,Noun,37.0,0.97,Noun.Name,37.1,37
overhead,187,153,179,145,3.67,2.2742,1.82,2.1875,Adverb,104.0,0.56,Adverb.Adjective.Noun,104.45.37,37
retina,37,29,33,27,0.73,1.5798,0.35,1.4771,Noun,37.0,1.0,Noun,37,37
sardine,46,30,42,30,0.9,1.6721,0.36,1.4914,Noun,37.0,0.8,Noun.Verb,37.9,37
scheduling,64,63,57,56,1.25,1.8129,0.75,1.8062,Noun,37.0,0.58,Noun.Verb,37.27,37
schooner,38,19,35,18,0.75,1.5911,0.23,1.301,Noun,37.0,0.97,Noun.Name,37.1,37
sender,38,33,32,27,0.75,1.5911,0.39,1.5315,Noun,37.0,1.0,Noun,37,37
stinger,45,38,27,26,0.88,1.6628,0.45,1.5911,Noun,37.0,0.82,Noun.Name,37.8,37
subtitle,52,43,9,7,1.02,1.7243,0.51,1.6435,Noun,37.0,0.73,Noun.Verb,37.14,37
supporter,37,32,36,31,0.73,1.5798,0.38,1.5185,Noun,37.0,1.0,Noun,37,37
termite,38,24,37,23,0.75,1.5911,0.29,1.3979,Noun,37.0,0.97,Noun.Adjective,37.1,37
toothpick,52,37,40,33,1.02,1.7243,0.44,1.5798,Noun,37.0,0.71,Noun.Verb.Name,37.8.7,37
violet,410,86,45,40,8.04,2.6138,1.03,1.9395,Name,348.0,0.85,Name.Noun.Adjective,348.37.25,37
adulthood,37,33,37,33,0.73,1.5798,0.39,1.5315,Noun,36.0,1.0,Noun,36,36
alteration,36,28,34,28,0.71,1.5682,0.33,1.4624,Noun,36.0,1.0,Noun,36,36
amazement,36,34,34,33,0.71,1.5682,0.41,1.5441,Noun,36.0,1.0,Noun,36,36
atrium,36,23,36,23,0.71,1.5682,0.27,1.3802,Noun,36.0,1.0,Noun,36,36
barometer,36,31,30,25,0.71,1.5682,0.37,1.5051,Noun,36.0,1.0,Noun,36,36
cantaloupe,38,26,35,24,0.75,1.5911,0.31,1.4314,Noun,36.0,0.95,Noun.Name,36.2,36
chinchilla,27,16,25,15,0.53,1.4472,0.19,1.2304,Noun,36.0,0.97,Noun.Name,36.1,36
chino,152,55,4,3,2.98,2.1847,0.66,1.7482,Name,116.0,0.76,Name.Noun,116.36,36
dinghy,36,25,29,24,0.71,1.5682,0.3,1.415,Noun,36.0,1.0,Noun,36,36
gerbil,38,29,38,29,0.75,1.5911,0.35,1.4771,Noun,36.0,0.95,Noun.Verb,36.2,36
gnu,41,3,1,1,0.8,1.6232,0.04,0.6021,Noun,36.0,1.0,Noun,36,36
gondola,37,23,32,20,0.73,1.5798,0.27,1.3802,Noun,36.0,0.97,Noun.Name,36.1,36
graph,38,32,38,32,0.75,1.5911,0.38,1.5185,Noun,36.0,0.95,Noun.Verb,36.2,36
guitarist,36,24,36,24,0.71,1.5682,0.29,1.3979,Noun,36.0,1.0,Noun,36,36
jumpsuit,36,31,36,31,0.71,1.5682,0.37,1.5051,Noun,36.0,1.0,Noun,36,36
logistics,36,33,29,28,0.71,1.5682,0.39,1.5315,Noun,36.0,1.0,Noun,36,36
monsoon,40,30,29,26,0.78,1.6128,0.36,1.4914,Noun,36.0,0.9,Noun.Name,36.4,36
nutmeg,36,24,30,22,0.71,1.5682,0.29,1.3979,Noun,36.0,1.0,Noun,36,36
placebo,37,20,35,18,0.73,1.5798,0.24,1.3222,Noun,36.0,0.97,Noun.Name,36.1,36
retrospect,36,36,36,36,0.71,1.5682,0.43,1.5682,Noun,36.0,1.0,Noun,36,36
scrip,36,17,33,17,0.71,1.5682,0.2,1.2553,Noun,36.0,1.0,Noun,36,36
senior,1339,774,1051,674,26.25,3.1271,9.23,2.8893,Adjective,1300.0,0.97,Adjective.Noun.Name,1300.36.1,36
skyscraper,40,33,38,31,0.78,1.6128,0.39,1.5315,Noun,36.0,0.92,Noun.Verb.Name,36.2.1,36
spatula,56,31,40,30,1.1,1.7559,0.37,1.5051,Noun,36.0,0.64,Noun.Adjective.Name,36.19.1,36
styling,43,30,41,29,0.84,1.6435,0.36,1.4914,Noun,36.0,0.84,Noun.Verb,36.7,36
theology,36,32,34,31,0.71,1.5682,0.38,1.5185,Noun,36.0,1.0,Noun,36,36
tremor,41,25,33,23,0.8,1.6232,0.3,1.415,Noun,36.0,0.88,Noun.Name,36.5,36
apparel,35,32,30,28,0.69,1.5563,0.38,1.5185,Noun,35.0,1.0,Noun,35,35
bestseller,35,29,35,29,0.69,1.5563,0.35,1.4771,Noun,35.0,1.0,Noun,35,35
brisket,47,28,38,26,0.92,1.6812,0.33,1.4624,Noun,35.0,0.74,Noun.Verb.Name,35.11.1,35
continuity,35,32,33,31,0.69,1.5563,0.38,1.5185,Noun,35.0,1.0,Noun,35,35
crewman,50,22,33,17,0.98,1.7076,0.26,1.3617,Noun,35.0,0.7,Noun.Name,35.15,35
glider,35,19,34,19,0.69,1.5563,0.23,1.301,Noun,35.0,1.0,Noun,35,35
lode,41,32,38,30,0.8,1.6232,0.38,1.5185,Noun,35.0,0.85,Noun.Verb.Name,35.3.3,35
mobility,35,33,34,32,0.69,1.5563,0.39,1.5315,Noun,35.0,1.0,Noun,35,35
primate,35,27,29,23,0.69,1.5563,0.32,1.4472,Noun,35.0,1.0,Noun,35,35
rheumatism,35,30,31,26,0.69,1.5563,0.36,1.4914,Noun,35.0,1.0,Noun,35,35
schnitzel,45,20,38,17,0.88,1.6628,0.24,1.3222,Noun,35.0,0.78,Noun.Verb.Name,35.5.5,35
sportsman,35,32,29,26,0.69,1.5563,0.38,1.5185,Noun,35.0,1.0,Noun,35,35
stable,673,488,648,472,13.2,2.8287,5.82,2.6893,Adjective,638.0,0.95,Adjective.Noun,638.35,35
supplement,58,42,53,39,1.14,1.7709,0.5,1.6335,Noun,35.0,0.6,Noun.Verb,35.23,35
tenement,35,31,32,29,0.69,1.5563,0.37,1.5051,Noun,35.0,1.0,Noun,35,35
tilt,113,99,78,69,2.22,2.0569,1.18,2.0,Verb,78.0,0.69,Verb.Noun,78.35,35
wick,128,37,31,23,2.51,2.1106,0.44,1.5798,Name,93.0,0.73,Name.Noun,93.35,35
width,35,32,33,30,0.69,1.5563,0.38,1.5185,Noun,35.0,1.0,Noun,35,35
academics,35,31,33,30,0.69,1.5563,0.37,1.5051,Noun,34.0,1.0,Noun,34,34
albatross,40,19,22,13,0.78,1.6128,0.23,1.301,Noun,34.0,0.79,Noun.Verb.Name,34.6.3,34
amazon,148,85,5,5,2.9,2.1732,1.01,1.9345,Name,110.0,0.76,Name.Noun,110.34,34
bottling,38,13,37,13,0.75,1.5911,0.15,1.1461,Noun,34.0,0.89,Noun.Verb,34.4,34
crewmen,34,24,30,22,0.67,1.5441,0.29,1.3979,Noun,34.0,1.0,Noun,34,34
excursion,34,34,31,31,0.67,1.5441,0.41,1.5441,Noun,34.0,1.0,Noun,34,34
familiarity,34,32,34,32,0.67,1.5441,0.38,1.5185,Noun,34.0,1.0,Noun,34,34
futon,34,20,34,20,0.67,1.5441,0.24,1.3222,Noun,34.0,1.0,Noun,34,34
glacier,38,33,34,29,0.75,1.5911,0.39,1.5315,Noun,34.0,0.89,Noun.Name,34.4,34
hearth,34,30,31,28,0.67,1.5441,0.36,1.4914,Noun,34.0,1.0,Noun,34,34
hutch,184,48,20,18,3.61,2.2672,0.57,1.6902,Name,83.0,0.45,Name.Verb.Noun,83.67.34,34
innovation,34,31,34,31,0.67,1.5441,0.37,1.5051,Noun,34.0,1.0,Noun,34,34
mallet,35,33,34,32,0.69,1.5563,0.39,1.5315,Noun,34.0,0.97,Noun.Name,34.1,34
moonshine,49,34,39,29,0.96,1.699,0.41,1.5441,Noun,34.0,0.69,Noun.Verb.Name,34.12.3,34
oar,42,30,33,25,0.82,1.6335,0.36,1.4914,Noun,34.0,0.81,Noun.Verb.Name,34.5.3,34
pate,33,25,27,22,0.65,1.5315,0.3,1.415,Noun,34.0,0.97,Noun.Name,34.1,34
racing,606,293,551,273,11.88,2.7832,3.49,2.4683,Verb,452.0,0.75,Verb.Adjective.Noun,452.118.34,34
rugby,44,26,34,22,0.86,1.6532,0.31,1.4314,Noun,34.0,0.77,Noun.Name,34.10,34
servitude,34,30,34,30,0.67,1.5441,0.36,1.4914,Noun,34.0,1.0,Noun,34,34
shoelace,38,26,34,24,0.75,1.5911,0.31,1.4314,Noun,34.0,0.89,Noun.Verb,34.4,34
sneaker,35,24,30,20,0.69,1.5563,0.29,1.3979,Noun,34.0,0.97,Noun.Name,34.1,34
sonnet,39,22,33,21,0.76,1.6021,0.26,1.3617,Noun,34.0,0.87,Noun.Name,34.5,34
teriyaki,38,20,32,16,0.75,1.5911,0.24,1.3222,Noun,34.0,0.89,Noun.Name.Adjective,34.2.2,34
vitality,34,30,33,29,0.67,1.5441,0.36,1.4914,Noun,34.0,1.0,Noun,34,34
woodland,57,23,16,14,1.12,1.7634,0.27,1.3802,Noun,34.0,0.6,Noun.Name,34.23,34
yeast,44,38,40,36,0.86,1.6532,0.45,1.5911,Noun,34.0,0.77,Noun.Verb,34.10,34
blog,33,25,32,25,0.65,1.5315,0.3,1.415,Noun,33.0,1.0,Noun,33,33
boogeyman,35,16,28,13,0.69,1.5563,0.19,1.2304,Noun,33.0,0.94,Noun.Name,33.2,33
bunghole,33,8,28,8,0.65,1.5315,0.1,0.9542,Noun,33.0,1.0,Noun,33,33
carter,1669,297,1,1,32.73,3.2227,3.54,2.4742,Name,1630.0,0.98,Name.Noun,1630.33,33
chassis,33,22,25,22,0.65,1.5315,0.26,1.3617,Noun,33.0,1.0,Noun,33,33
cloakroom,33,20,32,19,0.65,1.5315,0.24,1.3222,Noun,33.0,1.0,Noun,33,33
cornerstone,34,30,33,29,0.67,1.5441,0.36,1.4914,Noun,33.0,1.0,Noun,33,33
