Word,FREQcount,CDcount,FREQlow,Cdlow,SUBTLWF,Lg10WF,SUBTLCD,Lg10CD,Dom_PoS_SUBTLEX,Freq_dom_PoS_SUBTLEX,Percentage_dom_PoS,All_PoS_SUBTLEX,All_freqs_SUBTLEX,Verb_freq
noticing,196,183,193,180,3.84,2.2945,2.18,2.2648,Verb,195.0,1.0,Verb,195,195
reject,216,181,203,174,4.24,2.3365,2.16,2.2601,Verb,195.0,0.9,Verb.Noun,195.21,195
skating,251,130,230,125,4.92,2.4014,1.55,2.1173,Verb,195.0,0.78,Verb.Noun,195.56,195
testified,196,131,193,129,3.84,2.2945,1.56,2.1206,Verb,195.0,1.0,Verb,195,195
contribute,194,173,190,169,3.8,2.29,2.06,2.2405,Verb,194.0,1.0,Verb,194,194
controlling,226,194,216,187,4.43,2.356,2.31,2.29,Verb,194.0,0.85,Verb.Adjective,194.33,194
cracking,303,261,282,247,5.94,2.4829,3.11,2.4183,Verb,194.0,0.65,Verb.Adjective,194.106,194
drill,701,466,658,450,13.75,2.8463,5.56,2.6693,Noun,507.0,0.72,Noun.Verb,507.194,194
excused,202,177,198,174,3.96,2.3075,2.11,2.2504,Verb,194.0,0.97,Verb.Adjective.Name,194.5.2,194
fulfill,199,166,193,162,3.9,2.301,1.98,2.2227,Verb,194.0,0.98,Verb.Noun.Name,194.3.1,194
licked,195,156,191,155,3.82,2.2923,1.86,2.1959,Verb,194.0,1.0,Verb,194,194
market,1848,1189,1728,1137,36.24,3.2669,14.18,3.0755,Noun,1641.0,0.89,Noun.Verb.Name,1641.194.13,194
taped,218,178,212,174,4.27,2.3404,2.12,2.2529,Verb,194.0,0.89,Verb.Adjective.Noun,194.23.1,194
thanked,194,163,192,161,3.8,2.29,1.94,2.2148,Verb,194.0,1.0,Verb,194,194
worries,541,464,536,459,10.61,2.734,5.53,2.6675,Noun,347.0,0.64,Noun.Verb,347.194,194
aiming,193,169,190,167,3.78,2.2878,2.01,2.2304,Verb,193.0,1.0,Verb,193,193
enters,194,169,190,166,3.8,2.29,2.01,2.2304,Verb,193.0,1.0,Verb,193,193
shoved,193,167,191,165,3.78,2.2878,1.99,2.2253,Verb,193.0,1.0,Verb,193,193
tune,796,552,728,514,15.61,2.9015,6.58,2.7427,Noun,603.0,0.76,Noun.Verb,603.193,193
awaiting,192,172,166,149,3.76,2.2856,2.05,2.238,Verb,192.0,1.0,Verb,192,192
launched,192,144,186,140,3.76,2.2856,1.72,2.1614,Verb,192.0,1.0,Verb,192,192
sully,192,36,15,15,3.76,2.2856,0.43,1.5682,Verb,192.0,1.0,Verb,192,192
ties,502,359,491,353,9.84,2.7016,4.28,2.5563,Noun,310.0,0.62,Noun.Verb,310.192,192
tripping,194,149,182,141,3.8,2.29,1.78,2.1761,Verb,192.0,0.99,Verb.Noun,192.2,192
addressed,194,168,189,166,3.8,2.29,2.0,2.2279,Verb,191.0,0.99,Verb.Adjective,191.1,191
biting,250,213,242,209,4.9,2.3997,2.54,2.3304,Verb,191.0,0.76,Verb.Adjective,191.59,191
cough,448,334,387,295,8.78,2.6522,3.98,2.525,Noun,258.0,0.57,Noun.Verb,258.191,191
gaining,193,166,189,162,3.78,2.2878,1.98,2.2227,Verb,191.0,1.0,Verb,191,191
whining,244,213,230,202,4.78,2.3892,2.54,2.3304,Verb,191.0,0.79,Verb.Noun.Adjective,191.47.5,191
bored,1029,785,990,773,20.18,3.0128,9.36,2.8954,Adjective,838.0,0.81,Adjective.Verb.Noun,838.190.1,190
fasten,190,151,114,92,3.73,2.281,1.8,2.1818,Verb,190.0,1.0,Verb,190,190
obtain,190,151,184,148,3.73,2.281,1.8,2.1818,Verb,190.0,1.0,Verb,190,190
resolve,247,210,234,200,4.84,2.3945,2.5,2.3243,Verb,190.0,0.77,Verb.Noun,190.56,190
didn,80623,8163,75938,8136,1580.84,4.9065,97.32,3.9119,Verb,189.0,0.49,Verb.Noun.Name,189.188.12,189
offers,383,341,380,338,7.51,2.5843,4.07,2.534,Noun,195.0,0.51,Noun.Verb,195.189,189
poking,191,173,185,167,3.75,2.2833,2.06,2.2405,Verb,189.0,0.99,Verb.Noun,189.2,189
resume,290,239,258,215,5.69,2.4639,2.85,2.3802,Verb,189.0,0.65,Verb.Noun,189.101,189
straightened,190,175,188,174,3.73,2.281,2.09,2.2455,Verb,189.0,1.0,Verb,189,189
wreck,697,518,677,506,13.67,2.8439,6.18,2.7152,Noun,506.0,0.73,Noun.Verb,506.189,189
bitten,188,144,183,143,3.69,2.2765,1.72,2.1614,Verb,188.0,1.0,Verb,188,188
observed,198,171,195,169,3.88,2.2989,2.04,2.2355,Verb,188.0,0.95,Verb.Adjective,188.10,188
recording,748,371,712,353,14.67,2.8745,4.42,2.5705,Noun,552.0,0.74,Noun.Verb.Adjective,552.188.8,188
unlocked,194,172,193,172,3.8,2.29,2.05,2.238,Verb,188.0,0.96,Verb.Adjective,188.7,188
yells,216,149,188,130,4.24,2.3365,1.78,2.1761,Verb,188.0,0.87,Verb.Noun,188.28,188
broadcast,457,290,430,269,8.96,2.6609,3.46,2.4639,Noun,268.0,0.59,Noun.Verb.Name.Adjective,268.187.1.1,187
buckle,257,214,182,152,5.04,2.4116,2.55,2.3324,Verb,187.0,0.73,Verb.Noun.Name,187.69.1,187
exploded,198,175,194,172,3.88,2.2989,2.09,2.2455,Verb,187.0,0.94,Verb.Adjective,187.11,187
purchased,190,166,186,163,3.73,2.281,1.98,2.2227,Verb,187.0,0.98,Verb.Adjective,187.3,187
blinded,189,151,172,143,3.71,2.2788,1.8,2.1818,Verb,186.0,0.98,Verb.Adjective,186.4,186
chewing,281,212,239,192,5.51,2.4502,2.53,2.3284,Verb,186.0,0.66,Verb.Noun.Adjective,186.88.7,186
chicken,3148,1570,2555,1394,61.73,3.4982,18.72,3.1962,Noun,2915.0,0.93,Noun.Verb.Adjective.Name,2915.186.29.14,186
improved,230,221,228,220,4.51,2.3636,2.63,2.3464,Verb,186.0,0.81,Verb.Adjective,186.44,186
luther,611,148,1,1,11.98,2.7868,1.76,2.1732,Name,364.0,0.6,Name.Verb.Noun,364.186.52,186
sailed,186,150,180,148,3.65,2.2718,1.79,2.179,Verb,186.0,1.0,Verb,186,186
tickle,245,160,187,140,4.8,2.3909,1.91,2.2068,Verb,186.0,0.76,Verb.Noun,186.59,186
adding,205,186,194,175,4.02,2.3139,2.22,2.2718,Verb,185.0,0.9,Verb.Adjective.Noun,185.16.4,185
giggling,209,130,161,101,4.1,2.3222,1.55,2.1173,Verb,185.0,0.89,Verb.Noun.Adjective,185.19.5,185
succeeded,186,171,185,171,3.65,2.2718,2.04,2.2355,Verb,185.0,1.0,Verb,185,185
supported,186,162,183,159,3.65,2.2718,1.93,2.2122,Verb,185.0,0.99,Verb.Adjective,185.1,185
applying,184,157,173,150,3.61,2.2672,1.87,2.1987,Verb,184.0,1.0,Verb,184,184
convict,324,209,311,202,6.35,2.5119,2.49,2.3222,Verb,184.0,0.57,Verb.Noun,184.140,184
faint,473,386,427,355,9.27,2.6758,4.6,2.5877,Adjective,276.0,0.58,Adjective.Verb.Noun,276.184.13,184
insists,185,170,179,165,3.63,2.2695,2.03,2.233,Verb,184.0,1.0,Verb,184,184
matched,205,179,200,176,4.02,2.3139,2.13,2.2553,Verb,184.0,0.9,Verb.Adjective,184.21,184
quiet,5978,3135,4377,2683,117.22,3.7766,37.37,3.4964,Adjective,5669.0,0.95,Adjective.Verb.Noun.Name,5669.184.88.3,184
shines,184,141,178,137,3.61,2.2672,1.68,2.1523,Verb,184.0,1.0,Verb,184,184
breakfast,3381,1966,3025,1846,66.29,3.5292,23.44,3.2938,Noun,3190.0,0.95,Noun.Verb.Name,3190.183.1,183
flatter,200,184,190,177,3.92,2.3032,2.19,2.2672,Verb,183.0,0.92,Verb.Adjective,183.17,183
interviewed,183,166,180,163,3.59,2.2648,1.98,2.2227,Verb,183.0,1.0,Verb,183,183
assaulted,184,153,180,150,3.61,2.2672,1.82,2.1875,Verb,182.0,0.99,Verb.Adjective,182.2,182
inherit,181,155,175,152,3.55,2.2601,1.85,2.1931,Verb,182.0,1.0,Verb,182,182
overreacting,189,167,183,166,3.71,2.2788,1.99,2.2253,Verb,182.0,0.98,Verb.Adjective.Noun.Name,182.2.1.1,182
poison,1252,696,1133,644,24.55,3.098,8.3,2.8432,Noun,1067.0,0.85,Noun.Verb.Name,1067.182.5,182
rig,440,268,384,251,8.63,2.6444,3.2,2.4298,Noun,257.0,0.59,Noun.Verb,257.182,182
await,181,162,172,156,3.55,2.2601,1.93,2.2122,Verb,181.0,1.0,Verb,181,181
box,4577,2353,4355,2296,89.75,3.6607,28.05,3.3718,Noun,4388.0,0.96,Noun.Verb.Name,4388.181.6,181
rigged,194,172,191,171,3.8,2.29,2.05,2.238,Verb,181.0,0.93,Verb.Adjective,181.13,181
shell,674,403,520,370,13.22,2.8293,4.8,2.6064,Noun,593.0,0.76,Noun.Verb.Name,593.181.2,181
deserted,276,230,264,221,5.41,2.4425,2.74,2.3636,Verb,180.0,0.65,Verb.Adjective,180.97,180
dumping,203,162,194,154,3.98,2.3096,1.93,2.2122,Verb,180.0,0.89,Verb.Noun,180.23,180
erased,199,152,194,148,3.9,2.301,1.81,2.1847,Verb,180.0,0.93,Verb.Adjective,180.13,180
freed,190,147,173,142,3.73,2.281,1.75,2.1703,Verb,180.0,0.95,Verb.Adjective,180.10,180
groaning,188,120,142,91,3.69,2.2765,1.43,2.0828,Verb,180.0,0.96,Verb.Noun.Adjective,180.5.3,180
guarding,189,157,178,153,3.71,2.2788,1.87,2.1987,Verb,180.0,0.95,Verb.Noun.Adjective,180.7.2,180
pumping,240,198,225,188,4.71,2.382,2.36,2.2989,Verb,180.0,0.75,Verb.Noun,180.59,180
respected,336,299,329,293,6.59,2.5276,3.56,2.4771,Verb,180.0,0.54,Verb.Adjective,180.156,180
benefit,732,560,707,545,14.35,2.8651,6.68,2.749,Noun,552.0,0.76,Noun.Verb,552.179,179
complained,179,162,174,158,3.51,2.2553,1.93,2.2122,Verb,179.0,1.0,Verb,179,179
conducting,189,172,181,165,3.71,2.2788,2.05,2.238,Verb,179.0,0.95,Verb.Noun,179.10,179
heave,186,83,70,47,3.65,2.2718,0.99,1.9243,Verb,179.0,0.96,Verb.Noun.Name,179.6.1,179
pegged,182,177,182,177,3.57,2.2625,2.11,2.2504,Verb,179.0,1.0,Verb,179,179
pipe,989,643,853,558,19.39,2.9956,7.67,2.8089,Noun,810.0,0.82,Noun.Verb,810.179,179
rehearsing,181,148,167,140,3.55,2.2601,1.76,2.1732,Verb,179.0,0.99,Verb.Noun,179.2,179
shitting,181,154,176,151,3.55,2.2601,1.84,2.1903,Verb,179.0,0.99,Verb.Adjective,179.2,179
shower,2097,1299,2040,1275,41.12,3.3218,15.49,3.1139,Noun,1918.0,0.91,Noun.Verb,1918.179,179
tuned,182,161,177,159,3.57,2.2625,1.92,2.2095,Verb,179.0,0.98,Verb.Adjective,179.3,179
apologized,183,151,181,149,3.59,2.2648,1.8,2.1818,Verb,178.0,0.99,Verb.Name.Adjective,178.1.1,178
attach,126,114,112,102,2.47,2.1038,1.36,2.0607,Verb,178.0,1.0,Verb,178,178
builds,179,157,170,148,3.51,2.2553,1.87,2.1987,Verb,178.0,1.0,Verb,178,178
expand,178,161,166,152,3.49,2.2529,1.92,2.2095,Verb,178.0,1.0,Verb,178,178
restored,214,177,198,173,4.2,2.3324,2.11,2.2504,Verb,178.0,0.83,Verb.Adjective,178.36,178
supporting,234,208,221,199,4.59,2.3711,2.48,2.3201,Verb,178.0,0.76,Verb.Adjective,178.56,178
admired,187,172,182,170,3.67,2.2742,2.05,2.238,Verb,177.0,0.95,Verb.Adjective,177.9,177
clamp,350,159,188,118,6.86,2.5453,1.9,2.2041,Verb,177.0,0.51,Verb.Noun.Name,177.159.14,177
weighs,178,159,173,155,3.49,2.2529,1.9,2.2041,Verb,177.0,0.99,Verb.Noun,177.1,177
dispatch,350,251,189,137,6.86,2.5453,2.99,2.4014,Verb,176.0,0.5,Verb.Noun.Name,176.172.2,176
doubled,182,163,170,157,3.57,2.2625,1.94,2.2148,Verb,176.0,0.97,Verb.Adjective,176.5,176
equals,234,188,230,185,4.59,2.3711,2.24,2.2765,Verb,176.0,0.75,Verb.Noun,176.58,176
manipulate,177,157,170,152,3.47,2.2504,1.87,2.1987,Verb,176.0,1.0,Verb,176,176
shawn,558,51,49,7,10.94,2.7474,0.61,1.716,Name,281.0,0.52,Name.Verb.Noun,281.176.86,176
suffers,177,162,173,159,3.47,2.2504,1.93,2.2122,Verb,176.0,1.0,Verb,176,176
wandered,176,163,172,160,3.45,2.248,1.94,2.2148,Verb,176.0,1.0,Verb,176,176
anger,991,639,902,611,19.43,2.9965,7.62,2.8062,Noun,804.0,0.81,Noun.Verb.Name,804.175.12,175
carved,197,167,187,158,3.86,2.2967,1.99,2.2253,Verb,175.0,0.89,Verb.Adjective,175.22,175
deals,499,432,495,429,9.78,2.699,5.15,2.6365,Noun,329.0,0.65,Noun.Verb,329.175,175
detected,177,145,176,144,3.47,2.2504,1.73,2.1644,Verb,175.0,0.99,Verb.Adjective,175.1,175
hawkeye,412,133,1,1,8.08,2.616,1.59,2.1271,Name,201.0,0.49,Name.Verb.Noun,201.175.36,175
yield,206,129,187,123,4.04,2.316,1.54,2.1139,Verb,175.0,0.84,Verb.Noun,175.34,175
bribe,308,240,300,235,6.04,2.49,2.86,2.382,Verb,174.0,0.57,Verb.Noun,174.131,174
choked,175,151,166,143,3.43,2.2455,1.8,2.1818,Verb,174.0,0.99,Verb.Adjective,174.1,174
clap,241,152,170,120,4.73,2.3838,1.81,2.1847,Verb,174.0,0.72,Verb.Noun,174.68,174
code,2709,1311,2264,1142,53.12,3.433,15.63,3.1179,Noun,2533.0,0.94,Noun.Verb,2533.174,174
deceive,174,152,170,151,3.41,2.243,1.81,2.1847,Verb,174.0,1.0,Verb,174,174
enlisted,174,128,160,121,3.41,2.243,1.53,2.1106,Verb,174.0,1.0,Verb,174,174
license,1635,992,1530,949,32.06,3.2138,11.83,2.9969,Noun,1456.0,0.89,Noun.Verb,1456.174,174
pleases,173,153,172,152,3.39,2.2405,1.82,2.1875,Verb,174.0,1.0,Verb,174,174
resolved,175,154,168,150,3.43,2.2455,1.84,2.1903,Verb,174.0,0.99,Verb.Adjective,174.1,174
scrape,210,194,191,180,4.12,2.3243,2.31,2.29,Verb,174.0,0.83,Verb.Noun,174.36,174
filming,198,157,190,151,3.88,2.2989,1.87,2.1987,Verb,173.0,0.87,Verb.Noun,173.25,173
leaking,184,161,174,154,3.61,2.2672,1.92,2.2095,Verb,173.0,0.95,Verb.Adjective.Noun,173.9.1,173
slit,194,167,185,160,3.8,2.29,1.99,2.2253,Verb,173.0,0.89,Verb.Noun,173.22,173
spelled,178,146,168,138,3.49,2.2529,1.74,2.1673,Verb,173.0,0.97,Verb.Adjective,173.5,173
stated,184,158,182,156,3.61,2.2672,1.88,2.2014,Verb,173.0,0.94,Verb.Adjective,173.11,173
store,4178,2145,4040,2095,81.92,3.6211,25.57,3.3316,Noun,3998.0,0.96,Noun.Verb,3998.173,173
trusts,189,172,189,172,3.71,2.2788,2.05,2.238,Verb,173.0,0.92,Verb.Noun,173.16,173
chopped,232,201,224,197,4.55,2.3674,2.4,2.3054,Verb,172.0,0.74,Verb.Adjective,172.60,172
function,565,441,561,439,11.08,2.7528,5.26,2.6454,Noun,392.0,0.7,Noun.Verb,392.172,172
reschedule,180,152,171,145,3.53,2.2577,1.81,2.1847,Verb,172.0,0.96,Verb.Noun,172.8,172
shock,1468,1085,1402,1053,28.78,3.167,12.94,3.0358,Noun,1296.0,0.88,Noun.Verb,1296.172,172
stalling,194,155,178,154,3.8,2.29,1.85,2.1931,Verb,172.0,0.89,Verb.Noun.Name.Adjective,172.9.9.4,172
altered,228,183,215,175,4.47,2.3598,2.18,2.2648,Verb,171.0,0.75,Verb.Adjective,171.57,171
bully,368,264,322,236,7.22,2.567,3.15,2.4232,Noun,197.0,0.54,Noun.Verb,197.171,171
duck,1263,703,938,562,24.76,3.1017,8.38,2.8476,Noun,1053.0,0.84,Noun.Verb.Name,1053.171.32,171
monitoring,230,187,227,184,4.51,2.3636,2.23,2.2742,Verb,171.0,0.75,Verb.Noun,171.58,171
seduce,176,134,157,127,3.45,2.248,1.6,2.1303,Verb,171.0,0.97,Verb.Name,171.5,171
sniffing,174,155,148,136,3.41,2.243,1.85,2.1931,Verb,171.0,0.98,Verb.Noun,171.3,171
spray,492,342,459,320,9.65,2.6928,4.08,2.5353,Noun,320.0,0.65,Noun.Verb.Name,320.171.1,171
bombed,197,146,194,144,3.86,2.2967,1.74,2.1673,Verb,170.0,0.86,Verb.Adjective,170.27,170
initiate,170,138,110,99,3.33,2.233,1.65,2.143,Verb,170.0,1.0,Verb,170,170
occurs,170,150,167,149,3.33,2.233,1.79,2.179,Verb,170.0,1.0,Verb,170,170
retreat,484,295,373,252,9.49,2.6857,3.52,2.4713,Noun,313.0,0.65,Noun.Verb,313.170,170
signal,1926,1024,1786,984,37.76,3.2849,12.21,3.0107,Noun,1753.0,0.91,Noun.Verb.Name,1753.170.1,170
sinking,252,186,241,183,4.94,2.4031,2.22,2.2718,Verb,170.0,0.68,Verb.Noun,170.80,170
associated,200,176,176,162,3.92,2.3032,2.1,2.248,Verb,169.0,0.85,Verb.Adjective,169.31,169
faked,177,137,171,134,3.47,2.2504,1.63,2.1399,Verb,169.0,0.95,Verb.Adjective.Name,169.5.3,169
overruled,172,109,66,49,3.37,2.238,1.3,2.0414,Verb,169.0,1.0,Verb,169,169
punching,207,174,197,164,4.06,2.3181,2.07,2.243,Verb,169.0,0.82,Verb.Adjective.Noun.Name,169.31.4.3,169
rebuild,172,149,165,144,3.37,2.238,1.78,2.1761,Verb,169.0,0.98,Verb.Noun,169.4,169
shalt,169,93,168,92,3.31,2.2304,1.11,1.9731,Verb,169.0,1.0,Verb,169,169
spared,169,151,161,147,3.31,2.2304,1.8,2.1818,Verb,169.0,1.0,Verb,169,169
color,2011,1366,1928,1326,39.43,3.3036,16.29,3.1358,Noun,1842.0,0.92,Noun.Verb,1842.168,168
demanding,217,202,209,194,4.25,2.3385,2.41,2.3075,Verb,168.0,0.77,Verb.Adjective,168.49,168
draws,195,169,187,163,3.82,2.2923,2.01,2.2304,Verb,168.0,0.86,Verb.Noun,168.27,168
encouraged,168,149,161,144,3.29,2.2279,1.78,2.1761,Verb,168.0,1.0,Verb,168,168
flowing,217,183,205,171,4.25,2.3385,2.18,2.2648,Verb,168.0,0.77,Verb.Adjective,168.49,168
practise,189,114,169,105,3.71,2.2788,1.36,2.0607,Verb,168.0,0.89,Verb.Noun,168.21,168
torturing,171,156,162,150,3.35,2.2355,1.86,2.1959,Verb,168.0,0.98,Verb.Noun.Adjective,168.2.1,168
down,76004,8161,73713,8147,1490.27,4.8808,97.29,3.9118,Adverb,70578.0,0.93,Adverb.Preposition.Noun.Adjective.Verb.Name,70578.4311.441.261.167.130,167
haunt,182,160,172,155,3.57,2.2625,1.91,2.2068,Verb,167.0,0.92,Verb.Noun,167.15,167
presenting,167,144,140,123,3.27,2.2253,1.72,2.1614,Verb,167.0,1.0,Verb,167,167
refusing,167,148,153,137,3.27,2.2253,1.76,2.1732,Verb,167.0,1.0,Verb,167,167
square,1620,1072,1176,849,31.76,3.2098,12.78,3.0306,Noun,805.0,0.5,Noun.Adjective.Verb.Adverb.Name,805.542.167.102.3,167
stationed,167,149,164,146,3.27,2.2253,1.78,2.1761,Verb,167.0,1.0,Verb,167,167
wire,1403,819,1326,798,27.51,3.1474,9.76,2.9138,Noun,1234.0,0.88,Noun.Verb.Name,1234.167.1,167
chained,171,132,164,127,3.35,2.2355,1.57,2.1239,Verb,166.0,0.98,Verb.Adjective,166.4,166
influence,754,599,747,598,14.78,2.8779,7.14,2.7782,Noun,587.0,0.78,Noun.Verb,587.166,166
lure,217,188,196,173,4.25,2.3385,2.24,2.2765,Verb,166.0,0.76,Verb.Noun.Name,166.48.3,166
operated,166,148,163,146,3.25,2.2227,1.76,2.1732,Verb,166.0,1.0,Verb,166,166
rap,665,429,609,408,13.04,2.8235,5.11,2.6335,Noun,495.0,0.75,Noun.Verb.Name,495.166.1,166
shouts,214,120,160,95,4.2,2.3324,1.43,2.0828,Verb,166.0,0.78,Verb.Noun,166.48,166
analyze,165,149,156,144,3.24,2.2201,1.78,2.1761,Verb,165.0,1.0,Verb,165,165
finishes,182,143,180,141,3.57,2.2625,1.7,2.1584,Verb,165.0,0.91,Verb.Noun,165.16,165
forged,216,164,200,153,4.24,2.3365,1.96,2.2175,Verb,165.0,0.76,Verb.Adjective,165.51,165
misunderstand,168,145,166,145,3.29,2.2279,1.73,2.1644,Verb,165.0,1.0,Verb,165,165
removing,165,152,140,131,3.24,2.2201,1.81,2.1847,Verb,165.0,1.0,Verb,165,165
stripped,183,169,174,160,3.59,2.2648,2.01,2.2304,Verb,165.0,0.9,Verb.Adjective,165.18,165
unpack,165,149,143,130,3.24,2.2201,1.78,2.1761,Verb,165.0,1.0,Verb,165,165
brag,179,160,177,158,3.51,2.2553,1.91,2.2068,Verb,164.0,0.92,Verb.Noun,164.15,164
condemned,232,175,214,161,4.55,2.3674,2.09,2.2455,Verb,164.0,0.71,Verb.Adjective,164.67,164
conducted,163,149,163,149,3.2,2.2148,1.78,2.1761,Verb,164.0,1.0,Verb,164,164
eliminated,166,139,164,138,3.25,2.2227,1.66,2.1461,Verb,164.0,0.99,Verb.Adjective,164.2,164
isolated,310,264,290,252,6.08,2.4928,3.15,2.4232,Verb,164.0,0.53,Verb.Adjective,164.145,164
mock,274,202,240,187,5.37,2.4393,2.41,2.3075,Verb,164.0,0.6,Verb.Adjective.Noun,164.108.2,164
slammed,166,159,162,155,3.25,2.2227,1.9,2.2041,Verb,164.0,0.99,Verb.Adjective,164.2,164
sounding,193,172,182,164,3.78,2.2878,2.05,2.238,Verb,164.0,0.85,Verb.Noun,164.29,164
spy,1023,515,917,493,20.06,3.0103,6.14,2.7126,Noun,856.0,0.84,Noun.Verb.Name,856.164.2,164
assemble,163,128,122,104,3.2,2.2148,1.53,2.1106,Verb,163.0,1.0,Verb,163,163
boot,568,374,484,350,11.14,2.7551,4.46,2.574,Noun,382.0,0.67,Noun.Verb.Name,382.163.24,163
desert,1427,730,1230,645,27.98,3.1547,8.7,2.8639,Noun,1257.0,0.89,Noun.Verb,1257.163,163
game,11926,3774,11451,3698,233.84,4.0765,44.99,3.5769,Noun,11721.0,0.98,Noun.Verb.Adjective.Name,11721.163.23.1,163
pledge,351,231,316,209,6.88,2.5465,2.75,2.3655,Noun,190.0,0.54,Noun.Verb,190.163,163
preferred,210,191,202,184,4.12,2.3243,2.28,2.2833,Verb,163.0,0.78,Verb.Adjective,163.47,163
providing,205,190,169,158,4.02,2.3139,2.27,2.281,Verb,163.0,0.79,Verb.Conjunction,163.43,163
teasing,215,188,206,183,4.22,2.3345,2.24,2.2765,Verb,163.0,0.75,Verb.Noun.Adjective,163.39.14,163
vanish,163,137,142,127,3.2,2.2148,1.63,2.1399,Verb,163.0,1.0,Verb,163,163
baked,341,268,302,251,6.69,2.534,3.2,2.4298,Adjective,179.0,0.52,Adjective.Verb,179.162,162
comb,309,221,288,210,6.06,2.4914,2.63,2.3464,Verb,162.0,0.52,Verb.Noun,162.147,162
elk,306,61,39,30,6.0,2.4871,0.73,1.7924,Verb,162.0,0.53,Verb.Noun.Name,162.80.63,162
favor,3609,2370,3569,2366,70.76,3.5575,28.25,3.3749,Noun,3223.0,0.89,Noun.Preposition.Verb.Name,3223.181.162.38,162
flattered,398,359,390,357,7.8,2.601,4.28,2.5563,Adjective,235.0,0.59,Adjective.Verb,235.162,162
learnt,162,129,160,129,3.18,2.2122,1.54,2.1139,Verb,162.0,1.0,Verb,162,162
murdering,241,214,231,207,4.73,2.3838,2.55,2.3324,Verb,162.0,0.67,Verb.Adjective,162.80,162
pleased,1455,1101,1127,884,28.53,3.1632,13.13,3.0422,Adjective,1291.0,0.89,Adjective.Verb,1291.162,162
roam,173,125,172,124,3.39,2.2405,1.49,2.1004,Verb,162.0,0.94,Verb.Noun,162.11,162
shakes,252,202,214,189,4.94,2.4031,2.41,2.3075,Verb,162.0,0.64,Verb.Noun,162.90,162
slice,435,357,396,333,8.53,2.6395,4.26,2.5539,Noun,273.0,0.63,Noun.Verb,273.162,162
speeding,254,189,229,184,4.98,2.4065,2.25,2.2788,Verb,162.0,0.64,Verb.Adjective.Noun,162.87.5,162
strapped,164,138,156,133,3.22,2.2175,1.65,2.143,Verb,162.0,0.99,Verb.Adjective,162.2,162
wax,461,277,394,266,9.04,2.6646,3.3,2.444,Noun,299.0,0.65,Noun.Verb,299.162,162
conceived,162,139,158,135,3.18,2.2122,1.66,2.1461,Verb,161.0,0.99,Verb.Adjective,161.1,161
fax,357,230,320,214,7.0,2.5539,2.74,2.3636,Noun,195.0,0.55,Noun.Verb,195.161,161
renting,162,139,149,132,3.18,2.2122,1.66,2.1461,Verb,161.0,0.99,Verb.Adjective,161.1,161
banged,160,147,154,144,3.14,2.2068,1.75,2.1703,Verb,160.0,1.0,Verb,160,160
competing,192,144,183,141,3.76,2.2856,1.72,2.1614,Verb,160.0,0.83,Verb.Adjective,160.32,160
dispose,160,142,143,129,3.14,2.2068,1.69,2.1553,Verb,160.0,1.0,Verb,160,160
expressed,166,151,164,149,3.25,2.2227,1.8,2.1818,Verb,160.0,0.96,Verb.Adjective,160.6,160
wrestle,176,128,168,126,3.45,2.248,1.53,2.1106,Verb,160.0,0.91,Verb.Noun,160.15,160
appreciates,159,152,158,151,3.12,2.2041,1.81,2.1847,Verb,159.0,1.0,Verb,159,159
crowded,456,386,438,377,8.94,2.6599,4.6,2.5877,Adjective,297.0,0.65,Adjective.Verb,297.159,159
directing,174,124,167,119,3.41,2.243,1.48,2.0969,Verb,159.0,0.91,Verb.Adjective.Noun,159.8.7,159
dislike,200,169,197,169,3.92,2.3032,2.01,2.2304,Verb,159.0,0.8,Verb.Noun,159.40,159
dripping,172,154,166,149,3.37,2.238,1.84,2.1903,Verb,159.0,0.92,Verb.Noun.Adverb,159.8.5,159
lent,190,168,161,148,3.73,2.281,2.0,2.2279,Verb,159.0,0.84,Verb.Noun.Adjective,159.29.1,159
practiced,170,153,165,149,3.33,2.233,1.82,2.1875,Verb,159.0,0.94,Verb.Adjective.Name,159.10.1,159
splitting,203,178,188,168,3.98,2.3096,2.12,2.2529,Verb,159.0,0.78,Verb.Noun,159.44,159
sustained,397,253,177,156,7.78,2.5999,3.02,2.4048,Adjective,238.0,0.6,Adjective.Verb,238.159,159
bouncing,217,177,196,171,4.25,2.3385,2.11,2.2504,Verb,158.0,0.73,Verb.Adjective,158.59,158
defy,158,142,148,137,3.1,2.2014,1.69,2.1553,Verb,158.0,1.0,Verb,158,158
founded,158,144,148,135,3.1,2.2014,1.72,2.1614,Verb,158.0,1.0,Verb,158,158
investigated,161,139,161,139,3.16,2.2095,1.66,2.1461,Verb,158.0,0.98,Verb.Adjective,158.3,158
melted,201,177,191,167,3.94,2.3054,2.11,2.2504,Verb,158.0,0.79,Verb.Adjective.Name,158.41.2,158
slam,296,239,246,220,5.8,2.4728,2.85,2.3802,Verb,158.0,0.53,Verb.Noun.Interjection.Name,158.127.10.1,158
slaughtered,167,145,158,141,3.27,2.2253,1.73,2.1644,Verb,158.0,0.95,Verb.Adjective,158.9,158
tucked,158,148,148,139,3.1,2.2014,1.76,2.1732,Verb,158.0,1.0,Verb,158,158
bond,1595,507,565,379,31.27,3.203,6.04,2.7059,Name,924.0,0.58,Name.Noun.Verb,924.515.157,157
