Word,FREQcount,CDcount,FREQlow,Cdlow,SUBTLWF,Lg10WF,SUBTLCD,Lg10CD,Dom_PoS_SUBTLEX,Freq_dom_PoS_SUBTLEX,Percentage_dom_PoS,All_PoS_SUBTLEX,All_freqs_SUBTLEX,Adverb_freq
underway,148,128,145,127,2.9,2.1732,1.53,2.1106,Adverb,146.0,1.0,Adverb,146,146
yonder,178,124,163,117,3.49,2.2529,1.48,2.0969,Adverb,145.0,0.81,Adverb.Determiner,145.33,145
an,95071,8285,90046,8271,1864.14,4.9781,98.77,3.9183,Article,94842.0,1.0,Article.Adverb.Noun,94842.140.20,140
certain,4354,2654,4170,2582,85.37,3.639,31.64,3.4241,Adjective,4213.0,0.97,Adjective.Adverb,4213.140,140
overtime,318,261,306,251,6.24,2.5038,3.11,2.4183,Noun,178.0,0.56,Noun.Adverb,178.140,140
financially,139,127,127,116,2.73,2.1461,1.51,2.1072,Adverb,139.0,1.0,Adverb,139,139
flat,1337,913,1233,866,26.22,3.1265,10.88,2.9609,Noun,658.0,0.49,Noun.Adjective.Adverb.Name,658.539.139.2,139
newly,140,127,125,115,2.75,2.1492,1.51,2.1072,Adverb,139.0,1.0,Adverb,139,139
smoothly,139,126,137,124,2.73,2.1461,1.5,2.1038,Adverb,139.0,1.0,Adverb,139,139
firmly,136,130,132,126,2.67,2.1367,1.55,2.1173,Adverb,136.0,1.0,Adverb,136,136
typically,138,117,103,87,2.71,2.143,1.39,2.0719,Adverb,136.0,1.0,Adverb,136,136
daily,797,588,573,465,15.63,2.902,7.01,2.7701,Adjective,563.0,0.71,Adjective.Adverb.Name.Noun,563.134.99.1,134
loudly,131,110,111,93,2.57,2.1206,1.31,2.0453,Adverb,131.0,1.0,Adverb,131,131
sideways,140,128,137,127,2.75,2.1492,1.53,2.1106,Adverb,131.0,0.94,Adverb.Adjective,131.9,131
nonetheless,129,124,91,91,2.53,2.1139,1.48,2.0969,Adverb,129.0,1.0,Adverb,129,129
plus,2399,1619,1125,850,47.04,3.3802,19.3,3.2095,Preposition,1241.0,0.52,Preposition.Noun.Adverb.Conjunction,1241.973.129.49,129
vaguely,129,118,83,79,2.53,2.1139,1.41,2.0755,Adverb,129.0,1.0,Adverb,129,129
indoors,126,104,120,98,2.47,2.1038,1.24,2.0212,Adverb,126.0,1.0,Adverb,126,126
damned,898,639,781,584,17.61,2.9538,7.62,2.8062,Verb,405.0,0.45,Verb.Adjective.Adverb,405.367.125,125
horribly,125,107,112,98,2.45,2.1004,1.28,2.0334,Adverb,125.0,1.0,Adverb,125,125
calmly,124,114,114,107,2.43,2.0969,1.36,2.0607,Adverb,124.0,1.0,Adverb,124,124
professionally,123,115,107,102,2.41,2.0934,1.37,2.0645,Adverb,123.0,1.0,Adverb,123,123
formerly,123,114,88,84,2.41,2.0934,1.36,2.0607,Adverb,122.0,1.0,Adverb,122,122
big,34824,7234,29451,7076,682.82,4.5419,86.24,3.8594,Adjective,34684.0,1.0,Adjective.Adverb.Noun,34684.121.3,121
