Word,Subt_freq,Film_freq,All_PoS,PoS_freqs,Adjective_freq,Web_freq
incomparable,48,37,adjective,49,49,505857.0
purest,49,45,adjective,49,49,500985.0
bucky,176,33,name.adjective,126.49,49,487506.0
intoxicating,49,47,adjective,49,49,477180.0
racy,49,32,adjective,49,49,360461.0
disagreeable,49,43,adjective,49,49,275894.0
thieving,85,68,adjective.noun.verb,49.34.2,49,149024.0
disloyal,49,32,adjective,49,49,114744.0
deader,49,44,adjective,49,49,39343.0
agricultural,48,43,adjective,48,48,24509113.0
crap,3151,1996,noun.adjective.verb.adverb,3060.48.25.12,48,7169097.0
gothic,48,33,adjective,48,48,6673024.0
cardinal,208,85,noun.adjective.name,156.48.4,48,4993081.0
versatile,48,45,adjective,48,48,4727772.0
spinning,374,290,verb.adjective.noun,313.48.13,48,4427224.0
austrian,65,41,adjective.noun,48.17,48,3814530.0
archaeological,48,23,adjective,48,48,3287086.0
problematic,48,42,adjective,48,48,2610150.0
anterior,48,41,adjective,48,48,2316239.0
navigational,48,34,adjective,48,48,1937987.0
unforgettable,48,43,adjective,48,48,1916237.0
kinder,55,52,adjective.name,48.7,48,1307814.0
oily,49,44,adjective,48,48,1286829.0
deserving,50,46,adjective.verb,48.2,48,1182463.0
unlisted,49,40,adjective,48,48,1131675.0
marrying,812,550,verb.adjective.noun,757.48.5,48,883879.0
imaginable,48,46,adjective,48,48,869241.0
dismal,48,43,adjective,48,48,867714.0
pious,48,42,adjective,48,48,707407.0
echoing,131,62,verb.adjective,83.48,48,598763.0
caged,83,68,adjective.verb,48.35,48,511070.0
unwise,48,47,adjective,48,48,430010.0
baggy,48,44,adjective,48,48,419677.0
sketchy,63,56,adjective.noun.name,48.14.1,48,409557.0
deplorable,47,42,adjective,48,48,282852.0
freudian,51,47,adjective.noun,48.3,48,258173.0
brainy,48,44,adjective,48,48,248252.0
overbearing,49,34,adjective,48,48,215700.0
nippy,48,26,adjective,48,48,75292.0
luckier,48,47,adjective,48,48,74743.0
preferred,210,191,verb.adjective,163.47,47,19640247.0
overseas,233,173,adverb.adjective,186.47,47,14773122.0
statutory,47,37,adjective,47,47,10934584.0
provincial,47,36,adjective,47,47,9144703.0
approximate,64,58,adjective.verb.noun,47.14.1,47,6952889.0
widespread,47,45,adjective,47,47,6250188.0
atmospheric,47,40,adjective,47,47,6200192.0
concentrated,99,84,verb.adjective,51.47,47,4848674.0
booked,531,428,verb.adjective,483.47,47,3972989.0
shaving,298,251,verb.adjective.noun.name,243.47.7.1,47,2809902.0
malignant,63,56,adjective.noun,47.15,47,2431848.0
bohemian,48,40,adjective.noun,47.1,47,2402466.0
preferable,47,46,adjective,47,47,1710276.0
uptown,246,156,adverb.adjective,199.47,47,1677197.0
imperfect,49,41,adjective.noun,47.2,47,1460287.0
unconditional,47,44,adjective,47,47,1433458.0
crushing,139,119,verb.adjective,92.47,47,1391123.0
guarded,167,152,verb.adjective,119.47,47,1257448.0
secluded,52,48,adjective.verb,47.5,47,1226750.0
fruitful,47,43,adjective,47,47,1135613.0
smashed,358,301,verb.adjective,310.47,47,1002472.0
dreaded,69,62,adjective.verb,47.22,47,926427.0
oppressive,47,44,adjective,47,47,775923.0
defiant,47,28,adjective,47,47,774167.0
chipped,124,100,verb.adjective.noun,76.47.1,47,737567.0
aching,105,97,verb.adjective,57.47,47,724865.0
crunchy,48,45,adjective,47,47,708304.0
rebellious,47,44,adjective,47,47,672476.0
undivided,47,43,adjective,47,47,466636.0
creamed,82,65,adjective.verb.name,47.34.1,47,432170.0
feisty,71,64,adjective.noun,47.23,47,389800.0
unimaginable,47,41,adjective,47,47,374430.0
suave,47,37,adjective,47,47,336960.0
homely,47,40,adjective,47,47,323224.0
doable,47,43,adjective,47,47,299775.0
regrettable,47,41,adjective,47,47,289941.0
amorous,47,39,adjective,47,47,262783.0
crabby,47,41,adjective,47,47,211263.0
helluva,47,33,adjective,47,47,181921.0
uglier,49,46,adjective.name,47.2,47,125342.0
approved,331,272,verb.adjective,284.46,46,52215969.0
equivalent,134,122,noun.adjective,88.46,46,24050668.0
statistical,46,38,adjective,46,46,18306995.0
resistant,46,44,adjective,46,46,11080383.0
burned,1448,1038,verb.adjective,1401.46,46,4993504.0
decorated,144,130,verb.adjective,98.46,46,4402966.0
lutheran,46,25,adjective,46,46,4053726.0
belgian,48,42,adjective.noun,46.1,46,3642712.0
upward,86,75,adjective.adverb,46.40,46,3273084.0
singular,65,55,adjective.noun,46.20,46,3093829.0
prolonged,55,52,adjective.verb,46.9,46,2913107.0
captive,116,97,noun.adjective,70.46,46,2342128.0
negotiable,46,41,adjective,46,46,1810941.0
rectal,46,39,adjective,46,46,1676607.0
astral,49,26,adjective.noun,46.2,46,1205159.0
steamed,100,94,verb.adjective.noun,53.46.1,46,851680.0
girly,68,59,adjective.noun,46.22,46,778626.0
arresting,192,165,verb.adjective,148.46,46,699349.0
sunken,46,35,adjective,46,46,666107.0
conquering,54,50,adjective.verb,46.8,46,641337.0
strapping,51,50,adjective.verb,46.4,46,637568.0
crusty,54,37,adjective.name,46.8,46,459667.0
inconceivable,46,41,adjective,46,46,403498.0
homing,71,53,adjective.verb.noun,46.24.1,46,379320.0
sickening,46,41,adjective,46,46,350993.0
talkative,46,43,adjective,46,46,297630.0
lenient,46,39,adjective,46,46,290798.0
grisly,46,41,adjective,46,46,256550.0
headstrong,46,39,adjective,46,46,200946.0
ulterior,46,42,adjective,46,46,189928.0
punchy,49,31,adjective,46,46,168498.0
subatomic,46,28,adjective,46,46,153556.0
groggy,46,45,adjective,46,46,141431.0
prissy,46,31,adjective,46,46,112724.0
proposed,343,266,verb.adjective,298.45,45,53512775.0
overhead,187,153,adverb.adjective.noun,104.45.37,45,7109005.0
viral,45,38,adjective,45,45,5969493.0
graduated,395,332,verb.adjective,350.45,45,5515808.0
renewed,78,67,adjective.verb,45.33,45,4446343.0
panty,53,49,adjective.noun,45.7,45,3546636.0
nautical,45,33,adjective,45,45,2964256.0
digestive,45,42,adjective,45,45,2933689.0
rented,466,377,verb.adjective.noun,420.45.1,45,2865890.0
cultured,49,45,adjective.verb,45.3,45,2862362.0
noticeable,45,40,adjective,45,45,1919027.0
aztec,56,24,adjective.noun,45.10,45,1494241.0
mythical,45,38,adjective,45,45,1152422.0
manned,66,41,adjective.verb,45.20,45,1084146.0
inventive,46,46,adjective.name,45.1,45,962883.0
nutritious,45,42,adjective,45,45,891604.0
submissive,45,26,adjective,45,45,833354.0
impractical,45,41,adjective,45,45,809745.0
bavarian,45,28,adjective,45,45,691623.0
clandestine,45,41,adjective,45,45,675470.0
bruised,107,95,verb.adjective,62.45,45,649995.0
insidious,45,41,adjective,45,45,498680.0
scandalous,46,43,adjective,45,45,474263.0
immaterial,45,39,adjective,45,45,455764.0
flaky,45,37,adjective,45,45,442666.0
corky,178,27,name.adjective,131.45,45,318993.0
peachy,105,65,adjective.noun.name,45.40.20,45,309577.0
disgraced,83,77,adjective.verb,45.38,45,305056.0
bottomless,45,42,adjective,45,45,281472.0
obstinate,46,38,adjective,45,45,205140.0
redheaded,45,36,adjective,45,45,199140.0
brainless,45,41,adjective,45,45,135956.0
doggone,148,105,interjection.adjective.adverb,97.45.5,45,93758.0
spic,59,39,adjective.noun,45.14,45,84138.0
snippy,47,26,adjective.name,45.1,45,61834.0
all,263255,8279,determiner.adverb.adjective.noun,162254.97871.44.1,44,2022459848.0
taken,7071,4027,verb.adjective.noun,7016.44.1,44,87019836.0
improved,230,221,verb.adjective,186.44,44,27397478.0
assigned,618,489,verb.adjective,574.44,44,24443469.0
mounted,132,115,verb.adjective,88.44,44,12391977.0
alphabetical,44,41,adjective,44,44,11717970.0
exterior,121,104,noun.adjective,77.44,44,9319730.0
guided,106,96,verb.adjective,62.44,44,9015660.0
decorative,44,41,adjective,44,44,8674671.0
charging,320,265,verb.noun.adjective,228.48.44,44,5805957.0
cubic,44,41,adjective,44,44,5774261.0
demographic,44,39,adjective,44,44,5553274.0
motivated,158,135,verb.adjective,114.44,44,5411329.0
diabetic,113,80,noun.adjective,69.44,44,4423828.0
mystic,74,48,adjective.noun.name,44.28.2,44,3575548.0
padded,55,50,adjective.verb,44.11,44,3476722.0
sanitary,44,38,adjective,44,44,3137434.0
maroon,61,25,adjective.noun.verb.name,44.11.3.3,44,2740904.0
timeless,44,40,adjective,44,44,2588461.0
trendy,44,43,adjective,44,44,2277368.0
stirring,133,121,verb.adjective,89.44,44,2097850.0
unsuccessful,44,40,adjective,44,44,2087199.0
exemplary,44,40,adjective,44,44,1791669.0
hardened,58,56,adjective.verb,44.14,44,1520707.0
punitive,44,35,adjective,44,44,1450376.0
pivotal,44,39,adjective,44,44,1414963.0
humid,45,38,adjective,44,44,1026485.0
busiest,44,41,adjective,44,44,911196.0
mercenary,98,75,noun.adjective,54.44,44,758335.0
spitting,202,184,verb.adjective.noun,139.44.19,44,681477.0
tasteless,45,41,adjective.name,44.1,44,679742.0
intolerant,44,40,adjective,44,44,563093.0
forceful,44,39,adjective,44,44,555765.0
untimely,44,42,adjective,44,44,554611.0
unmistakable,45,43,adjective,44,44,499660.0
impersonal,44,42,adjective,44,44,454766.0
antiseptic,44,39,adjective,44,44,431157.0
coldest,44,44,adjective,44,44,396845.0
overworked,50,48,adjective.verb,44.6,44,332451.0
untouchable,44,40,adjective,44,44,302626.0
