Word,Subt_freq,Film_freq,All_PoS,PoS_freqs,Adjective_freq,Web_freq
cottony,3,3,adjective,3,3,37859.0
ethmoid,4,4,adjective.noun,3.1,3,37633.0
unprejudiced,3,3,adjective,3,3,37568.0
socialised,3,2,adjective,3,3,36697.0
overripe,3,3,adjective,3,3,36389.0
unexceptional,3,2,adjective,3,3,35851.0
likeliest,3,3,adjective,3,3,35725.0
jaywalking,35,27,verb.adjective.name,30.3.2,3,35174.0
lugubrious,3,3,adjective,3,3,35045.0
eidetic,3,3,adjective,3,3,35006.0
uncharitable,3,3,adjective,3,3,34722.0
voluble,3,3,adjective,3,3,34568.0
demotic,3,3,adjective,3,3,34301.0
slickest,3,3,adjective,3,3,34219.0
yammering,37,36,verb.noun.adjective,28.6.3,3,33701.0
raunchiest,3,3,adjective,3,3,33482.0
irreproachable,2,2,adjective,3,3,33199.0
divvy,22,21,noun.adjective.name,17.3.2,3,33136.0
cellmate,40,33,noun.adjective,37.3,3,33130.0
passionless,3,3,adjective,3,3,33044.0
untrammeled,3,3,adjective,3,3,32943.0
metaphysic,3,3,adjective,3,3,32632.0
tragical,3,3,adjective,3,3,32545.0
profoundest,3,3,adjective,3,3,32487.0
reproachful,3,2,adjective,3,3,32483.0
chintzy,3,3,adjective,3,3,32066.0
stampeding,9,9,verb.adjective.noun,5.3.1,3,32055.0
nonreactive,3,2,adjective,3,3,32004.0
malodorous,3,3,adjective,3,3,31529.0
aphasic,3,2,adjective,3,3,31280.0
unrewarding,3,2,adjective,3,3,31270.0
defrocked,13,8,verb.adjective.name,9.3.1,3,31213.0
leaderless,3,3,adjective,3,3,31036.0
crudest,3,3,adjective,3,3,30964.0
windiest,3,2,adjective,3,3,30807.0
nonporous,3,3,adjective,3,3,30793.0
revengeful,3,3,adjective,3,3,30566.0
eatable,3,2,adjective,3,3,30155.0
spinous,3,3,adjective,3,3,30055.0
pantheistic,3,2,adjective,3,3,30047.0
irredeemable,3,3,adjective,3,3,29999.0
mawkish,3,3,adjective,3,3,29748.0
leanest,3,2,adjective,3,3,29666.0
undermanned,3,3,adjective,3,3,29530.0
tinier,3,3,adjective,3,3,28868.0
desolated,3,3,adjective,3,3,28635.0
undefinable,3,3,adjective,3,3,28361.0
oxygenating,4,4,adjective.verb,3.1,3,28337.0
nembutal,6,6,name.adjective,3.3,3,28305.0
comped,33,23,verb.adjective,30.3,3,28298.0
billowy,3,2,adjective,3,3,28214.0
squarish,3,2,adjective,3,3,27905.0
reanimated,5,4,adjective.verb,3.2,3,27782.0
tidier,3,3,adjective,3,3,27722.0
pictographic,3,2,adjective,3,3,27693.0
vaporous,3,3,adjective,3,3,26784.0
unhallowed,3,3,adjective,3,3,26693.0
flyable,3,3,adjective,3,3,26359.0
bobsledding,9,4,verb.adjective.noun.name,4.3.1.1,3,25938.0
rawest,3,3,adjective,3,3,25896.0
obsessional,3,3,adjective,3,3,25881.0
edematous,3,3,adjective,3,3,25845.0
persnickety,3,3,adjective,3,3,25327.0
hermaphroditic,3,3,adjective,3,3,25249.0
leprous,3,3,adjective,3,3,25245.0
hidebound,3,3,adjective,3,3,25008.0
hypoglycaemic,3,3,adjective,3,3,24956.0
direst,3,3,adjective,3,3,24920.0
nebulized,3,3,adjective,3,3,24908.0
vainglorious,3,3,adjective,3,3,24888.0
cimmerian,3,2,adjective,3,3,24646.0
fuzzier,3,3,adjective,3,3,24580.0
dishwater,11,11,noun.adjective,7.3,3,24499.0
unshackled,3,3,adjective,3,3,24462.0
ceremonious,3,3,adjective,3,3,24360.0
shopworn,3,3,adjective,3,3,24253.0
cryonic,3,2,adjective,3,3,24212.0
unambitious,3,3,adjective,3,3,23576.0
scry,15,11,noun.adjective,12.3,3,23043.0
flavorless,3,2,adjective,3,3,22927.0
punctilious,3,2,adjective,3,3,22906.0
broadminded,3,3,adjective,3,3,22543.0
exonerating,8,8,verb.adjective,5.3,3,22521.0
catchable,3,2,adjective,3,3,22493.0
uncrowned,3,3,adjective,3,3,22466.0
euphonious,3,3,adjective,3,3,22428.0
copulatory,3,2,adjective,3,3,22161.0
frostbitten,7,7,verb.adjective.name,3.3.1,3,22155.0
undrinkable,4,4,adjective,3,3,21984.0
fetishistic,3,3,adjective,3,3,21660.0
foppish,3,3,adjective,3,3,21628.0
parky,7,3,name.adjective,4.3,3,21525.0
slavering,5,4,adjective.verb,3.2,3,21525.0
dimmest,3,3,adjective,3,3,21509.0
shanked,14,13,verb.adjective,11.3,3,21443.0
ditsy,3,3,adjective,3,3,21172.0
stoical,3,3,adjective,3,3,21037.0
nonthreatening,8,7,verb.adjective,5.3,3,21006.0
manoeuvrable,3,3,adjective,3,3,20723.0
balletic,3,3,adjective,3,3,20432.0
freethinking,4,4,adjective.verb,3.1,3,20404.0
scatterbrained,3,3,adjective,3,3,20317.0
mussed,16,13,verb.adjective,13.3,3,20226.0
pardonable,3,3,adjective,3,3,20211.0
fluffier,3,3,adjective,3,3,20200.0
choleric,3,3,adjective,3,3,20190.0
snivelling,13,12,verb.adjective.noun,9.3.1,3,19669.0
fowling,3,3,adjective,3,3,19590.0
castrating,6,6,verb.adjective,3.3,3,19522.0
unscrambled,3,3,adjective,3,3,19410.0
wicky,3,2,adjective,3,3,19391.0
hummable,3,1,adjective,3,3,19207.0
pestilential,3,3,adjective,3,3,19134.0
unmedicated,3,3,adjective,3,3,19077.0
nucleoid,3,1,adjective,3,3,19057.0
hindmost,3,3,adjective,3,3,18901.0
stonier,3,1,adjective,3,3,18704.0
ribby,6,1,noun.adjective,3.3,3,18650.0
impecunious,3,2,adjective,3,3,18610.0
underprepared,3,3,adjective,3,3,18591.0
ungraceful,3,3,adjective,3,3,18514.0
unserious,3,3,adjective,3,3,18391.0
unlivable,3,3,adjective,3,3,18272.0
worthiest,3,3,adjective,3,3,18169.0
crappier,3,3,adjective,3,3,18118.0
insensate,4,4,adjective.noun,3.1,3,18095.0
sternest,3,3,adjective,3,3,17825.0
untucked,3,3,adjective,3,3,17809.0
cheesiest,3,3,adjective,3,3,17787.0
absentminded,3,2,adjective,3,3,17739.0
yappy,5,4,adjective.name,3.2,3,17161.0
zonked,13,13,verb.adjective,10.3,3,17109.0
daric,19,1,name.adjective,16.3,3,17063.0
merriest,3,3,adjective,3,3,16991.0
unkillable,3,2,adjective,3,3,16828.0
tumorous,3,3,adjective,3,3,16710.0
hieratic,3,3,adjective,3,3,16549.0
wolfsbane,13,8,noun.adjective,10.3,3,16471.0
periorbital,3,3,adjective,3,3,16102.0
surmountable,3,3,adjective,3,3,16003.0
wanky,3,3,adjective,3,3,15993.0
shovelled,4,3,adjective.verb,3.1,3,15781.0
vinegary,3,3,adjective,3,3,14893.0
angulated,3,3,adjective,3,3,14602.0
disillusioning,6,6,verb.adjective,3.3,3,14594.0
cobby,27,2,name.noun.adjective,13.10.3,3,14436.0
calculative,3,3,adjective,3,3,14426.0
ungoverned,3,3,adjective,3,3,14232.0
mushed,6,6,verb.adjective,3.3,3,14073.0
sickbed,5,5,adjective.verb,3.2,3,13867.0
promotable,3,3,adjective,3,3,13740.0
overinflated,4,4,adjective.verb,3.1,3,13300.0
pugilistic,3,2,adjective,3,3,13192.0
waspish,3,3,adjective,3,3,13059.0
hypercritical,3,3,adjective,3,3,12965.0
undiplomatic,3,3,adjective,3,3,12848.0
hunchbacked,6,6,verb.adjective,3.3,3,12834.0
concussed,7,4,verb.adjective,4.3,3,12732.0
stock,1300,775,noun.verb.name.adjective,1267.16.11.2,2,176295589.0
al,5306,821,name.unclassified.adverb.adjective,5133.125.24.2,2,125787543.0
record,4365,2395,noun.verb.adjective,3986.375.2,2,102234743.0
included,382,341,verb.adjective,371.2,2,92002729.0
michael,10115,1086,name.noun.adjective.verb,10082.2.2.1,2,86527408.0
base,1804,1011,noun.verb.adjective,1593.209.2,2,81894680.0
needed,4818,3101,verb.adjective.noun,4814.2.1,2,76528079.0
held,2165,1639,verb.adjective,2164.2,2,76100888.0
robert,3222,739,name.adjective,3210.2,2,71829013.0
william,1653,517,name.noun.adjective.verb,1642.3.2.1,2,59804374.0
dev,41,12,name.adjective,37.2,2,45047619.0
motor,671,470,noun.verb.name.adjective,648.21.3.2,2,40615655.0
returned,1263,933,verb.adjective,1260.2,2,34138333.0
kelly,2876,464,name.adverb.adjective,2857.16.2,2,30510238.0
displayed,75,69,verb.adjective,73.2,2,29751963.0
announced,289,247,verb.adjective,287.2,2,28744210.0
requested,440,381,verb.adjective,438.2,2,24572908.0
atlantic,504,280,name.adjective,500.2,2,23920018.0
edited,60,52,verb.adjective,58.2,2,22917163.0
indicated,203,175,verb.adjective,201.2,2,22471844.0
depending,306,285,preposition.verb.adjective,273.33.2,2,21054967.0
incorporated,75,50,verb.adjective,73.2,2,16533500.0
modeling,185,107,noun.verb.adjective,138.45.2,2,15474514.0
awarded,126,113,verb.adjective,124.2,2,15460775.0
replaced,421,357,verb.adjective,419.2,2,14987637.0
solo,436,290,noun.adverb.name.adjective,263.151.17.2,2,14360216.0
hungary,53,30,name.adjective,51.2,2,14113963.0
rt,37,6,noun.adjective,32.2,2,13828683.0
revealed,298,268,verb.adjective,296.2,2,13042465.0
studied,577,489,verb.adjective,575.2,2,12881982.0
funeral,1693,960,noun.adjective,1696.2,2,12827388.0
answered,775,657,verb.adjective,773.2,2,12457330.0
walter,1972,391,name.adjective.verb,1962.2.1,2,12248848.0
happening,4618,2792,verb.noun.adjective,4113.502.2,2,11920756.0
cited,38,36,verb.adjective,36.2,2,11195944.0
tin,441,269,noun.name.adjective.verb,410.22.2.1,2,10695557.0
broadcasting,163,121,noun.verb.adjective,111.50.2,2,10660304.0
aimed,99,93,verb.adjective,97.2,2,10030370.0
threaded,10,9,verb.adjective,8.2,2,9473827.0
wondering,3231,2318,verb.noun.adjective,3216.13.2,2,9214753.0
widescreen,4,4,noun.adjective,2.2,2,8493676.0
copyrighted,7,7,verb.adjective,5.2,2,7753345.0
ignored,301,261,verb.adjective,299.2,2,7715815.0
masturbating,60,49,verb.noun.adjective,56.2.2,2,7453955.0
ser,9,5,noun.name.adjective,5.3.2,2,7114069.0
betty,1246,303,name.noun.adjective,1232.9.2,2,6858121.0
nudist,33,23,noun.adjective,31.2,2,6796558.0
graphical,2,2,adjective,2,2,6772818.0
adapted,56,52,verb.adjective,54.2,2,6767295.0
shed,560,412,verb.noun.adjective,359.264.2,2,6720397.0
junk,784,570,noun.verb.name.adjective,769.10.2.2,2,6474279.0
enhancing,21,13,verb.adjective,19.2,2,6222606.0
jenny,1050,260,name.noun.adjective,1042.5.2,2,6118544.0
kenny,655,167,name.adjective,653.2,2,6065528.0
framing,76,57,verb.noun.adjective,64.9.2,2,6016034.0
computed,21,16,verb.adjective,19.2,2,5709026.0
gd,2,1,adjective,2,2,5675522.0
promoted,286,232,verb.adjective,284.2,2,5377031.0
lifting,221,206,verb.noun.adjective,156.62.2,2,4828674.0
assisting,81,75,verb.adjective,79.2,2,4807753.0
eliminated,166,139,verb.adjective,164.2,2,4696196.0
iranian,2,2,adjective,2,2,4687887.0
extracted,56,55,verb.adjective,54.2,2,4674721.0
katherine,359,91,name.adjective,354.2,2,4376071.0
analyzing,93,84,verb.adjective.noun,90.2.1,2,4349461.0
ashanti,16,3,name.noun.adjective,7.6.2,2,4345872.0
biking,28,15,verb.noun.adjective,23.3.2,2,4309804.0
coordinating,57,54,verb.adjective,55.2,2,4234379.0
qualitative,2,2,adjective,2,2,4233032.0
advertised,52,46,verb.adjective,50.2,2,4179189.0
ki,43,17,name.noun.adjective,25.16.2,2,4132670.0
negotiating,155,141,verb.noun.adjective,110.43.2,2,4058744.0
subtotal,2,2,adjective,2,2,3923296.0
consumed,158,137,verb.adjective,156.2,2,3820896.0
evolving,58,50,verb.adjective,55.2,2,3799789.0
violated,233,208,verb.adjective,229.2,2,3786834.0
nonlinear,2,2,adjective,2,2,3725269.0
spokane,24,16,name.adjective,22.2,2,3725256.0
flooding,86,67,verb.noun.adjective,44.40.2,2,3699696.0
invented,803,596,verb.noun.adjective,796.3.2,2,3607460.0
posed,112,98,verb.adjective,106.2,2,3604888.0
kicked,1559,1166,verb.adjective,1558.2,2,3510100.0
stretching,113,103,verb.noun.adjective,105.6.2,2,3443172.0
scalable,2,2,adjective,2,2,3084063.0
multicultural,3,2,adjective.noun,2.1,2,3066342.0
molded,30,26,verb.adjective.name,27.2.1,2,3035204.0
req,3,2,adjective.verb,2.1,2,3021355.0
mer,40,20,name.noun.adjective,15.13.2,2,3000228.0
ly,48,16,adverb.adjective,43.2,2,2982836.0
bounded,9,8,verb.adjective,7.2,2,2936998.0
upside,474,405,adverb.noun.adjective.name,349.122.2.1,2,2894930.0
wasting,1135,955,verb.adjective.noun,1132.2.1,2,2791022.0
insulated,18,17,verb.adjective,16.2,2,2719889.0
explanatory,2,2,adjective,2,2,2699888.0
verbatim,17,16,adverb.adjective,15.2,2,2673628.0
panoramic,2,2,adjective,2,2,2619902.0
mandated,13,13,verb.adjective,11.2,2,2601015.0
missionary,109,74,noun.adjective.name,106.2.1,2,2576312.0
handcrafted,11,10,verb.adjective,9.2,2,2488264.0
overlooked,111,107,verb.adjective,109.2,2,2374946.0
consequential,2,2,adjective,2,2,2325659.0
cooled,65,61,verb.adjective,63.2,2,2320309.0
obituary,68,44,noun.adjective,66.2,2,2304274.0
microbial,2,1,adjective,2,2,2287718.0
screwed,1519,1124,verb.adjective,1516.2,2,2270111.0
polly,337,84,name.adverb.adjective,331.4.2,2,2268880.0
swallowing,74,69,verb.noun.adjective,70.2.2,2,2244613.0
specialised,8,8,verb.adjective,6.2,2,2165541.0
recruited,139,119,verb.adjective,137.2,2,2164551.0
laminate,10,9,verb.noun.adjective,4.4.2,2,2146858.0
cyan,9,3,noun.adjective,7.2,2,2111144.0
libertarian,4,3,noun.adjective,2.2,2,2081230.0
maximal,2,2,adjective,2,2,2067611.0
heterogeneous,2,1,adjective,2,2,2034451.0
delegated,9,9,verb.adjective,7.2,2,2017165.0
awakening,63,52,noun.verb.adjective,37.24.2,2,1999637.0
worcestershire,11,10,name.adjective,9.2,2,1970957.0
skateboarding,29,20,verb.noun.name.adjective,22.3.2.2,2,1962882.0
unabridged,2,2,adjective,2,2,1930281.0
authenticated,39,32,verb.adjective,37.2,2,1922327.0
quan,24,7,name.noun.adjective,20.2.2,2,1864487.0
proclaimed,34,32,verb.adjective,32.2,2,1860861.0
milling,15,15,noun.verb.adjective,8.5.2,2,1852420.0
paired,33,27,verb.adjective,31.2,2,1833851.0
polishing,68,61,verb.noun.adjective,44.22.2,2,1788195.0
duplicated,42,32,verb.adjective,39.2,2,1698585.0
amplified,16,15,verb.adjective,14.2,2,1661309.0
contextual,2,2,adjective,2,2,1648180.0
sham,77,60,noun.name.adjective,67.8.2,2,1600637.0
asymmetric,2,2,adjective,2,2,1532639.0
narrowed,83,81,verb.adjective,80.2,2,1510821.0
navigating,14,14,verb.noun.adjective,9.3.2,2,1481130.0
probabilistic,2,1,adjective,2,2,1429903.0
phased,12,9,verb.adjective,10.2,2,1428708.0
tonic,195,143,noun.adjective,194.2,2,1393402.0
matted,5,5,verb.adjective,3.2,2,1372746.0
reimbursed,8,8,verb.adjective,6.2,2,1344886.0
capitalized,11,9,verb.adjective,9.2,2,1338350.0
confessional,66,54,noun.adjective,64.2,2,1332052.0
logistic,2,1,adjective,2,2,1330254.0
pinned,231,196,verb.adjective,230.2,2,1276850.0
acetaminophen,5,4,noun.adjective,3.2,2,1265258.0
paddling,46,37,verb.noun.adjective,42.2.2,2,1265200.0
benefiting,9,9,verb.adjective,7.2,2,1252603.0
smokey,106,54,name.noun.adjective,102.2.2,2,1240190.0
totaled,58,52,verb.name.adjective,53.3.2,2,1236803.0
bounced,151,126,verb.adjective,147.2,2,1228595.0
humping,103,76,verb.noun.name.adjective,78.19.4.2,2,1223356.0
escorted,83,77,verb.adjective,81.2,2,1217210.0
itching,115,102,verb.noun.adjective,91.22.2,2,1206981.0
devotional,2,2,adjective,2,2,1206612.0
focussed,3,3,adjective.verb,2.1,2,1199162.0
hawking,43,38,name.verb.adjective,28.13.2,2,1194571.0
lyn,17,7,name.adjective,15.2,2,1191078.0
bashing,33,29,verb.noun.adjective,20.10.2,2,1148941.0
interfering,156,141,verb.noun.adjective,149.5.2,2,1148534.0
freestanding,4,4,verb.adjective,2.2,2,1146641.0
slammed,166,159,verb.adjective,164.2,2,1142783.0
achievable,2,2,adjective,2,2,1130204.0
epidemiological,2,2,adjective,2,2,1122731.0
upfront,46,37,adverb.adjective,44.2,2,1103742.0
guaranty,3,3,adjective.noun,2.1,2,1090398.0
granular,2,2,adjective,2,2,1083931.0
inscribed,32,32,verb.adjective,30.2,2,1082744.0
graphing,5,4,verb.adjective,3.2,2,1080629.0
cai,17,5,name.noun.adjective,12.5.2,2,1078053.0
inductive,2,2,adjective,2,2,1071605.0
stalking,269,208,verb.noun.adjective,225.42.2,2,1061446.0
revived,31,30,verb.adjective,29.2,2,1060649.0
unreleased,2,2,adjective,2,2,1059041.0
anodized,3,2,adjective.verb,2.1,2,1048339.0
landscaped,3,3,adjective.verb,2.1,2,1036864.0
treble,9,6,noun.adjective.verb,6.2.1,2,1031575.0
unfolding,25,22,verb.noun.adjective,18.5.2,2,1030013.0
priori,2,2,adjective,2,2,1016603.0
favoured,13,11,verb.adjective,11.2,2,1013666.0
soaking,140,132,verb.adjective,138.2,2,1008618.0
ferrous,2,2,adjective,2,2,1008569.0
abusing,61,55,verb.adjective,59.2,2,1007630.0
guarding,189,157,verb.noun.adjective,180.7.2,2,1005862.0
industrialized,2,2,adjective,2,2,999879.0
chased,431,379,verb.adjective,429.2,2,999429.0
appraised,23,21,verb.adjective,21.2,2,996617.0
jai,15,8,noun.name.adjective,10.3.2,2,985923.0
insulating,2,2,adjective,2,2,985043.0
polycarbonate,3,3,adjective.verb,2.1,2,980341.0
banded,9,9,verb.adjective,7.2,2,959981.0
commended,25,24,verb.adjective,23.2,2,959180.0
narrowing,24,24,verb.noun.adjective,20.2.2,2,959121.0
animate,3,3,adjective.verb,2.1,2,956038.0
protesting,100,82,verb.adjective.noun,97.2.1,2,953288.0
pulsed,5,5,verb.adjective,3.2,2,939013.0
dbl,2,1,adjective,2,2,935814.0
recordable,2,2,adjective,2,2,911164.0
intensified,13,11,verb.adjective,11.2,2,910090.0
refractive,2,2,adjective,2,2,906750.0
bai,68,13,name.noun.adjective,37.29.2,2,899696.0
bordering,18,18,verb.adjective,16.2,2,886496.0
nepalese,2,2,adjective,2,2,885220.0
wanking,12,7,verb.adjective,10.2,2,879940.0
buffered,2,2,adjective,2,2,874997.0
lactating,8,7,verb.adjective.noun,5.2.1,2,870425.0
thermoplastic,2,2,adjective,2,2,868795.0
strapped,164,138,verb.adjective,162.2,2,865570.0
dilute,19,18,verb.adjective,17.2,2,860860.0
homologous,2,2,adjective,2,2,854791.0
relativistic,2,2,adjective,2,2,840680.0
flung,44,39,verb.adjective,42.2,2,838045.0
pharmacological,2,2,adjective,2,2,826010.0
connective,2,2,adjective,2,2,822706.0
suing,293,177,verb.name.adjective.noun,288.2.2.1,2,816011.0
assaulted,184,153,verb.adjective,182.2,2,812496.0
sacked,63,54,verb.adjective,61.2,2,808821.0
busting,295,260,verb.noun.adjective,289.3.2,2,796835.0
overheard,204,180,verb.adjective,201.2,2,796526.0
minimalist,9,8,noun.adjective,7.2,2,794120.0
laced,56,53,verb.adjective,54.2,2,790357.0
fingered,39,37,verb.adjective,37.2,2,785042.0
forested,2,2,adjective,2,2,770069.0
eroded,12,11,verb.adjective,10.2,2,768360.0
unstructured,2,2,adjective,2,2,764651.0
purported,5,5,verb.adjective,3.2,2,761701.0
underestimated,128,118,verb.adjective,125.2,2,756706.0
sequenced,7,6,verb.adjective,5.2,2,754522.0
breached,85,68,verb.adjective,84.2,2,752367.0
perched,30,24,verb.adjective,28.2,2,752206.0
thermodynamic,2,2,adjective,2,2,744363.0
fledged,4,4,verb.adjective,2.2,2,736854.0
sculpted,16,16,verb.adjective,14.2,2,733208.0
decoded,32,28,verb.adjective,30.2,2,730276.0
logarithmic,2,2,adjective,2,2,726171.0
reproducible,2,2,adjective,2,2,721496.0
practised,29,25,verb.adjective,27.2,2,720812.0
spousal,26,23,noun.adjective.name,23.2.1,2,716004.0
interstitial,2,2,adjective,2,2,713309.0
helical,2,2,adjective,2,2,713286.0
disjoint,2,2,adjective,2,2,700766.0
widened,14,13,verb.adjective,12.2,2,698758.0
softened,32,30,verb.adjective,30.2,2,694610.0
preventable,2,2,adjective,2,2,692085.0
galen,40,8,name.noun.adjective,24.13.2,2,687054.0
weaning,6,4,verb.adjective,4.2,2,686970.0
vernacular,25,24,noun.adjective,24.2,2,686729.0
ascended,22,17,verb.adjective,20.2,2,682764.0
spectroscopic,2,2,adjective,2,2,670727.0
convergent,2,2,adjective,2,2,663263.0
tanzanian,2,2,adjective,2,2,661560.0
sectarian,2,2,adjective,2,2,660133.0
populous,2,2,adjective,2,2,655650.0
crain,38,4,noun.name.adjective,25.11.2,2,648503.0
smoothed,9,9,verb.adjective,7.2,2,647836.0
formulary,2,2,adjective,2,2,647671.0
towed,65,59,verb.adjective,62.2,2,644374.0
ethnographic,2,2,adjective,2,2,644047.0
tilting,33,27,verb.adjective,30.2,2,641484.0
curled,47,45,verb.adjective,45.2,2,635094.0
tricked,251,215,verb.adjective,250.2,2,633300.0
stent,2,2,adjective,2,2,630695.0
shrunk,79,67,verb.adjective,77.2,2,629377.0
liberian,3,2,adjective.noun,2.1,2,614793.0
supersized,5,5,verb.adjective,3.2,2,612931.0
convective,2,2,adjective,2,2,611543.0
uncredited,2,2,adjective,2,2,608734.0
useable,2,2,adjective,2,2,598152.0
synergistic,2,2,adjective,2,2,595587.0
unrealized,2,2,adjective,2,2,588985.0
courant,12,8,noun.name.adjective,6.4.2,2,586440.0
acquitted,78,56,verb.adjective,78.2,2,585811.0
binomial,2,2,adjective,2,2,583709.0
biophysical,2,2,adjective,2,2,580585.0
provident,2,2,adjective,2,2,578089.0
overflowing,41,41,verb.adjective,39.2,2,573925.0
shitting,181,154,verb.adjective,179.2,2,571996.0
sprinkled,27,24,verb.adjective,25.2,2,569059.0
hijacking,73,49,verb.noun.adjective,39.32.2,2,568873.0
windward,5,5,adverb.adjective,3.2,2,567968.0
toxicological,2,2,adjective,2,2,565828.0
surfactant,3,2,adjective.noun,2.1,2,563507.0
papier,3,3,adjective.noun,2.1,2,559250.0
leveled,33,33,verb.adjective,31.2,2,558348.0
snatched,153,124,verb.adjective,152.2,2,553712.0
weatherproof,2,2,adjective,2,2,552016.0
cred,15,13,verb.adjective,13.2,2,549898.0
sapphic,2,2,adjective,2,2,547745.0
slashed,77,61,verb.adjective,75.2,2,547151.0
chlorinated,3,3,adjective.verb,2.1,2,536987.0
inflationary,2,1,adjective,2,2,531530.0
exorcist,50,35,noun.adjective,48.2,2,528473.0
honduran,2,2,adjective,2,2,528447.0
unmodified,2,2,adjective,2,2,527849.0
misspelled,17,17,verb.adjective,15.2,2,527420.0
gubernatorial,2,2,adjective,2,2,527080.0
pitted,11,9,verb.adjective,9.2,2,526572.0
magi,26,6,noun.name.adjective,16.8.2,2,524549.0
humanistic,2,2,adjective,2,2,524179.0
geodetic,2,2,adjective,2,2,520927.0
ascorbic,2,2,adjective,2,2,520414.0
mingling,43,36,verb.noun.adjective,34.6.2,2,516622.0
footy,2,1,adjective,2,2,512263.0
magnetometer,5,4,noun.adjective.name,2.2.1,2,506459.0
radiologic,2,1,adjective,2,2,503641.0
burying,119,102,verb.adjective.noun,115.2.1,2,502926.0
scalloped,2,2,adjective,2,2,494577.0
gurney,127,86,noun.name.adjective,98.25.2,2,494513.0
didactic,2,2,adjective,2,2,492687.0
lowery,7,3,name.noun.adjective,3.2.2,2,487328.0
ousted,5,5,verb.adjective,3.2,2,484515.0
synoptic,2,2,adjective,2,2,477463.0
mossy,2,2,adjective,2,2,470059.0
manx,2,1,adjective,2,2,469166.0
lated,2,2,adjective,2,2,467007.0
extinguishing,5,5,verb.adjective,3.2,2,463229.0
diurnal,2,2,adjective,2,2,461522.0
abstracted,3,3,adjective.verb,2.1,2,460511.0
representational,2,2,adjective,2,2,457112.0
glancing,21,21,verb.adjective,19.2,2,454156.0
kundalini,5,4,noun.adjective.name,2.2.1,2,451988.0
norepinephrine,5,5,noun.adjective.name,2.2.1,2,451988.0
shelved,6,6,verb.adjective,4.2,2,449746.0
ulcerative,2,2,adjective,2,2,448633.0
unmounted,2,2,adjective,2,2,447215.0
impregnated,31,27,verb.adjective,29.2,2,444413.0
professed,7,7,verb.adjective,5.2,2,444060.0
tufted,2,2,adjective,2,2,442698.0
dietetic,2,2,adjective,2,2,440779.0
thwarted,25,25,verb.adjective,23.2,2,440171.0
pali,3,1,adjective.noun,2.1,2,439163.0
onerous,2,2,adjective,2,2,438989.0
countywide,5,3,adverb.adjective,3.2,2,438769.0
unshaved,2,2,adjective,2,2,435629.0
sugarcane,6,4,noun.adjective,4.2,2,430624.0
radiating,16,16,verb.adjective,14.2,2,429442.0
inoculated,14,10,verb.adjective,12.2,2,429207.0
localised,2,1,adjective,2,2,425015.0
legato,10,3,adverb.adjective,8.2,2,424383.0
autologous,2,2,adjective,2,2,422799.0
postulated,5,5,verb.adjective,3.2,2,420685.0
childbearing,12,12,noun.adjective,10.2,2,419654.0
subsidised,3,3,adjective.verb,2.1,2,419300.0
fringed,3,3,adjective.verb,2.1,2,417959.0
citric,2,2,adjective,2,2,417854.0
wrenching,10,10,verb.noun.adjective.name,4.3.2.1,2,414428.0
shivering,82,70,verb.name.noun.adjective,75.3.2.2,2,412772.0
bejeweled,2,2,adjective,2,2,412200.0
inapplicable,2,2,adjective,2,2,411925.0
technic,2,2,adjective,2,2,409670.0
cartographic,2,2,adjective,2,2,408533.0
cerebrospinal,2,2,adjective,2,2,405028.0
homogenous,2,2,adjective,2,2,401566.0
beamed,48,40,verb.adjective,46.2,2,399614.0
tickled,101,91,verb.adjective,98.2,2,399084.0
sparing,24,24,verb.adjective.noun,21.2.1,2,398984.0
cemented,11,9,verb.adjective,9.2,2,393493.0
smuggled,80,70,verb.name.adjective,76.2.2,2,393350.0
punctuated,9,9,verb.adjective,7.2,2,393296.0
multitasking,10,9,verb.adjective,8.2,2,392730.0
heeled,4,3,verb.adjective,2.2,2,390189.0
neoplastic,2,1,adjective,2,2,389904.0
navi,31,10,noun.name.adjective,15.14.2,2,388942.0
goldwater,4,4,name.adjective,2.2,2,386559.0
variegated,2,1,adjective,2,2,386434.0
bibi,29,5,name.noun.adjective,18.9.2,2,384122.0
placental,2,2,adjective,2,2,379752.0
lounging,21,21,verb.noun.adjective.name,15.3.2.1,2,374942.0
chested,5,3,verb.adjective,3.2,2,373855.0
stratospheric,2,2,adjective,2,2,372185.0
tangential,2,2,adjective,2,2,371386.0
baptised,11,9,verb.adjective,9.2,2,367255.0
steuben,8,6,name.adjective.noun,5.2.1,2,366989.0
antenatal,2,2,adjective,2,2,365916.0
decked,31,30,verb.adjective.name,28.2.1,2,361415.0
coerced,43,35,verb.adjective.name,39.2.1,2,360223.0
zuni,2,2,adjective,2,2,359181.0
phenomenological,2,1,adjective,2,2,358895.0
imprinting,13,6,verb.noun.adjective,7.4.2,2,356392.0
rococo,3,3,adjective.noun,2.1,2,356319.0
unaffiliated,2,2,adjective,2,2,354484.0
franchised,4,4,verb.adjective,2.2,2,353116.0
nitty,2,2,adjective,2,2,349781.0
unpacked,59,55,verb.adjective,57.2,2,348770.0
notarized,27,27,verb.adjective,25.2,2,348532.0
crumbled,23,21,verb.adjective,21.2,2,346982.0
contaminate,36,32,verb.adjective,34.2,2,346165.0
duodenal,2,2,adjective,2,2,343042.0
idling,20,16,verb.adjective.noun,17.2.1,2,341794.0
